field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
18937,20300943,2416,1610612747,Kareem,Rush,24,1,7,0.143,1,4,0.25,0,0,0,0,0,1,1,0,1,0,3,A,L,2003,1610612750,0,0,0,0,0,0,0,0,24,0,-13,0,0,0,0,4.5,0,1.5,0,0
18956,20300944,2404,1610612746,Chris,Wilcox,17,3,8,0.375,0,0,0,6,7,0.857,2,3,0,4,2,0,0,12,A,L,2003,1610612763,0,0,0,0,6,2,0,0,17,0,8,1,2,3,5,25.41176471,10.58823529,0,4.235294118,2.117647059
18975,20300945,2409,1610612749,Marcus,Haislip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2003,1610612743,0,0,0,0,0,0,0,0,1,0,5,,0,0,0,0,0,0,0,0
18998,20300946,2484,1610612759,Devin,Brown,19,0,6,0,0,0,0,0,0,0,3,3,2,1,1,0,0,0,H,W,2003,1610612744,0,0,0,0,0,0,0,0,19,0,22,2,0,0,6,0,11.36842105,3.789473684,1.894736842,3.789473684
19007,20300947,1921,1610612762,Gordan,Giricek,39,11,18,0.611,2,4,0.5,9,11,0.818,0,4,1,5,0,7,0,33,A,W,2003,1610612756,0,0,0,0,10,9,0,0,39,0,11,1,8,3,4,30.46153846,3.692307692,0.923076923,0,0.923076923
19016,20300947,2418,1610612756,Casey,Jacobsen,32,2,5,0.4,0,2,0,1,1,1,0,2,0,4,0,1,1,5,H,L,2003,1610612762,0,0,0,0,4,2,0,0,32,0,-8,1,0,0,2,5.625,2.25,0,0,1.125
19051,20300949,2407,1610612764,Jared,Jeffries,13,1,2,0.5,0,0,0,2,2,1,2,1,0,1,1,0,1,4,H,L,2003,1610612738,0,0,0,0,2,0,0,0,13,0,-4,0,0,2,3,11.07692308,8.307692308,0,2.769230769,0
19052,20300949,2412,1610612738,Jiri,Welsch,21,1,7,0.143,1,2,0.5,1,2,0.5,1,3,2,2,2,1,0,4,A,W,2003,1610612764,0,0,0,0,0,3,0,0,21,0,-2,0,0,1,4,6.857142857,6.857142857,3.428571429,3.428571429,0
19053,20300949,2413,1610612764,Juan,Dixon,32,5,15,0.333,2,7,0.286,0,0,0,0,3,2,0,2,2,0,12,H,L,2003,1610612738,0,0,0,0,2,0,0,0,32,0,-7,1,0,2,3,13.5,3.375,2.25,2.25,1.125
19073,20300950,2436,1610612760,Ronald,Murray,8,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,A,W,2003,1610612753,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,4.5,0,0,0
19114,20300952,2416,1610612747,Kareem,Rush,15,1,3,0.333,0,2,0,2,2,1,0,2,3,0,0,0,0,4,A,W,2003,1610612741,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,9.6,4.8,7.2,0,0
19155,20300954,2418,1610612756,Casey,Jacobsen,26,0,7,0,0,3,0,0,0,0,0,2,2,2,0,0,0,0,H,L,2003,1610612742,0,0,0,0,0,0,0,0,26,0,-13,2,0,0,2,0,2.769230769,2.769230769,0,2.769230769
19175,20300955,2427,1610612761,Roger,Mason,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,W,2003,1610612737,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0
19196,20300956,2246,1610612765,Mehmet,Okur,14,4,9,0.444,1,1,1,0,0,0,1,1,0,2,2,2,0,9,H,W,2003,1610612755,0,0,0,0,2,2,0,0,14,0,0,0,2,0,2,23.14285714,5.142857143,0,5.142857143,0
19197,20300956,2419,1610612765,Tayshaun,Prince,25,3,5,0.6,0,1,0,2,2,1,0,4,2,1,0,4,1,8,H,W,2003,1610612755,0,0,0,0,6,3,0,0,25,0,-1,0,0,0,4,11.52,5.76,2.88,0,0
19198,20300956,2422,1610612755,John,Salmons,35,3,10,0.3,1,3,0.333,0,0,0,0,5,4,0,3,1,0,7,A,L,2003,1610612765,0,0,0,0,0,0,0,0,35,0,-7,1,0,2,5,7.2,5.142857143,4.114285714,3.085714286,1.028571429
19219,20300957,2402,1610612739,Dajuan,Wagner,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,H,W,2003,1610612754,0,0,0,0,0,0,0,0,6,0,-5,0,0,0,0,0,0,6,0,0
19221,20300957,2430,1610612739,Carlos,Boozer,40,8,16,0.5,0,0,0,3,4,0.75,4,5,2,1,3,3,1,19,H,W,2003,1610612754,0,0,0,0,12,0,0,0,40,0,8,2,4,6,9,17.1,8.1,1.8,2.7,1.8
19283,20300960,2484,1610612759,Devin,Brown,10,0,1,0,0,0,0,2,2,1,0,2,1,1,0,1,0,2,A,L,2003,1610612758,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,7.2,7.2,3.6,0,3.6
19298,20300961,2446,1610612748,Rasual,Butler,8,2,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,5,H,W,2003,1610612751,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,22.5,0,4.5,0,0
19313,20300962,1921,1610612762,Gordan,Giricek,22,4,10,0.4,0,2,0,3,5,0.6,1,2,2,1,0,1,1,11,A,L,2003,1610612743,0,0,0,0,4,2,0,0,22,0,-18,1,0,1,3,18,4.909090909,3.272727273,0,1.636363636
19320,20300962,2401,1610612743,Nikoloz,Tskitishvili,6,0,2,0,0,0,0,2,2,1,0,0,0,2,0,0,0,2,H,W,2003,1610612762,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,12,0,0,0,0
19340,20300963,2404,1610612746,Chris,Wilcox,12,3,5,0.6,0,0,0,0,1,0,0,3,1,3,1,0,1,6,H,L,2003,1610612742,0,0,0,0,6,2,0,0,12,0,-1,0,0,0,3,18,9,3,3,0
19360,20300964,2418,1610612756,Casey,Jacobsen,32,1,4,0.25,0,2,0,2,2,1,1,1,3,2,3,2,0,4,A,W,2003,1610612745,0,0,0,0,0,0,0,0,32,0,5,0,2,0,2,4.5,2.25,3.375,3.375,0
19380,20300965,2484,1610612759,Devin,Brown,22,2,9,0.222,0,1,0,0,2,0,2,4,1,2,1,0,1,4,A,L,2003,1610612744,0,0,0,0,2,0,0,0,22,0,-2,2,0,0,6,6.545454545,9.818181818,1.636363636,1.636363636,3.272727273
19398,20300966,2416,1610612747,Kareem,Rush,13,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,H,W,2003,1610612753,0,0,0,0,0,0,0,0,13,0,-2,0,0,0,1,0,2.769230769,2.769230769,0,0
19416,20300967,2321,1610612741,Paul,Shirley,14,3,3,1,0,0,0,0,0,0,3,1,2,0,0,2,0,6,A,L,2003,1610612739,0,0,0,0,4,0,0,0,14,0,-13,0,0,2,4,15.42857143,10.28571429,5.142857143,0,0
19417,20300967,2402,1610612739,Dajuan,Wagner,16,4,10,0.4,3,5,0.6,0,0,0,1,0,1,0,2,1,0,11,H,W,2003,1610612741,0,0,0,0,2,0,0,0,16,0,0,2,6,0,1,24.75,2.25,2.25,4.5,4.5
19418,20300967,2430,1610612739,Carlos,Boozer,34,8,12,0.667,0,0,0,6,9,0.667,3,10,3,2,5,0,1,22,H,W,2003,1610612741,0,0,0,0,12,4,0,1,34,0,37,1,4,4,13,23.29411765,13.76470588,3.176470588,5.294117647,1.058823529
19419,20300967,2457,1610612741,Jannero,Pargo,17,1,2,0.5,0,0,0,2,2,1,0,0,5,2,0,4,2,4,A,L,2003,1610612739,0,0,0,0,0,0,0,0,17,0,-17,0,2,0,0,8.470588235,0,10.58823529,0,0
19440,20300968,2407,1610612764,Jared,Jeffries,33,0,4,0,0,0,0,0,0,0,2,5,1,6,0,1,1,0,A,L,2003,1610612752,0,0,0,0,0,0,0,0,33,0,-3,0,0,0,7,0,7.636363636,1.090909091,0,0
19441,20300968,2437,1610612764,Lonny,Baxter,5,1,1,1,0,0,0,0,2,0,0,1,0,2,0,0,0,2,A,L,2003,1610612752,0,0,0,0,2,0,0,0,5,0,-10,0,0,0,1,14.4,7.2,0,0,0
19482,20300970,2446,1610612748,Rasual,Butler,10,3,5,0.6,1,2,0.5,0,0,0,0,1,0,2,0,1,1,7,H,W,2003,1610612740,0,0,0,0,0,0,0,0,10,0,-2,0,0,0,1,25.2,3.6,0,0,0
19501,20300971,2436,1610612760,Ronald,Murray,9,2,3,0.667,0,0,0,0,0,0,0,0,0,3,0,1,0,4,A,W,2003,1610612737,0,0,0,0,0,2,0,0,9,0,-6,0,0,0,0,16,0,0,0,0
19524,20300972,2429,1610612749,Dan,Gadzuric,7,2,3,0.667,0,0,0,0,0,0,0,1,0,1,0,1,0,4,H,L,2003,1610612757,0,0,0,0,2,0,0,0,6,54,3,0,0,0,1,20.57142857,5.142857143,0,0,0
19557,20300974,2408,1610612746,Melvin,Ely,13,2,3,0.667,0,0,0,1,2,0.5,1,0,0,2,0,1,0,5,A,W,2003,1610612756,0,0,0,0,2,0,0,0,13,0,1,0,0,1,1,13.84615385,2.769230769,0,0,0
19558,20300974,2418,1610612756,Casey,Jacobsen,29,4,5,0.8,1,1,1,0,1,0,0,6,1,0,1,1,0,9,H,L,2003,1610612746,0,0,0,0,6,0,0,0,29,0,-2,0,2,0,6,11.17241379,7.448275862,1.24137931,1.24137931,0
19579,20300975,2412,1610612738,Jiri,Welsch,25,5,10,0.5,1,2,0.5,0,0,0,1,1,0,3,0,3,0,11,H,W,2003,1610612743,0,0,0,0,4,2,0,0,25,0,2,1,2,0,2,15.84,2.88,0,0,1.44
19596,20300976,2407,1610612764,Jared,Jeffries,21,1,2,0.5,0,0,0,0,0,0,3,1,0,2,0,0,1,2,H,W,2003,1610612758,0,0,0,0,2,2,0,0,21,0,-2,0,2,0,4,3.428571429,6.857142857,0,0,0
19597,20300976,2437,1610612764,Lonny,Baxter,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,W,2003,1610612758,0,0,0,0,2,0,0,0,3,0,-2,0,0,2,1,24,12,0,0,0
19618,20300977,2417,1610612757,Qyntel,Woods,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2003,1610612754,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0
19630,20300978,1921,1610612762,Gordan,Giricek,40,11,18,0.611,0,3,0,3,3,1,1,1,1,2,0,3,0,25,A,L,2003,1610612761,0,0,0,0,10,2,0,0,40,0,-9,1,5,0,2,22.5,1.8,0.9,0,0.9
19693,20300981,2408,1610612746,Melvin,Ely,7,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,H,L,2003,1610612747,0,0,0,0,0,0,0,0,7,0,-6,0,0,0,1,0,5.142857143,0,10.28571429,0
19694,20300981,2416,1610612747,Kareem,Rush,9,1,2,0.5,0,0,0,0,0,0,0,0,1,1,1,0,0,2,A,W,2003,1610612746,0,0,0,0,0,0,0,0,9,0,-1,0,0,2,0,8,0,4,4,0
19741,20300983,2246,1610612765,Mehmet,Okur,12,2,5,0.4,0,0,0,2,2,1,1,1,1,3,1,2,0,6,A,W,2003,1610612751,0,0,0,0,4,0,0,0,12,0,2,0,2,4,2,18,6,3,3,0
19742,20300983,2419,1610612765,Tayshaun,Prince,27,1,6,0.167,0,1,0,1,2,0.5,0,3,2,3,0,2,0,3,A,W,2003,1610612751,0,0,0,0,2,0,0,0,27,0,6,0,0,0,3,4,4,2.666666667,0,0
19761,20300984,2436,1610612760,Ronald,Murray,17,1,5,0.2,0,1,0,4,4,1,0,1,0,2,2,1,1,6,A,W,2003,1610612763,0,0,0,0,0,4,0,0,17,0,4,1,2,0,1,12.70588235,2.117647059,0,4.235294118,2.117647059
19787,20300985,2484,1610612759,Devin,Brown,14,1,3,0.333,0,0,0,1,2,0.5,0,2,1,2,0,0,1,3,H,W,2003,1610612750,0,0,1,0,0,1,0,0,14,0,7,0,0,0,2,7.714285714,5.142857143,2.571428571,0,0
19802,20300986,2407,1610612764,Jared,Jeffries,31,5,8,0.625,0,1,0,0,2,0,4,5,1,5,0,0,0,10,H,W,2003,1610612737,0,0,0,0,10,2,0,0,31,0,16,2,2,4,9,11.61290323,10.4516129,1.161290323,0,2.322580645
19844,20300988,2447,1610612751,Tamar,Slay,2,0,0,0,0,0,0,1,2,0.5,0,0,1,0,0,0,0,1,A,L,2003,1610612752,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,18,0,18,0,0
19856,20300989,1921,1610612762,Gordan,Giricek,17,1,8,0.125,0,1,0,3,4,0.75,1,1,3,2,0,2,0,5,A,W,2003,1610612739,0,0,0,0,0,0,0,0,17,0,-4,1,0,0,2,10.58823529,4.235294118,6.352941176,0,2.117647059
19864,20300989,2402,1610612739,Dajuan,Wagner,14,1,8,0.125,0,1,0,1,2,0.5,0,0,4,3,0,1,0,3,H,L,2003,1610612762,0,0,0,0,2,0,0,0,14,0,-3,0,0,0,0,7.714285714,0,10.28571429,0,0
19865,20300989,2430,1610612739,Carlos,Boozer,44,6,10,0.6,0,0,0,9,10,0.9,3,10,2,3,0,2,1,21,H,L,2003,1610612762,0,0,0,0,8,2,0,1,44,0,-10,1,4,2,13,17.18181818,10.63636364,1.636363636,0,0.818181818
19903,20300991,2436,1610612760,Ronald,Murray,24,4,10,0.4,0,3,0,3,4,0.75,3,0,3,1,1,2,0,11,A,W,2003,1610612740,0,0,0,0,4,2,0,0,24,0,9,1,2,0,3,16.5,4.5,4.5,1.5,1.5
19922,20300992,2246,1610612765,Mehmet,Okur,25,5,12,0.417,1,1,1,4,6,0.667,2,3,3,1,1,1,1,15,H,W,2003,1610612743,0,1,0,0,6,7,0,0,25,0,11,0,7,2,5,21.6,7.2,4.32,1.44,0
19923,20300992,2401,1610612743,Nikoloz,Tskitishvili,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2003,1610612765,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,12,0,0,0
19925,20300992,2419,1610612765,Tayshaun,Prince,21,4,9,0.444,0,0,0,0,2,0,1,0,4,0,0,0,0,8,H,W,2003,1610612743,0,0,0,0,4,2,0,0,21,0,-6,0,2,0,1,13.71428571,1.714285714,6.857142857,0,0
19945,20300993,2412,1610612738,Jiri,Welsch,23,4,10,0.4,1,2,0.5,0,0,0,0,1,2,2,1,1,0,9,A,L,2003,1610612742,0,0,0,0,4,2,0,0,23,0,-10,1,0,0,1,14.08695652,1.565217391,3.130434783,1.565217391,1.565217391
19965,20300994,2418,1610612756,Casey,Jacobsen,35,1,6,0.167,1,3,0.333,2,2,1,1,5,3,3,0,0,0,5,H,L,2003,1610612750,0,0,0,0,0,0,0,0,35,0,-5,1,2,0,6,5.142857143,6.171428571,3.085714286,0,1.028571429
19983,20300995,2408,1610612746,Melvin,Ely,20,1,4,0.25,0,0,0,3,3,1,1,2,2,3,1,0,2,5,A,L,2003,1610612747,0,0,0,0,2,0,0,0,20,0,-2,0,3,0,3,9,5.4,3.6,1.8,0
19984,20300995,2416,1610612747,Kareem,Rush,11,1,2,0.5,1,2,0.5,0,0,0,0,0,1,3,0,0,0,3,H,W,2003,1610612746,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9.818181818,0,3.272727273,0,0
20023,20300997,2422,1610612755,John,Salmons,5,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,A,L,2003,1610612748,0,0,0,0,0,0,0,0,5,0,-12,0,0,0,0,0,0,0,7.2,0
20024,20300997,2446,1610612748,Rasual,Butler,19,3,8,0.375,1,4,0.25,0,0,0,0,5,0,1,0,1,0,7,H,W,2003,1610612755,0,0,0,0,2,0,0,0,19,0,20,1,2,0,5,13.26315789,9.473684211,0,0,1.894736842
20038,20300998,1921,1610612762,Gordan,Giricek,18,3,8,0.375,1,1,1,0,0,0,0,1,1,1,0,2,0,7,A,W,2003,1610612737,0,0,0,0,2,0,0,0,18,0,-5,0,0,0,1,14,2,2,0,0
20083,20301000,2321,1610612741,Paul,Shirley,9,2,3,0.667,0,0,0,0,0,0,0,1,0,2,0,0,0,4,H,W,2003,1610612752,0,0,0,0,4,0,0,0,9,0,-5,0,0,0,1,16,4,0,0,0
20107,20301001,2412,1610612738,Jiri,Welsch,25,3,7,0.429,0,0,0,0,0,0,2,2,0,2,0,2,1,6,A,L,2003,1610612759,0,1,0,0,4,0,0,0,25,0,-15,1,2,0,4,8.64,5.76,0,0,1.44
20108,20301001,2484,1610612759,Devin,Brown,13,2,6,0.333,0,0,0,0,0,0,0,1,0,4,0,2,0,4,H,W,2003,1610612738,0,0,0,0,2,0,0,0,13,0,3,1,2,0,1,11.07692308,2.769230769,0,0,2.769230769
20127,20301002,2409,1610612749,Marcus,Haislip,7,2,2,1,0,0,0,3,3,1,0,0,0,1,0,0,0,7,A,L,2003,1610612756,0,0,0,0,4,0,0,0,7,0,13,0,0,0,0,36,0,0,0,0
20128,20301002,2418,1610612756,Casey,Jacobsen,28,4,6,0.667,3,4,0.75,1,1,1,0,1,2,5,1,1,0,12,H,W,2003,1610612749,0,0,0,0,2,3,0,0,28,0,7,0,0,3,1,15.42857143,1.285714286,2.571428571,1.285714286,0
20149,20301003,2417,1610612757,Qyntel,Woods,2,1,2,0.5,1,1,1,0,0,0,0,1,0,1,0,0,0,3,H,W,2003,1610612753,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,54,18,0,0,0
20172,20301004,2447,1610612751,Tamar,Slay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2003,1610612742,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0
20194,20301005,2401,1610612743,Nikoloz,Tskitishvili,12,2,3,0.667,1,1,1,2,3,0.667,1,2,0,1,1,0,0,7,A,L,2003,1610612750,0,0,0,0,2,0,0,0,12,0,5,0,0,0,3,21,9,0,3,0
20211,20301006,2408,1610612746,Melvin,Ely,8,2,3,0.667,0,0,0,0,0,0,0,1,0,3,0,1,1,4,H,L,2003,1610612744,0,0,0,0,0,0,0,0,8,0,-1,0,0,0,1,18,4.5,0,0,0
20230,20301007,2407,1610612764,Jared,Jeffries,28,3,7,0.429,1,1,1,1,2,0.5,1,4,4,1,0,1,0,8,H,L,2003,1610612748,0,0,0,0,4,0,0,0,28,0,-13,0,0,2,5,10.28571429,6.428571429,5.142857143,0,0
20231,20301007,2413,1610612764,Juan,Dixon,13,0,5,0,0,1,0,2,2,1,1,0,0,1,0,2,0,2,H,L,2003,1610612748,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,5.538461538,2.769230769,0,0,0
20232,20301007,2446,1610612748,Rasual,Butler,11,1,2,0.5,1,1,1,0,0,0,0,1,1,1,0,0,0,3,A,W,2003,1610612764,0,0,0,0,0,0,0,0,11,0,6,0,0,0,1,9.818181818,3.272727273,3.272727273,0,0
20254,20301008,2246,1610612765,Mehmet,Okur,22,6,8,0.75,1,1,1,0,0,0,4,3,2,4,1,1,0,13,A,W,2003,1610612739,0,0,0,0,6,4,0,0,22,0,14,1,0,6,7,21.27272727,11.45454545,3.272727273,1.636363636,1.636363636
20255,20301008,2402,1610612739,Dajuan,Wagner,23,1,11,0.091,1,4,0.25,0,0,0,0,2,3,1,0,0,0,3,H,L,2003,1610612765,0,0,0,0,0,0,0,0,23,0,-17,2,0,3,2,4.695652174,3.130434783,4.695652174,0,3.130434783
20256,20301008,2419,1610612765,Tayshaun,Prince,32,4,6,0.667,0,1,0,5,5,1,0,0,1,3,2,1,0,13,A,W,2003,1610612739,0,0,0,0,6,3,0,0,32,0,6,0,5,0,0,14.625,0,1.125,2.25,0
20257,20301008,2430,1610612739,Carlos,Boozer,37,10,12,0.833,0,0,0,1,2,0.5,3,14,1,4,0,1,0,21,H,L,2003,1610612765,0,0,0,0,14,2,0,1,37,0,-7,1,4,2,17,20.43243243,16.54054054,0.972972973,0,0.972972973
20313,20301011,2436,1610612760,Ronald,Murray,22,0,7,0,0,3,0,3,4,0.75,1,6,3,2,2,0,0,3,H,W,2003,1610612753,0,0,0,0,0,0,0,0,22,0,-1,0,3,0,7,4.909090909,11.45454545,4.909090909,3.272727273,0
20336,20301012,2416,1610612747,Kareem,Rush,19,3,5,0.6,1,2,0.5,0,0,0,0,0,2,2,1,0,0,7,H,W,2003,1610612749,0,0,0,0,0,0,0,0,19,0,-5,0,0,0,0,13.26315789,0,3.789473684,1.894736842,0
20354,20301013,2422,1610612755,John,Salmons,36,8,12,0.667,5,6,0.833,0,1,0,1,2,2,3,2,5,0,21,H,W,2003,1610612742,0,0,0,0,4,0,0,0,36,0,2,1,6,8,3,21,3,2,2,1
20376,20301014,2321,1610612741,Paul,Shirley,26,2,5,0.4,0,0,0,1,1,1,1,4,2,2,1,4,1,5,A,L,2003,1610612754,0,0,0,0,4,0,0,0,26,0,-9,0,0,3,5,6.923076923,6.923076923,2.769230769,1.384615385,0
20378,20301014,2457,1610612741,Jannero,Pargo,28,6,13,0.462,0,4,0,0,0,0,0,1,5,1,0,2,1,12,A,L,2003,1610612754,0,0,0,0,4,6,0,0,28,0,0,1,0,0,1,15.42857143,1.285714286,6.428571429,0,1.285714286
20419,20301016,2401,1610612743,Nikoloz,Tskitishvili,4,1,3,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,W,2003,1610612746,0,0,0,0,0,0,0,0,4,0,1,0,2,0,1,18,9,0,0,0
20421,20301016,2408,1610612746,Melvin,Ely,16,2,7,0.286,0,0,0,5,6,0.833,4,1,0,3,0,1,1,9,A,L,2003,1610612743,0,0,0,0,4,1,0,0,16,0,-16,2,1,6,5,20.25,11.25,0,0,4.5
20456,20301018,2418,1610612756,Casey,Jacobsen,26,2,2,1,1,1,1,0,0,0,1,2,2,2,0,2,0,5,A,W,2003,1610612739,0,0,0,0,0,0,0,0,26,0,9,0,0,0,3,6.923076923,4.153846154,2.769230769,0,0
20457,20301018,2430,1610612739,Carlos,Boozer,43,8,21,0.381,0,0,0,3,3,1,6,8,2,3,1,3,1,19,H,L,2003,1610612756,0,0,0,0,14,2,0,1,43,0,-21,1,10,4,14,15.90697674,11.72093023,1.674418605,0.837209302,0.837209302
20481,20301019,2246,1610612765,Mehmet,Okur,16,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,A,L,2003,1610612740,0,0,0,0,0,0,0,0,16,0,-3,0,0,0,3,0,6.75,2.25,0,0
20482,20301019,2419,1610612765,Tayshaun,Prince,27,5,7,0.714,1,1,1,2,2,1,0,4,3,2,1,1,0,13,A,L,2003,1610612740,0,0,0,0,6,2,0,0,27,0,4,0,2,0,4,17.33333333,5.333333333,4,1.333333333,0
20501,20301020,2484,1610612759,Devin,Brown,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2003,1610612750,0,0,0,0,0,0,0,0,7,0,-3,0,0,0,1,0,5.142857143,0,0,0
20536,20301022,2447,1610612751,Tamar,Slay,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,W,2003,1610612741,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
20550,20301023,1921,1610612762,Gordan,Giricek,31,6,15,0.4,0,3,0,0,0,0,0,5,2,4,1,1,0,12,H,W,2003,1610612764,0,0,0,0,8,8,0,0,31,0,8,1,4,0,5,13.93548387,5.806451613,2.322580645,1.161290323,1.161290323
20558,20301023,2407,1610612764,Jared,Jeffries,19,0,6,0,0,0,0,3,4,0.75,2,2,0,1,0,1,0,3,A,L,2003,1610612762,0,0,0,0,0,0,0,0,19,0,2,2,0,2,4,5.684210526,7.578947368,0,0,3.789473684
20593,20301025,2418,1610612756,Casey,Jacobsen,35,0,4,0,0,2,0,0,0,0,1,2,2,2,1,1,1,0,A,L,2003,1610612755,0,0,0,0,0,0,0,0,35,0,-7,0,0,0,3,0,3.085714286,2.057142857,1.028571429,0
20594,20301025,2422,1610612755,John,Salmons,38,2,6,0.333,1,3,0.333,3,4,0.75,1,1,6,3,0,3,1,8,H,W,2003,1610612756,0,0,0,0,2,0,0,0,38,0,-2,0,3,2,2,7.578947368,1.894736842,5.684210526,0,0
20611,20301026,2446,1610612748,Rasual,Butler,11,1,4,0.25,1,3,0.333,0,0,0,0,1,0,0,0,0,0,3,A,W,2003,1610612753,0,0,0,0,0,0,0,0,11,0,-2,0,3,0,1,9.818181818,3.272727273,0,0,0
20675,20301029,2411,1610612745,Bostjan,Nachbar,26,1,6,0.167,0,4,0,3,4,0.75,1,7,1,4,0,0,1,5,H,W,2003,1610612761,0,0,0,0,2,0,0,0,26,0,6,0,0,2,8,6.923076923,11.07692308,1.384615385,0,0
20713,20301031,2408,1610612746,Melvin,Ely,10,3,4,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,6,A,L,2003,1610612757,0,0,0,0,6,0,0,0,10,0,11,0,0,2,1,21.6,3.6,0,0,0
20728,20301032,1921,1610612762,Gordan,Giricek,11,1,10,0.1,1,1,1,0,0,0,1,0,0,2,0,1,0,3,A,L,2003,1610612760,0,0,0,0,0,0,0,0,11,0,-6,1,3,0,1,9.818181818,3.272727273,0,0,3.272727273
20734,20301032,2436,1610612760,Ronald,Murray,12,1,4,0.25,0,0,0,0,0,0,0,0,1,2,2,0,0,2,H,W,2003,1610612762,0,0,0,0,2,2,0,0,12,0,-9,0,2,0,0,6,0,3,6,0
20757,20301033,2416,1610612747,Kareem,Rush,14,1,6,0.167,0,2,0,0,0,0,0,0,1,1,0,1,0,2,H,W,2003,1610612758,0,0,0,0,0,0,0,0,14,0,-4,0,0,0,0,5.142857143,0,2.571428571,0,0
20817,20301036,2246,1610612765,Mehmet,Okur,15,3,6,0.5,0,0,0,2,3,0.667,2,0,0,0,0,0,0,8,A,L,2003,1610612759,0,1,0,0,2,4,0,0,15,0,-6,3,0,2,2,19.2,4.8,0,0,7.2
20818,20301036,2419,1610612765,Tayshaun,Prince,13,4,6,0.667,0,1,0,0,0,0,1,0,0,2,0,2,0,8,A,L,2003,1610612759,0,0,0,0,6,0,0,0,13,0,-14,0,0,2,1,22.15384615,2.769230769,0,0,0
20819,20301036,2484,1610612759,Devin,Brown,9,2,6,0.333,0,0,0,0,0,0,2,0,1,0,1,1,0,4,H,W,2003,1610612765,0,0,0,0,4,0,0,0,9,0,-4,0,2,0,2,16,8,4,4,0
20835,20301037,2407,1610612764,Jared,Jeffries,14,0,4,0,0,0,0,0,0,0,1,2,3,4,0,2,0,0,A,W,2003,1610612746,0,0,0,0,0,0,0,0,14,0,6,1,0,0,3,0,7.714285714,7.714285714,0,2.571428571
20836,20301037,2408,1610612746,Melvin,Ely,23,5,9,0.556,0,0,0,0,0,0,4,4,1,5,0,0,0,10,H,L,2003,1610612764,0,0,0,0,8,0,0,0,23,0,7,0,0,4,8,15.65217391,12.52173913,1.565217391,0,0
20854,20301038,2402,1610612739,Dajuan,Wagner,19,2,6,0.333,1,2,0.5,0,0,0,0,1,0,1,1,1,0,5,A,L,2003,1610612755,0,0,0,0,0,0,0,0,19,0,-12,0,0,0,1,9.473684211,1.894736842,0,1.894736842,0
