field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
6204,20300306,2430,1610612739,Carlos,Boozer,40,11,16,0.688,0,0,0,6,8,0.75,3,6,3,3,0,4,0,28,H,W,2003,1610612765,0,0,0,0,16,3,0,0,40,0,2,1,6,4,9,25.2,8.1,2.7,0,0.9,carlos-boozer-1,101,2615,,,,21.2,305,20300306,22003,22,1610612739,1610612765,2003-12-11,1900-01-01 19:30:00,1900-01-01 19:30:00,306,15115.0,0
6222,20300307,1938,1610612759,Manu,Ginobili,35,5,13,0.385,1,5,0.2,0,0,0.0,1,9,4,1,1,1,0,11,A,W,2003,1610612745,0,0,0,0,4,3,0,1,35,0,6,1,2,6,10,11.31428571,10.28571429,4.114285714,1.028571429,1.028571429,manu-ginobili-1,,,144,4341,4,9.7,306,20300307,22003,215,1610612745,1610612759,2003-12-11,1900-01-01 20:30:00,1900-01-01 19:30:00,307,18170.0,0
6226,20300307,2397,1610612745,Ming,Yao,36,4,13,0.308,0,0,0,0,0,0.0,3,7,1,3,0,3,1,8,H,L,2003,1610612759,0,0,0,0,6,0,0,0,36,0,-10,2,0,2,10,8.0,10.0,1,0,2,ming-yao-1,,,,,,1.9,306,20300307,22003,215,1610612745,1610612759,2003-12-11,1900-01-01 20:30:00,1900-01-01 19:30:00,307,18170.0,0
6227,20300307,2411,1610612745,Bostjan,Nachbar,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2003,1610612759,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0.0,0.0,0,0,0,bostjan-nachbar-1,,,98,1833,3,0,306,20300307,22003,215,1610612745,1610612759,2003-12-11,1900-01-01 20:30:00,1900-01-01 19:30:00,307,18170.0,0
6228,20300307,2484,1610612759,Devin,Brown,13,1,3,0.333,0,0,0,2,2,1.0,0,2,0,0,1,2,0,4,A,W,2003,1610612745,0,0,0,0,0,0,0,0,13,0,3,0,0,0,2,11.07692308,5.538461538,0,2.769230769,0,devin-brown-1,105,3360,,,,1.9,306,20300307,22003,215,1610612745,1610612759,2003-12-11,1900-01-01 20:30:00,1900-01-01 19:30:00,307,18170.0,0
6245,20300308,2418,1610612756,Casey,Jacobsen,27,3,5,0.6,1,2,0.5,3,3,1.0,1,0,2,2,0,3,0,10,H,L,2003,1610612740,0,0,0,0,4,0,0,0,27,0,-5,0,0,0,1,13.33333333,1.333333333,2.666666667,0,0,casey-jacobsen-1,95,3021,,,,6,307,20300308,22003,2,1610612756,1610612740,2003-12-11,1900-01-01 22:00:00,1900-01-01 20:00:00,308,17173.0,0
6263,20300309,2403,1610612743,Nene,Hilario,42,5,7,0.714,0,0,0,2,4,0.5,4,8,4,3,1,2,0,12,A,W,2003,1610612755,0,0,0,0,10,5,0,1,42,0,15,0,0,0,12,10.28571429,10.28571429,3.428571429,0.857142857,0,nene-hilario-1,,,,,,14.1,308,20300309,22003,130,1610612755,1610612743,2003-12-12,1900-01-01 19:00:00,1900-01-01 19:00:00,309,20493.0,0
6264,20300309,2422,1610612755,John,Salmons,12,0,3,0,0,2,0,0,0,0.0,0,0,1,1,4,0,0,0,H,L,2003,1610612743,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0.0,0.0,3,12,0,john-salmons-1,124,3819,,,,2.2,308,20300309,22003,130,1610612755,1610612743,2003-12-12,1900-01-01 19:00:00,1900-01-01 19:00:00,309,20493.0,0
6280,20300310,2407,1610612764,Jared,Jeffries,18,2,6,0.333,0,0,0,0,0,0.0,3,2,0,3,0,2,0,4,H,L,2003,1610612750,0,0,0,0,4,0,0,0,18,0,-18,0,0,2,5,8.0,10.0,0,0,0,jared-jeffries-1,70,2282,,,,0.1,309,20300310,22003,77,1610612764,1610612750,2003-12-12,1900-01-01 19:00:00,1900-01-01 19:00:00,310,16802.0,0
6281,20300310,2413,1610612764,Juan,Dixon,25,5,11,0.455,1,3,0.333,0,0,0.0,0,4,5,2,1,2,0,11,H,L,2003,1610612750,0,0,0,0,6,7,0,0,25,0,3,1,0,0,4,15.84,5.76,7.2,1.44,1.44,juan-dixon-1,141,4004,,,,8.2,309,20300310,22003,77,1610612764,1610612750,2003-12-12,1900-01-01 19:00:00,1900-01-01 19:00:00,310,16802.0,0
6302,20300311,2412,1610612738,Jiri,Welsch,30,3,10,0.3,2,2,1,0,0,0.0,0,6,1,4,1,1,0,8,H,W,2003,1610612761,0,0,0,0,0,0,0,0,30,0,-10,2,0,3,6,9.6,7.2,1.2,1.2,2.4,jiri-welsch-1,,,35,876,2,3.1,310,20300311,22003,17,1610612738,1610612761,2003-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,311,15003.0,0
6303,20300311,2437,1610612761,Lonny,Baxter,20,4,6,0.667,0,0,0,5,7,0.714,2,4,0,2,0,0,2,13,A,L,2003,1610612738,0,0,0,0,8,0,0,0,20,0,-4,0,7,6,6,23.4,10.8,0,0,0,lonny-baxter-1,138,3367,,,,12.8,310,20300311,22003,17,1610612738,1610612761,2003-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,311,15003.0,0
6321,20300312,2406,1610612748,Caron,Butler,20,3,7,0.429,1,1,1,1,1,1.0,2,2,1,1,1,2,0,8,H,W,2003,1610612763,0,0,0,0,4,3,0,0,20,0,-6,2,0,2,4,14.4,7.2,1.8,1.8,3.6,caron-butler-1,63,2173,,,,5.6,311,20300312,22003,146,1610612748,1610612763,2003-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,312,14429.0,0
6343,20300313,2410,1610612754,Fred,Jones,25,5,9,0.556,2,3,0.667,6,6,1.0,0,2,3,1,0,0,0,18,H,W,2003,1610612737,0,0,0,0,4,0,0,0,25,0,5,1,0,0,2,25.92,2.88,4.32,0,1.44,fred-jones-1,125,3525,,,,16,312,20300313,22003,136,1610612754,1610612737,2003-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,313,14910.0,0
6344,20300313,2424,1610612737,Dan,Dickau,6,2,3,0.667,1,1,1,2,2,1.0,0,0,1,0,1,0,0,7,A,L,2003,1610612754,0,0,0,0,0,4,0,0,6,0,-6,0,2,0,0,42.0,0.0,6,6,0,dan-dickau-1,97,3113,,,,7.4,312,20300313,22003,136,1610612754,1610612737,2003-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,313,14910.0,0
6358,20300314,1921,1610612753,Gordan,Giricek,44,5,12,0.417,1,1,1,0,0,0.0,3,2,3,3,0,3,0,11,H,L,2003,1610612751,0,0,0,0,4,0,0,0,44,0,-7,1,2,2,5,9.0,4.090909091,2.454545455,0,0.818181818,gordan-giricek-1,,,,,,5.2,313,20300314,22003,155,1610612753,1610612751,2003-12-12,1900-01-01 20:00:00,1900-01-01 20:00:00,314,14092.0,0
6364,20300314,2400,1610612753,Drew,Gooden,37,8,19,0.421,0,0,0,3,4,0.75,3,10,1,4,2,4,0,19,H,L,2003,1610612751,0,0,0,0,12,1,0,1,37,0,7,2,2,4,13,18.48648649,12.64864865,0.972972973,1.945945946,1.945945946,drew-gooden-1,98,2567,,,,10.7,313,20300314,22003,155,1610612753,1610612751,2003-12-12,1900-01-01 20:00:00,1900-01-01 20:00:00,314,14092.0,0
6383,20300315,2246,1610612765,Mehmet,Okur,13,1,5,0.2,0,0,0,2,4,0.5,2,0,1,0,0,1,1,4,H,L,2003,1610612760,0,0,0,0,2,1,0,0,13,0,-13,0,1,2,2,11.07692308,5.538461538,2.769230769,0,0,mehmet-okur-1,,,,,,1.9,314,20300315,22003,44,1610612765,1610612760,2003-12-12,1900-01-01 20:00:00,1900-01-01 20:00:00,315,20244.0,0
6384,20300315,2419,1610612765,Tayshaun,Prince,32,4,10,0.4,0,1,0,0,0,0.0,1,5,3,4,3,1,1,8,H,L,2003,1610612760,0,0,0,0,2,2,0,0,32,0,-14,1,2,0,6,9.0,6.75,3.375,3.375,1.125,tayshaun-prince-1,135,4023,,,,8,314,20300315,22003,44,1610612765,1610612760,2003-12-12,1900-01-01 20:00:00,1900-01-01 20:00:00,315,20244.0,0
6385,20300315,2436,1610612760,Ronald,Murray,27,7,16,0.438,1,2,0.5,4,4,1.0,0,3,0,0,2,1,0,19,A,W,2003,1610612765,0,0,0,0,6,4,0,0,27,0,16,2,6,2,3,25.33333333,4.0,0,2.666666667,2.666666667,ronald-murray-1,,,,,,12.5,314,20300315,22003,44,1610612765,1610612760,2003-12-12,1900-01-01 20:00:00,1900-01-01 20:00:00,315,20244.0,0
6403,20300316,2429,1610612749,Dan,Gadzuric,32,6,12,0.5,0,0,0,0,0,0.0,3,3,2,1,1,3,4,12,H,W,2003,1610612741,0,0,0,0,12,0,0,0,32,0,0,1,0,2,6,13.5,6.75,2.25,1.125,1.125,dan-gadzuric-1,122,2940,,,,10.8,315,20300316,22003,5,1610612749,1610612741,2003-12-12,1900-01-01 20:30:00,1900-01-01 19:30:00,316,17486.0,0
6446,20300318,2416,1610612747,Kareem,Rush,23,6,11,0.545,0,3,0,0,1,0.0,1,1,0,1,0,0,1,12,H,L,2003,1610612742,0,0,0,0,6,0,0,0,23,0,12,0,0,2,2,18.7826087,3.130434783,0,0,0,kareem-rush-1,84,2536,,,,7.6,317,20300318,22003,137,1610612747,1610612742,2003-12-12,1900-01-01 22:30:00,1900-01-01 19:30:00,318,18997.0,0
6447,20300318,2457,1610612747,Jannero,Pargo,2,0,1,0,0,0,0,0,0,0.0,0,0,1,1,0,1,0,0,H,L,2003,1610612742,0,0,0,0,0,0,0,0,2,0,-3,0,0,0,0,0.0,0.0,18,0,0,jannero-pargo-1,60,1530,,,,-1.4,317,20300318,22003,137,1610612747,1610612742,2003-12-12,1900-01-01 22:30:00,1900-01-01 19:30:00,318,18997.0,0
6465,20300319,2253,1610612744,Sean,Lampley,15,2,5,0.4,0,0,0,5,5,1.0,0,2,0,0,0,1,0,9,H,L,2003,1610612740,0,0,0,0,2,0,0,0,15,0,6,2,0,0,2,21.6,4.8,0,0,4.8,sean-lampley-1,123,3948,,,,5.9,318,20300319,22003,71,1610612744,1610612740,2003-12-12,1900-01-01 22:30:00,1900-01-01 19:30:00,319,14365.0,0
6466,20300319,2399,1610612744,Mike,Dunleavy,37,10,21,0.476,3,5,0.6,2,2,1.0,2,5,2,1,1,2,1,25,H,L,2003,1610612740,0,0,0,0,10,4,0,0,37,0,-18,0,4,4,7,24.32432432,6.810810811,1.945945946,0.972972973,0,mike-dunleavy-1,111,3762,,,,17.9,318,20300319,22003,71,1610612744,1610612740,2003-12-12,1900-01-01 22:30:00,1900-01-01 19:30:00,319,14365.0,0
6486,20300320,2401,1610612743,Nikoloz,Tskitishvili,2,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,A,L,2003,1610612752,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,36.0,0.0,0,0,0,nikoloz-tskitishvili-1,,,17,176,1,1.7,319,20300320,22003,30,1610612752,1610612743,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,320,19763.0,0
6487,20300320,2403,1610612743,Nene,Hilario,27,3,8,0.375,0,0,0,2,4,0.5,1,3,1,5,1,6,0,8,A,L,2003,1610612752,0,0,0,0,6,0,0,0,27,0,-8,1,1,1,4,10.66666667,5.333333333,1.333333333,1.333333333,1.333333333,nene-hilario-1,,,,,,-1.9,319,20300320,22003,30,1610612752,1610612743,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,320,19763.0,0
6488,20300320,2421,1610612752,Frank,Williams,18,1,3,0.333,0,0,0,6,6,1.0,1,3,7,0,1,1,1,8,H,W,2003,1610612743,0,0,0,0,2,2,0,0,18,0,19,0,2,2,4,16.0,8.0,14,2,0,frank-williams-1,101,3201,,,,13.5,319,20300320,22003,30,1610612752,1610612743,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,320,19763.0,0
6502,20300321,1921,1610612753,Gordan,Giricek,38,3,10,0.3,1,3,0.333,0,0,0.0,1,6,1,0,1,2,0,7,A,W,2003,1610612737,0,0,0,0,4,4,0,0,38,0,6,0,2,3,7,6.631578947,6.631578947,0.947368421,0.947368421,0,gordan-giricek-1,,,,,,3.4,320,20300321,22003,135,1610612737,1610612753,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,321,13418.0,0
6505,20300321,2400,1610612753,Drew,Gooden,30,3,6,0.5,0,0,0,6,7,0.857,0,5,2,3,1,1,0,12,A,W,2003,1610612737,0,0,0,0,4,2,0,0,30,0,3,0,3,0,5,14.4,6.0,2.4,1.2,0,drew-gooden-1,98,2567,,,,10.3,320,20300321,22003,135,1610612737,1610612753,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,321,13418.0,0
6522,20300322,2412,1610612738,Jiri,Welsch,25,6,11,0.545,1,2,0.5,0,0,0.0,1,1,2,4,1,1,0,13,A,W,2003,1610612739,0,0,0,0,8,4,0,0,25,0,4,0,6,5,2,18.72,2.88,2.88,1.44,0,jiri-welsch-1,,,35,876,2,8.5,321,20300322,22003,22,1610612739,1610612738,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,322,17353.0,0
6523,20300322,2430,1610612739,Carlos,Boozer,42,7,15,0.467,0,0,0,3,4,0.75,3,12,4,4,3,3,3,17,H,L,2003,1610612738,0,0,0,0,0,0,0,1,42,0,4,1,3,5,15,14.57142857,12.85714286,3.428571429,2.571428571,0.857142857,carlos-boozer-1,101,2615,,,,17.9,321,20300322,22003,22,1610612739,1610612738,2003-12-13,1900-01-01 19:30:00,1900-01-01 19:30:00,322,17353.0,0
6549,20300323,2447,1610612751,Tamar,Slay,16,2,5,0.4,0,1,0,1,4,0.25,1,0,0,1,1,2,0,5,A,L,2003,1610612763,0,0,0,0,2,0,0,0,16,0,-24,0,0,0,1,11.25,2.25,0,2.25,0,tamar-slay-1,114,3283,,,,0.4,322,20300323,22003,48,1610612763,1610612751,2003-12-13,1900-01-01 20:00:00,1900-01-01 19:00:00,323,16189.0,0
6567,20300324,2410,1610612754,Fred,Jones,22,1,3,0.333,0,1,0,0,0,0.0,0,3,5,2,0,2,0,2,A,L,2003,1610612741,0,0,0,0,2,0,0,0,21,49,18,0,0,0,3,3.272727273,4.909090909,8.181818182,0,0,fred-jones-1,125,3525,,,,1.9,323,20300324,22003,66,1610612741,1610612754,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,324,21872.0,0
6568,20300324,2423,1610612741,Chris,Jefferies,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,H,W,2003,1610612754,0,0,0,0,0,0,0,0,1,11,-5,0,0,0,0,0.0,0.0,0,0,0,chris-jefferies-1,88,2464,,,,-0.4,323,20300324,22003,66,1610612741,1610612754,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,324,21872.0,0
6585,20300325,1938,1610612759,Manu,Ginobili,33,5,12,0.417,4,7,0.571,2,3,0.667,1,3,2,1,3,2,0,16,H,W,2003,1610612745,0,0,0,0,0,3,0,0,33,0,15,0,0,0,4,17.45454545,4.363636364,2.181818182,3.272727273,0,manu-ginobili-1,,,144,4341,4,12.8,324,20300325,22003,199,1610612759,1610612745,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,325,18797.0,0
6590,20300325,2397,1610612745,Ming,Yao,32,3,9,0.333,0,0,0,5,5,1.0,4,5,2,1,0,3,3,11,A,L,2003,1610612759,0,0,0,0,6,0,0,0,32,0,-17,0,0,5,9,12.375,10.125,2.25,0,0,ming-yao-1,,,,,,10.3,324,20300325,22003,199,1610612759,1610612745,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,325,18797.0,0
6591,20300325,2411,1610612745,Bostjan,Nachbar,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,A,L,2003,1610612759,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0.0,12.0,12,0,0,bostjan-nachbar-1,,,98,1833,3,1,324,20300325,22003,199,1610612759,1610612745,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,325,18797.0,0
6592,20300325,2484,1610612759,Devin,Brown,5,0,1,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,H,W,2003,1610612745,0,0,0,0,0,0,0,0,5,0,-4,0,0,0,1,0.0,7.2,0,0,0,devin-brown-1,105,3360,,,,-0.4,324,20300325,22003,199,1610612759,1610612745,2003-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,325,18797.0,0
6610,20300326,2417,1610612757,Qyntel,Woods,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,W,2003,1610612747,0,0,0,0,0,0,0,0,1,0,-2,,0,0,0,0.0,0.0,0,0,0,qyntel-woods-1,,,,,,0,325,20300326,22003,51,1610612757,1610612747,2003-12-13,1900-01-01 22:00:00,1900-01-01 19:00:00,326,20630.0,0
6622,20300327,2060,1610612746,Marko,Jaric,32,5,12,0.417,0,3,0,1,4,0.25,1,5,4,2,2,1,0,11,H,W,2003,1610612756,0,0,0,0,4,2,0,0,32,0,8,0,2,3,6,12.375,6.75,4.5,2.25,0,marko-jaric-1,,,160,4395,4,8.6,326,20300327,22003,137,1610612746,1610612756,2003-12-13,1900-01-01 22:30:00,1900-01-01 19:30:00,327,14874.0,0
6626,20300327,2404,1610612746,Chris,Wilcox,15,3,9,0.333,0,0,0,1,1,1.0,3,3,0,2,1,1,1,7,H,W,2003,1610612756,0,0,0,0,6,0,0,0,15,0,9,1,4,4,6,16.8,14.4,0,2.4,2.4,chris-wilcox-1,70,1162,,,,4.8,326,20300327,22003,137,1610612746,1610612756,2003-12-13,1900-01-01 22:30:00,1900-01-01 19:30:00,327,14874.0,0
6627,20300327,2418,1610612756,Casey,Jacobsen,23,1,3,0.333,0,0,0,2,2,1.0,1,1,0,2,1,1,0,4,A,L,2003,1610612746,0,0,0,0,2,0,0,0,23,0,-2,0,4,0,2,6.260869565,3.130434783,0,1.565217391,0,casey-jacobsen-1,95,3021,,,,2.5,326,20300327,22003,137,1610612746,1610612756,2003-12-13,1900-01-01 22:30:00,1900-01-01 19:30:00,327,14874.0,0
6641,20300328,2406,1610612748,Caron,Butler,32,2,5,0.4,0,0,0,1,2,0.5,1,3,0,3,0,1,0,5,A,W,2003,1610612761,0,0,0,0,2,3,0,0,32,0,5,0,0,3,4,5.625,4.5,0,0,0,caron-butler-1,63,2173,,,,1.3,327,20300328,22003,116,1610612761,1610612748,2003-12-14,1900-01-01 12:30:00,1900-01-01 12:30:00,328,17950.0,0
6642,20300328,2437,1610612761,Lonny,Baxter,23,3,5,0.6,0,0,0,1,2,0.5,1,3,0,2,0,1,0,7,H,L,2003,1610612748,0,0,0,0,6,2,0,0,23,0,5,1,3,2,4,10.95652174,6.260869565,0,0,1.565217391,lonny-baxter-1,138,3367,,,,4.1,327,20300328,22003,116,1610612761,1610612748,2003-12-14,1900-01-01 12:30:00,1900-01-01 12:30:00,328,17950.0,0
6658,20300329,2429,1610612749,Dan,Gadzuric,26,5,8,0.625,0,0,0,0,0,0.0,5,3,0,4,0,2,4,10,A,L,2003,1610612760,0,0,0,0,8,0,0,0,26,0,-6,0,2,4,8,13.84615385,11.07692308,0,0,0,dan-gadzuric-1,122,2940,,,,10,328,20300329,22003,72,1610612760,1610612749,2003-12-14,1900-01-01 15:30:00,1900-01-01 12:30:00,329,12075.0,0
6659,20300329,2436,1610612760,Ronald,Murray,29,8,18,0.444,2,5,0.4,5,6,0.833,0,2,1,1,1,1,1,23,H,W,2003,1610612749,0,0,0,0,8,5,0,0,29,0,8,2,3,4,2,28.55172414,2.482758621,1.24137931,1.24137931,2.482758621,ronald-murray-1,,,,,,14.8,328,20300329,22003,72,1610612760,1610612749,2003-12-14,1900-01-01 15:30:00,1900-01-01 12:30:00,329,12075.0,0
6681,20300330,2422,1610612755,John,Salmons,33,2,8,0.25,0,3,0,4,6,0.667,0,5,4,1,2,1,0,8,H,L,2003,1610612762,0,0,0,0,4,5,0,0,33,0,-1,0,2,0,5,8.727272727,5.454545455,4.363636364,2.181818182,0,john-salmons-1,124,3819,,,,7.3,329,20300330,22003,130,1610612755,1610612762,2003-12-14,1900-01-01 18:00:00,1900-01-01 18:00:00,330,17142.0,0
6699,20300331,2407,1610612764,Jared,Jeffries,40,3,5,0.6,0,0,0,1,3,0.333,2,8,1,3,2,1,0,7,A,L,2003,1610612752,0,0,0,0,4,2,0,0,40,0,3,0,0,2,10,6.3,9.0,0.9,1.8,0,jared-jeffries-1,70,2282,,,,8.2,330,20300331,22003,30,1610612752,1610612764,2003-12-14,1900-01-01 19:00:00,1900-01-01 19:00:00,331,17191.0,0
6700,20300331,2413,1610612764,Juan,Dixon,23,3,8,0.375,0,1,0,2,2,1.0,0,2,1,5,1,2,0,8,A,L,2003,1610612752,0,0,0,0,0,0,0,0,23,0,-4,0,2,0,2,12.52173913,3.130434783,1.565217391,1.565217391,0,juan-dixon-1,141,4004,,,,1.9,330,20300331,22003,30,1610612752,1610612764,2003-12-14,1900-01-01 19:00:00,1900-01-01 19:00:00,331,17191.0,0
6701,20300331,2421,1610612752,Frank,Williams,6,0,3,0,0,1,0,0,0,0.0,0,1,1,0,0,0,0,0,H,W,2003,1610612764,0,0,0,0,0,0,0,0,6,0,-4,0,0,0,1,0.0,6.0,6,0,0,frank-williams-1,101,3201,,,,-1.1,330,20300331,22003,30,1610612752,1610612764,2003-12-14,1900-01-01 19:00:00,1900-01-01 19:00:00,331,17191.0,0
6720,20300332,2418,1610612756,Casey,Jacobsen,16,0,3,0,0,2,0,0,0,0.0,1,2,0,1,0,0,0,0,A,L,2003,1610612758,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0.0,6.75,0,0,0,casey-jacobsen-1,95,3021,,,,-1.2,331,20300332,22003,3,1610612758,1610612756,2003-12-14,1900-01-01 21:00:00,1900-01-01 18:00:00,332,17317.0,0
6737,20300333,2412,1610612738,Jiri,Welsch,36,2,5,0.4,1,3,0.333,3,5,0.6,1,2,1,0,0,1,0,8,H,L,2003,1610612750,0,0,0,0,2,2,0,0,36,0,-17,0,5,0,3,8.0,3.0,1,0,0,jiri-welsch-1,,,35,876,2,5.5,332,20300333,22003,17,1610612738,1610612750,2003-12-15,1900-01-01 19:00:00,1900-01-01 19:00:00,333,17234.0,0
6756,20300334,2410,1610612754,Fred,Jones,16,2,4,0.5,1,3,0.333,2,2,1.0,0,1,3,2,0,1,0,7,H,W,2003,1610612739,0,0,0,0,2,4,0,0,16,0,6,0,0,0,1,15.75,2.25,6.75,0,0,fred-jones-1,125,3525,,,,5.6,333,20300334,22003,136,1610612754,1610612739,2003-12-15,1900-01-01 19:00:00,1900-01-01 19:00:00,334,14951.0,0
6757,20300334,2430,1610612739,Carlos,Boozer,41,6,13,0.462,0,2,0,1,2,0.5,0,5,4,2,4,4,2,13,A,L,2003,1610612754,0,0,0,0,6,3,0,0,41,0,-13,1,2,0,5,11.41463415,4.390243902,3.512195122,3.512195122,0.87804878,carlos-boozer-1,101,2615,,,,10.8,333,20300334,22003,136,1610612754,1610612739,2003-12-15,1900-01-01 19:00:00,1900-01-01 19:00:00,334,14951.0,0
6774,20300335,2437,1610612761,Lonny,Baxter,14,2,2,1,0,0,0,2,2,1.0,3,7,1,6,0,2,1,6,A,L,2003,1610612742,0,0,0,0,4,0,0,0,14,0,-6,0,0,3,10,15.42857143,25.71428571,2.571428571,0,0,lonny-baxter-1,138,3367,,,,6.6,334,20300335,22003,193,1610612742,1610612761,2003-12-15,1900-01-01 20:30:00,1900-01-01 19:30:00,335,19846.0,0
6788,20300336,1938,1610612759,Manu,Ginobili,35,2,10,0.2,0,3,0,3,4,0.75,1,6,8,1,3,3,0,7,H,W,2003,1610612763,0,0,0,0,4,5,0,0,35,0,19,2,1,0,7,7.2,7.2,8.228571429,3.085714286,2.057142857,manu-ginobili-1,,,144,4341,4,8.1,335,20300336,22003,199,1610612759,1610612763,2003-12-15,1900-01-01 20:30:00,1900-01-01 19:30:00,336,14524.0,0
6797,20300336,2484,1610612759,Devin,Brown,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,H,W,2003,1610612763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,36.0,0,0,0,devin-brown-1,105,3360,,,,0.3,335,20300336,22003,199,1610612759,1610612763,2003-12-15,1900-01-01 20:30:00,1900-01-01 19:30:00,336,14524.0,0
6816,20300337,2060,1610612746,Marko,Jaric,35,6,9,0.667,2,2,1,5,6,0.833,1,2,8,3,4,4,1,19,H,W,2003,1610612740,0,0,0,0,4,0,0,0,35,3,30,0,6,5,3,19.54285714,3.085714286,8.228571429,4.114285714,0,marko-jaric-1,,,160,4395,4,21.1,336,20300337,22003,137,1610612746,1610612740,2003-12-15,1900-01-01 22:30:00,1900-01-01 19:30:00,337,11961.0,0
6818,20300337,2404,1610612746,Chris,Wilcox,3,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,H,W,2003,1610612740,0,0,0,0,0,0,0,0,2,54,-3,0,0,0,0,0.0,0.0,0,0,0,chris-wilcox-1,70,1162,,,,-0.8,336,20300337,22003,137,1610612746,1610612740,2003-12-15,1900-01-01 22:30:00,1900-01-01 19:30:00,337,11961.0,0
6819,20300337,2408,1610612746,Melvin,Ely,17,3,4,0.75,0,0,0,0,0,0.0,1,1,0,1,0,0,0,6,H,W,2003,1610612740,0,0,0,0,6,0,0,0,17,7,-3,0,0,0,2,12.70588235,4.235294118,0,0,0,melvin-ely-1,124,4030,,,,5,336,20300337,22003,137,1610612746,1610612740,2003-12-15,1900-01-01 22:30:00,1900-01-01 19:30:00,337,11961.0,0
6837,20300338,2407,1610612764,Jared,Jeffries,38,5,11,0.455,0,0,0,1,1,1.0,5,6,2,1,1,1,0,11,H,W,2003,1610612762,0,0,0,0,10,2,0,1,38,0,-2,0,2,6,11,10.42105263,10.42105263,1.894736842,0.947368421,0,jared-jeffries-1,70,2282,,,,11.6,337,20300338,22003,77,1610612764,1610612762,2003-12-16,1900-01-01 19:00:00,1900-01-01 19:00:00,338,12097.0,0
6838,20300338,2413,1610612764,Juan,Dixon,15,0,6,0,0,3,0,0,0,0.0,0,0,0,1,0,0,0,0,H,W,2003,1610612762,0,0,0,0,0,0,0,0,15,0,-2,0,0,0,0,0.0,0.0,0,0,0,juan-dixon-1,141,4004,,,,-4.6,337,20300338,22003,77,1610612764,1610612762,2003-12-16,1900-01-01 19:00:00,1900-01-01 19:00:00,338,12097.0,0
6859,20300339,2399,1610612744,Mike,Dunleavy,25,4,8,0.5,1,4,0.25,1,1,1.0,1,8,4,4,2,1,0,10,A,W,2003,1610612752,0,0,0,0,4,5,0,0,25,0,10,0,2,0,9,14.4,12.96,5.76,2.88,0,mike-dunleavy-1,111,3762,,,,11.3,338,20300339,22003,30,1610612752,1610612744,2003-12-16,1900-01-01 19:30:00,1900-01-01 19:30:00,339,16677.0,0
