"","field1","Game_id","Person_id","Team_id","First_Name","Last_Name","minutes","Field_Goals","Field_Goals_Attempted","Field_Goal_Percentage","Three_Pointers","Three_Pointers_Attempted","Three_Point_Percentage","Free_Throws","Free_Throws_Attempted","Free_Throw_Percentage","Offensive_Rebounds","Defensive_Rebounds","Assists","Personal_Fouls","Steals","Turnovers","Blocked_Shots","Points","location","outcome","season_id","vs_team_id","league_id","Technical_Fouls","Flagrant_Fouls","Ejections","Points_In_Paint","Fast_Break_Points","Triple_Doubles","Double_Doubles","actual_minutes","actual_seconds","Plus_Minus","Blocks_Against","PTS_OFF_TO","Second_Chance_PTS","Total_Rebounds","points_per_36","rebounds_per_36","assists_per_36","steals_per_36","blocks_per_36","br_url"
"3888",323441,21600042,1627751,1610612761,"Jakob","Poeltl",17,0,3,0,0,0,0,1,2,0.5,1,4,0,3,0,0,2,1,"H","W",2016,1610612743,0,0,0,0,0,0,0,0,17,24,-3,1,0,1,5,2.117647059,10.58823529,0,0,2.117647059,"jakob-poeltl-1"
"3889",323680,21600053,1627879,1610612759,"Nicolas","Laprovittola",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L",2016,1610612762,0,0,0,0,0,0,0,0,0,45,-3,0,0,0,0,0,0,0,0,0,"nicolas-laprovittola-1"
"3890",323724,21600055,1627751,1610612761,"Jakob","Poeltl",17,0,0,0,0,0,0,0,0,0,1,4,0,6,1,1,1,0,"A","W",2016,1610612764,0,0,0,0,0,0,0,0,17,23,8,0,0,0,5,0,10.58823529,0,2.117647059,0,"jakob-poeltl-1"
"3891",324072,21600071,1627751,1610612761,"Jakob","Poeltl",20,1,4,0.25,0,0,0,2,2,1,4,2,0,2,1,1,0,4,"H","W",2016,1610612748,0,0,0,0,2,0,0,0,20,4,6,1,0,2,6,7.2,10.8,0,1.8,1.8,"jakob-poeltl-1"
"3892",324177,21600076,1627773,1610612742,"AJ","Hammons",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L",2016,1610612757,0,0,0,0,0,0,0,0,0,34,-2,0,0,0,0,0,0,0,0,0,"aj-hammons-1"
"3893",324202,21600077,1627879,1610612759,"Nicolas","Laprovittola",18,0,6,0,0,4,0,2,2,1,0,1,1,3,0,3,0,2,"A","W",2016,1610612762,0,0,0,0,0,0,0,0,18,22,-3,0,0,0,1,4,2,2,0,0,"nicolas-laprovittola-1"
"3894",324416,21600086,1627879,1610612759,"Nicolas","Laprovittola",22,4,5,0.8,3,4,0.75,0,0,0,1,1,5,1,0,2,0,11,"H","L",2016,1610612746,0,0,0,0,2,3,0,0,21,56,-7,0,3,2,2,18,3.272727273,8.181818182,0,0,"nicolas-laprovittola-1"
"3895",324474,21600089,1627751,1610612761,"Jakob","Poeltl",18,3,4,0.75,0,0,0,0,0,0,2,2,2,6,0,0,0,6,"H","L",2016,1610612758,0,0,0,0,4,0,0,0,18,26,-7,0,0,2,4,12,8,4,0,0,"jakob-poeltl-1"
"3896",324970,21600112,1627751,1610612761,"Jakob","Poeltl",19,2,4,0.5,0,0,0,0,0,0,2,0,0,3,0,1,1,4,"A","W",2016,1610612760,0,0,0,0,4,0,0,0,19,2,-20,1,0,0,2,7.578947368,3.789473684,0,0,1.894736842,"jakob-poeltl-1"
"3897",325014,21600114,1627879,1610612759,"Nicolas","Laprovittola",14,2,5,0.4,1,2,0.5,0,0,0,0,0,0,0,1,1,0,5,"H","L",2016,1610612745,0,0,0,0,2,2,0,0,14,20,-7,1,2,0,0,12.85714286,0,0,2.571428571,2.571428571,"nicolas-laprovittola-1"
"3898",325058,21600116,1627773,1610612742,"AJ","Hammons",6,3,5,0.6,1,1,1,2,2,1,2,1,0,1,0,0,0,9,"A","L",2016,1610612744,0,0,0,0,2,0,0,0,6,6,-1,0,0,2,3,54,18,0,0,0,"aj-hammons-1"
"3899",325704,21600146,1627773,1610612742,"AJ","Hammons",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"A","L",2016,1610612752,0,0,0,0,0,0,0,0,3,20,3,0,0,0,1,0,12,0,0,0,"aj-hammons-1"
"3900",326450,21600180,1627773,1610612742,"AJ","Hammons",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"H","L",2016,1610612763,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,0,12,0,0,0,"aj-hammons-1"
"3901",326471,21600181,1627751,1610612761,"Jakob","Poeltl",16,2,2,1,0,0,0,2,3,0.667,2,4,0,2,1,0,0,6,"A","W",2016,1610612743,0,0,0,0,4,0,0,0,15,52,-2,0,0,4,6,13.5,13.5,0,2.25,0,"jakob-poeltl-1"
"3902",326496,21600182,1627879,1610612759,"Nicolas","Laprovittola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","W",2016,1610612747,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,"nicolas-laprovittola-1"
"3903",327303,21600220,1627773,1610612742,"AJ","Hammons",3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,"H","L",2016,1610612746,0,0,0,0,0,0,0,0,3,26,9,0,0,0,2,0,24,12,0,0,"aj-hammons-1"
"3904",327463,21600227,1627773,1610612742,"AJ","Hammons",6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"A","L",2016,1610612739,0,0,0,0,0,0,0,0,6,1,1,1,0,0,1,0,6,0,0,6,"aj-hammons-1"
"3905",327752,21600240,1627879,1610612759,"Nicolas","Laprovittola",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","W",2016,1610612764,0,0,0,0,0,0,0,0,1,7,-3,0,0,0,0,0,0,0,0,0,"nicolas-laprovittola-1"
"3906",328041,21600254,1627751,1610612761,"Jakob","Poeltl",4,0,0,0,0,0,0,2,4,0.5,1,0,0,1,0,1,0,2,"H","W",2016,1610612755,0,0,0,0,0,0,0,0,3,34,0,0,2,2,1,18,9,0,0,0,"jakob-poeltl-1"
"3907",328434,21600272,1627879,1610612759,"Nicolas","Laprovittola",19,3,6,0.5,1,3,0.333,0,0,0,0,1,0,2,0,1,0,7,"A","W",2016,1610612742,0,0,0,0,4,2,0,0,18,49,-5,0,0,3,1,13.26315789,1.894736842,0,0,0,"nicolas-laprovittola-1"
"3908",328694,21600284,1627751,1610612761,"Jakob","Poeltl",6,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,"H","W",2016,1610612747,0,0,0,0,0,0,0,0,5,38,7,0,0,0,2,0,12,12,0,0,"jakob-poeltl-1"
"3909",328797,21600289,1627879,1610612759,"Nicolas","Laprovittola",20,2,5,0.4,1,3,0.333,2,2,1,0,1,3,3,2,2,0,7,"H","W",2016,1610612764,0,0,0,0,2,2,0,0,20,14,-9,0,7,0,1,12.6,1.8,5.4,3.6,0,"nicolas-laprovittola-1"
"3910",328883,21600293,1627751,1610612761,"Jakob","Poeltl",4,1,2,0.5,0,0,0,0,1,0,1,0,0,0,1,0,1,2,"H","W",2016,1610612737,0,0,0,0,2,2,0,0,4,10,6,0,2,0,1,18,9,0,9,0,"jakob-poeltl-1"
"3911",328949,21600296,1627773,1610612742,"AJ","Hammons",2,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"H","W",2016,1610612741,0,0,0,0,0,0,0,0,2,11,5,1,0,2,1,36,18,0,0,18,"aj-hammons-1"
"3912",329221,21600309,1627879,1610612759,"Nicolas","Laprovittola",9,1,3,0.333,1,2,0.5,0,0,0,0,0,5,2,0,1,0,3,"A","W",2016,1610612749,0,0,0,0,0,0,0,0,8,44,9,0,0,0,0,12,0,20,0,0,"nicolas-laprovittola-1"
"3913",329425,21600319,1627879,1610612759,"Nicolas","Laprovittola",21,4,5,0.8,2,3,0.667,0,0,0,0,0,2,4,0,3,0,10,"A","W",2016,1610612750,0,0,0,0,2,2,0,0,21,5,-15,1,2,0,0,17.14285714,0,3.428571429,0,1.714285714,"nicolas-laprovittola-1"
"3914",329617,21600328,1627773,1610612742,"AJ","Hammons",11,0,2,0,0,0,0,0,2,0,0,5,0,1,0,0,2,0,"H","L",2016,1610612758,0,0,0,0,0,0,0,0,10,47,-10,1,0,0,5,0,16.36363636,0,0,3.272727273,"aj-hammons-1"
"3915",330112,21600352,1627773,1610612742,"AJ","Hammons",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A","L",2016,1610612745,0,0,0,0,0,0,0,0,3,59,-6,0,0,0,1,0,9,0,0,0,"aj-hammons-1"
"3916",330139,21600353,1627879,1610612759,"Nicolas","Laprovittola",12,1,4,0.25,1,2,0.5,0,0,0,0,0,4,0,0,1,1,3,"H","W",2016,1610612751,0,0,0,0,0,0,0,0,12,0,-4,0,3,0,0,9,0,12,0,0,"nicolas-laprovittola-1"
"3917",330327,21600362,1627751,1610612761,"Jakob","Poeltl",3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"H","W",2016,1610612749,0,0,0,0,2,0,0,0,2,36,2,0,0,2,1,24,12,0,0,0,"jakob-poeltl-1"
"3918",330391,21600365,1627773,1610612742,"AJ","Hammons",3,1,2,0.5,1,1,1,0,0,0,0,0,0,1,0,0,0,3,"H","W",2016,1610612743,0,0,0,0,0,0,0,0,3,29,-8,0,0,0,0,36,0,0,0,0,"aj-hammons-1"
"3919",330591,21600374,1627751,1610612761,"Jakob","Poeltl",7,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"A","W",2016,1610612755,0,0,0,0,0,0,0,0,6,52,-7,0,0,0,0,0,0,0,0,0,"jakob-poeltl-1"
"3920",330735,21600381,1627773,1610612742,"AJ","Hammons",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"H","L",2016,1610612765,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,"aj-hammons-1"
"3921",330785,21600383,1627879,1610612759,"Nicolas","Laprovittola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"H","W",2016,1610612738,0,0,0,0,0,0,0,0,0,26,-2,0,0,0,0,0,0,0,0,0,"nicolas-laprovittola-1"
"3922",330870,21600387,1627879,1610612759,"Nicolas","Laprovittola",3,1,1,1,0,0,0,2,2,1,0,0,1,0,0,0,0,4,"A","W",2016,1610612756,0,0,0,0,2,0,0,0,2,50,-2,0,0,0,0,48,0,12,0,0,"nicolas-laprovittola-1"
"3923",331104,21600398,1627773,1610612742,"AJ","Hammons",3,1,1,1,1,1,1,0,0,0,0,1,0,3,0,1,0,3,"A","L",2016,1610612762,0,0,0,0,0,0,0,0,3,7,1,0,0,0,1,36,12,0,0,0,"aj-hammons-1"
"3924",331345,21600409,1627751,1610612761,"Jakob","Poeltl",5,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,"A","W",2016,1610612753,0,0,0,0,0,0,0,0,5,23,-3,0,0,0,2,0,14.4,0,7.2,0,"jakob-poeltl-1"
"3925",331387,21600411,1627773,1610612742,"AJ","Hammons",16,0,4,0,0,1,0,0,2,0,0,3,0,4,0,0,2,0,"H","W",2016,1610612758,0,0,0,0,0,0,0,0,15,52,12,1,0,0,3,0,6.75,0,0,2.25,"aj-hammons-1"
"3926",331415,21600412,1627879,1610612759,"Nicolas","Laprovittola",4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"H","W",2016,1610612740,0,0,0,0,0,0,0,0,4,22,-3,0,0,0,1,0,9,9,0,0,"nicolas-laprovittola-1"
"3927",331522,21600417,1627773,1610612742,"AJ","Hammons",5,2,3,0.667,1,2,0.5,0,0,0,1,0,0,0,0,2,0,5,"A","L",2016,1610612743,0,0,0,0,2,0,0,0,5,20,9,0,3,0,1,36,7.2,0,0,0,"aj-hammons-1"
"3928",331587,21600420,1627751,1610612761,"Jakob","Poeltl",5,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,"H","W",2016,1610612751,0,0,0,0,0,0,0,0,5,3,-5,0,0,0,2,0,14.4,0,0,0,"jakob-poeltl-1"
"3929",332306,21600454,1627879,1610612759,"Nicolas","Laprovittola",2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"A","W",2016,1610612757,0,0,0,0,0,0,0,0,2,18,-1,0,0,0,0,0,0,0,18,0,"nicolas-laprovittola-1"
"3930",332559,21600466,1627773,1610612742,"AJ","Hammons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","L",2016,1610612740,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,"aj-hammons-1"
"3931",333297,21600501,1627773,1610612742,"AJ","Hammons",6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"A","L",2016,1610612744,0,0,0,0,2,2,0,0,6,21,9,0,0,0,0,12,0,0,0,0,"aj-hammons-1"
"3932",333536,21600512,1627751,1610612761,"Jakob","Poeltl",9,1,1,1,0,0,0,2,2,1,1,1,0,2,0,0,0,4,"A","W",2016,1610612747,0,0,0,0,2,0,0,0,8,47,15,0,0,2,2,16,8,0,0,0,"jakob-poeltl-1"
"3933",333799,21600525,1627751,1610612761,"Jakob","Poeltl",26,1,4,0.25,0,0,0,2,4,0.5,6,3,0,2,2,2,0,4,"A","L",2016,1610612759,0,0,0,0,2,0,0,0,25,34,-8,1,0,3,9,5.538461538,12.46153846,0,2.769230769,1.384615385,"jakob-poeltl-1"
"3934",334051,21600537,1627751,1610612761,"Jakob","Poeltl",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"H","W",2016,1610612762,0,0,0,0,0,0,0,0,6,18,-5,0,0,0,1,0,6,0,0,0,"jakob-poeltl-1"
"3935",334396,21600554,1627751,1610612761,"Jakob","Poeltl",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A","L",2016,1610612741,0,0,0,0,0,0,0,0,1,25,5,0,0,0,1,0,36,0,0,0,"jakob-poeltl-1"
"3936",334763,21600572,1627751,1610612761,"Jakob","Poeltl",6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,"H","W",2016,1610612738,0,0,0,0,2,0,0,0,6,28,-8,0,0,0,0,12,0,0,0,0,"jakob-poeltl-1"
"3937",335205,21600592,1627751,1610612761,"Jakob","Poeltl",8,1,2,0.5,0,0,0,2,2,1,1,0,0,3,1,0,0,4,"H","W",2016,1610612751,0,0,0,0,2,0,0,0,8,23,-5,0,0,0,1,18,4.5,0,4.5,0,"jakob-poeltl-1"
"3938",335507,21600606,1627751,1610612761,"Jakob","Poeltl",4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,"H","W",2016,1610612752,0,0,0,0,0,0,0,0,3,56,-14,1,0,0,0,0,0,0,0,9,"jakob-poeltl-1"
"3939",335853,21600622,1627751,1610612761,"Jakob","Poeltl",15,1,1,1,0,0,0,0,0,0,0,2,1,2,0,1,1,2,"A","W",2016,1610612751,0,0,0,0,2,0,0,0,14,49,5,0,0,0,2,4.8,4.8,2.4,0,0,"jakob-poeltl-1"
"3940",335955,21600627,1627751,1610612761,"Jakob","Poeltl",4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"A","L",2016,1610612755,0,0,0,0,0,0,0,0,3,52,-3,0,0,0,1,0,9,0,0,0,"jakob-poeltl-1"
"3941",336276,21600642,1627751,1610612761,"Jakob","Poeltl",9,0,0,0,0,0,0,0,0,0,1,3,0,3,0,1,1,0,"A","L",2016,1610612766,0,0,0,0,0,0,0,0,9,7,-12,0,0,0,4,0,16,0,0,0,"jakob-poeltl-1"
"3942",338155,21600732,1627751,1610612761,"Jakob","Poeltl",9,2,2,1,0,0,0,0,0,0,3,1,0,1,0,0,0,4,"A","L",2016,1610612738,0,0,0,0,4,0,0,0,9,27,-4,0,0,4,4,16,16,0,0,0,"jakob-poeltl-1"
"3943",338852,21600765,1627751,1610612761,"Jakob","Poeltl",7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"A","W",2016,1610612751,0,0,0,0,0,0,0,0,7,20,-5,0,0,0,0,0,0,0,0,0,"jakob-poeltl-1"
"3944",338975,21600771,1627751,1610612761,"Jakob","Poeltl",9,1,2,0.5,0,0,0,1,1,1,1,2,0,2,0,1,0,3,"H","W",2016,1610612746,0,0,0,0,2,0,0,0,9,19,1,0,0,3,3,12,12,0,0,0,"jakob-poeltl-1"
"3945",339386,21600790,1627751,1610612761,"Jakob","Poeltl",16,2,2,1,0,0,0,0,0,0,1,3,1,1,1,0,0,4,"A","L",2016,1610612750,0,0,0,0,4,0,0,0,15,37,3,0,0,0,4,9,9,2.25,2.25,0,"jakob-poeltl-1"
"3946",339977,21600818,1627751,1610612761,"Jakob","Poeltl",20,2,3,0.667,0,0,0,1,2,0.5,2,2,0,2,1,0,0,5,"H","L",2016,1610612765,0,0,0,0,4,0,0,0,19,31,8,1,0,0,4,9,7.2,0,1.8,1.8,"jakob-poeltl-1"
"3947",340245,21600831,1627751,1610612761,"Jakob","Poeltl",18,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,4,"A","L",2016,1610612741,0,0,0,0,4,0,0,0,17,52,-3,0,0,0,1,8,2,2,0,0,"jakob-poeltl-1"
"3948",340374,21600837,1627751,1610612761,"Jakob","Poeltl",12,1,3,0.333,0,0,0,0,0,0,2,4,2,2,0,2,0,2,"H","W",2016,1610612766,0,0,0,0,2,0,0,0,12,0,22,0,0,0,6,6,18,6,0,0,"jakob-poeltl-1"
"3949",341247,21600878,1627751,1610612761,"Jakob","Poeltl",6,0,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,"H","W",2016,1610612757,0,0,0,0,0,0,0,0,5,56,5,1,0,0,1,0,6,0,0,6,"jakob-poeltl-1"
"3950",341328,21600882,1627751,1610612761,"Jakob","Poeltl",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"A","W",2016,1610612752,0,0,0,0,0,0,0,0,0,54,-5,0,0,0,0,0,0,0,0,0,"jakob-poeltl-1"
"3951",341627,21600896,1627751,1610612761,"Jakob","Poeltl",7,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,"H","L",2016,1610612764,0,0,0,0,2,0,0,0,6,47,-4,0,2,0,2,10.28571429,10.28571429,0,0,0,"jakob-poeltl-1"
"3952",342137,21600920,1627751,1610612761,"Jakob","Poeltl",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","L",2016,1610612749,0,0,0,0,0,0,0,0,1,52,-4,0,0,0,0,0,0,0,0,0,"jakob-poeltl-1"
"3953",342824,21600953,1627751,1610612761,"Jakob","Poeltl",8,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,"A","W",2016,1610612740,0,0,0,0,2,0,0,0,8,22,-6,0,0,2,2,9,9,0,0,0,"jakob-poeltl-1"
"3954",343379,21600979,1627751,1610612761,"Jakob","Poeltl",19,3,8,0.375,0,0,0,0,2,0,6,3,0,3,0,0,0,6,"A","L",2016,1610612748,0,0,0,0,6,0,0,0,19,8,3,1,0,4,9,11.36842105,17.05263158,0,0,1.894736842,"jakob-poeltl-1"
"3955",343646,21600992,1627751,1610612761,"Jakob","Poeltl",12,1,1,1,0,0,0,2,2,1,0,2,1,3,2,3,1,4,"H","W",2016,1610612742,0,0,0,0,2,0,0,0,12,22,7,0,0,0,2,12,6,3,6,0,"jakob-poeltl-1"
"3956",344147,21601015,1627751,1610612761,"Jakob","Poeltl",17,2,3,0.667,0,0,0,2,2,1,1,1,0,2,0,0,2,6,"H","L",2016,1610612760,0,0,0,0,4,0,0,0,16,42,-11,0,0,0,2,12.70588235,4.235294118,0,0,0,"jakob-poeltl-1"
"3957",344320,21601023,1627751,1610612761,"Jakob","Poeltl",13,0,2,0,0,0,0,0,0,0,3,3,0,3,0,2,0,0,"A","W",2016,1610612765,0,0,0,0,0,0,0,0,13,5,-6,0,0,0,6,0,16.61538462,0,0,0,"jakob-poeltl-1"
"3958",344677,21601040,1627751,1610612761,"Jakob","Poeltl",23,4,6,0.667,0,0,0,4,4,1,3,4,0,4,1,1,2,12,"H","W",2016,1610612754,0,0,0,0,8,0,0,0,23,23,14,0,4,0,7,18.7826087,10.95652174,0,1.565217391,0,"jakob-poeltl-1"
"3959",344911,21601051,1627751,1610612761,"Jakob","Poeltl",13,0,0,0,0,0,0,0,0,0,3,2,0,3,0,2,0,0,"H","W",2016,1610612741,0,0,0,0,0,0,0,0,13,1,-1,0,0,0,5,0,13.84615385,0,0,0,"jakob-poeltl-1"
"3960",345275,21601068,1627751,1610612761,"Jakob","Poeltl",23,2,4,0.5,0,0,0,0,0,0,3,3,0,4,0,2,0,4,"A","W",2016,1610612748,0,0,0,0,2,0,0,0,23,29,30,2,0,2,6,6.260869565,9.391304348,0,0,3.130434783,"jakob-poeltl-1"
"3961",345613,21601084,1627751,1610612761,"Jakob","Poeltl",18,2,2,1,0,0,0,0,0,0,0,3,0,2,1,1,1,4,"A","W",2016,1610612742,0,0,0,0,4,0,0,0,17,58,7,0,0,2,3,8,6,0,2,0,"jakob-poeltl-1"
"3962",345900,21601097,1627751,1610612761,"Jakob","Poeltl",13,5,6,0.833,0,0,0,2,4,0.5,4,0,0,2,0,2,0,12,"H","W",2016,1610612753,0,0,0,0,10,0,0,0,12,57,-7,1,3,7,4,33.23076923,11.07692308,0,0,2.769230769,"jakob-poeltl-1"
"3963",346246,21601114,1627751,1610612761,"Jakob","Poeltl",6,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,"H","L",2016,1610612766,0,0,0,0,0,0,0,0,6,8,-9,0,0,0,4,0,24,0,0,0,"jakob-poeltl-1"
"3964",346492,21601126,1627751,1610612761,"Jakob","Poeltl",14,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,"H","W",2016,1610612754,0,0,0,0,0,0,0,0,14,15,-1,0,0,0,1,0,2.571428571,0,0,0,"jakob-poeltl-1"
"3965",346907,21601147,1627751,1610612761,"Jakob","Poeltl",20,5,6,0.833,0,0,0,2,4,0.5,3,2,0,5,2,1,2,12,"H","W",2016,1610612755,0,0,0,0,10,0,0,0,19,57,-3,0,2,2,5,21.6,9,0,3.6,0,"jakob-poeltl-1"
"3966",347121,21601157,1627751,1610612761,"Jakob","Poeltl",12,3,3,1,0,0,0,2,3,0.667,1,2,0,0,1,0,2,8,"A","L",2016,1610612754,0,0,0,0,6,2,0,0,11,51,-5,0,4,2,3,24,9,0,3,0,"jakob-poeltl-1"
"3967",347244,21601163,1627773,1610612742,"AJ","Hammons",26,3,6,0.5,1,3,0.333,2,2,1,1,5,0,4,1,2,3,9,"A","L",2016,1610612758,0,0,0,0,2,0,0,0,26,23,-6,0,2,0,6,12.46153846,8.307692308,0,1.384615385,0,"aj-hammons-1"
"3968",347311,21601166,1627751,1610612761,"Jakob","Poeltl",13,2,4,0.5,0,0,0,0,0,0,0,1,0,2,0,0,0,4,"A","W",2016,1610612765,0,0,0,0,4,2,0,0,12,53,0,0,0,0,1,11.07692308,2.769230769,0,0,0,"jakob-poeltl-1"
"3969",347606,21601180,1627751,1610612761,"Jakob","Poeltl",3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,"H","W",2016,1610612748,0,0,0,0,0,0,0,0,3,29,-4,0,0,0,1,0,12,0,0,0,"jakob-poeltl-1"
"3970",347665,21601183,1627773,1610612742,"AJ","Hammons",21,0,2,0,0,0,0,0,0,0,2,5,1,3,0,2,1,0,"H","L",2016,1610612759,0,0,0,0,0,0,0,0,21,19,-26,0,0,0,7,0,12,1.714285714,0,0,"aj-hammons-1"
"3971",347943,21601196,1627751,1610612761,"Jakob","Poeltl",14,4,4,1,0,0,0,0,0,0,1,6,0,2,0,1,0,8,"A","W",2016,1610612752,0,0,0,0,8,2,0,0,14,15,16,0,0,2,7,20.57142857,18,0,0,0,"jakob-poeltl-1"
"3972",348004,21601199,1627773,1610612742,"AJ","Hammons",19,2,7,0.286,0,1,0,1,2,0.5,0,1,0,2,0,1,1,5,"A","L",2016,1610612756,0,0,0,0,2,0,0,0,18,57,-8,1,0,1,1,9.473684211,1.894736842,0,0,1.894736842,"aj-hammons-1"
"3973",348321,21601214,1627773,1610612742,"AJ","Hammons",8,0,1,0,0,0,0,1,2,0.5,0,1,1,0,0,1,0,1,"H","L",2016,1610612743,0,0,0,0,0,0,0,0,7,53,-6,0,1,0,1,4.5,4.5,4.5,0,0,"aj-hammons-1"
"3974",348405,21601218,204002,1610612739,"Edy","Tavares",24,3,4,0.75,0,0,0,0,1,0,4,6,1,3,0,2,6,6,"H","L",2016,1610612761,0,0,0,0,6,0,0,0,24,0,4,0,2,4,10,9,15,1.5,0,0,"edy-tavares-1"
"3975",348408,21601218,1627751,1610612761,"Jakob","Poeltl",23,3,3,1,0,0,0,1,2,0.5,2,3,2,5,0,0,1,7,"A","W",2016,1610612739,0,0,0,0,6,0,0,0,22,53,-3,0,0,4,5,10.95652174,7.826086957,3.130434783,0,0,"jakob-poeltl-1"
"3976",348514,21601223,1627773,1610612742,"AJ","Hammons",12,3,4,0.75,0,0,0,3,4,0.75,0,1,0,2,0,1,2,9,"A","W",2016,1610612763,0,0,0,0,0,0,0,0,12,0,11,0,0,2,1,27,3,0,0,0,"aj-hammons-1"
"3977",348744,21700004,1628388,1610612754,"TJ","Leaf",10,0,1,0,0,1,0,0,0,0,0,2,1,3,0,0,1,0,"H","W",2017,1610612751,0,0,0,0,0,0,0,0,9,31,-3,0,0,0,2,0,7.2,3.6,0,0,"tj-leaf-1"
"3978",349053,21700018,1628388,1610612754,"TJ","Leaf",19,7,11,0.636,2,3,0.667,1,1,1,1,3,1,2,0,0,0,17,"H","L",2017,1610612757,0,0,0,0,8,0,0,0,19,27,-1,1,3,2,4,32.21052632,7.578947368,1.894736842,0,1.894736842,"tj-leaf-1"
"3979",349296,21700029,1628388,1610612754,"TJ","Leaf",17,2,3,0.667,1,2,0.5,0,0,0,0,3,0,1,0,1,0,5,"A","L",2017,1610612748,0,0,0,0,2,0,0,0,16,51,2,0,0,0,3,10.58823529,6.352941176,0,0,0,"tj-leaf-1"
"3980",349797,21700052,1628388,1610612754,"TJ","Leaf",19,5,10,0.5,1,2,0.5,0,0,0,1,1,0,2,0,0,0,11,"A","W",2017,1610612750,0,0,0,0,6,0,0,0,19,17,2,1,4,2,2,20.84210526,3.789473684,0,0,1.894736842,"tj-leaf-1"
"3981",349967,21700060,1628388,1610612754,"TJ","Leaf",19,1,4,0.25,0,1,0,0,1,0,1,2,1,1,1,0,0,2,"A","L",2017,1610612760,0,0,0,0,2,0,0,0,19,22,-4,0,0,2,3,3.789473684,5.684210526,1.894736842,1.894736842,0,"tj-leaf-1"
"3982",350520,21700086,1628388,1610612754,"TJ","Leaf",11,0,1,0,0,0,0,1,2,0.5,0,2,0,2,1,1,0,1,"H","W",2017,1610612759,0,0,0,0,0,0,0,0,11,22,-9,0,0,0,2,3.272727273,6.545454545,0,3.272727273,0,"tj-leaf-1"
"3983",350855,21700101,1628388,1610612754,"TJ","Leaf",21,3,8,0.375,1,2,0.5,0,1,0,2,2,2,4,0,1,0,7,"H","W",2017,1610612758,0,0,0,0,4,2,0,0,20,36,-4,0,2,0,4,12,6.857142857,3.428571429,0,0,"tj-leaf-1"
"3984",350967,21700106,1628388,1610612754,"TJ","Leaf",13,2,3,0.667,1,1,1,0,0,0,1,1,0,2,0,0,0,5,"A","W",2017,1610612739,0,0,0,0,2,0,0,0,12,48,3,0,0,2,2,13.84615385,5.538461538,0,0,0,"tj-leaf-1"
"3985",351297,21700121,1628388,1610612754,"TJ","Leaf",6,1,2,0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,2,"A","L",2017,1610612755,0,0,0,0,2,2,0,0,5,35,15,1,0,0,1,12,6,0,6,6,"tj-leaf-1"
