"","field1","Game_id","Person_id","Team_id","First_Name","Last_Name","minutes","Field_Goals","Field_Goals_Attempted","Field_Goal_Percentage","Three_Pointers","Three_Pointers_Attempted","Three_Point_Percentage","Free_Throws","Free_Throws_Attempted","Free_Throw_Percentage","Offensive_Rebounds","Defensive_Rebounds","Assists","Personal_Fouls","Steals","Turnovers","Blocked_Shots","Points","location","outcome","season_id","vs_team_id","league_id","Technical_Fouls","Flagrant_Fouls","Ejections","Points_In_Paint","Fast_Break_Points","Triple_Doubles","Double_Doubles","actual_minutes","actual_seconds","Plus_Minus","Blocks_Against","PTS_OFF_TO","Second_Chance_PTS","Total_Rebounds","points_per_36","rebounds_per_36","assists_per_36","steals_per_36","blocks_per_36","br_url"
"461",4876,20300239,2405,1610612756,"Amar'e","Stoudemire",32,5,14,0.357,0,0,0,1,2,0.5,3,4,2,3,0,2,1,11,"H","L",2003,1610612754,0,0,0,0,6,0,0,0,32,19,-8,4,4,4,7,12.375,7.875,2.25,0,4.5,"amar'e-stoudemire-1"
"462",4877,20300239,2410,1610612754,"Fred","Jones",18,1,6,0.167,1,4,0.25,0,0,0,0,1,2,0,2,1,0,3,"A","W",2003,1610612756,0,0,0,0,0,0,0,0,18,6,-10,1,0,0,1,6,2,4,4,2,"fred-jones-1"
"463",4878,20300239,2418,1610612756,"Casey","Jacobsen",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"H","L",2003,1610612754,0,0,0,0,0,0,0,0,4,1,-2,0,0,0,1,0,9,0,0,0,"casey-jacobsen-1"
"464",4889,20300240,1938,1610612759,"Manu","Ginobili",41,2,12,0.167,1,3,0.333,2,2,1,0,5,5,5,1,3,0,7,"A","L",2003,1610612746,0,0,0,0,2,0,0,0,40,35,-2,0,2,0,5,6.146341463,4.390243902,4.390243902,0.87804878,0,"manu-ginobili-1"
"465",4892,20300240,2060,1610612746,"Marko","Jaric",28,3,8,0.375,1,1,1,6,8,0.75,0,5,3,1,3,2,1,13,"H","W",2003,1610612759,0,0,0,0,4,5,0,0,27,31,16,0,7,3,5,16.71428571,6.428571429,3.857142857,3.857142857,0,"marko-jaric-1"
"466",4897,20300240,2408,1610612746,"Melvin","Ely",22,4,9,0.444,0,0,0,0,0,0,3,4,1,3,1,1,0,8,"H","W",2003,1610612759,0,0,0,0,8,0,0,0,21,58,-4,0,0,2,7,13.09090909,11.45454545,1.636363636,1.636363636,0,"melvin-ely-1"
"467",4914,20300241,2422,1610612755,"John","Salmons",25,1,5,0.2,1,3,0.333,0,0,0,2,5,2,1,1,1,0,3,"H","L",2003,1610612761,0,0,0,0,0,0,0,0,25,0,-11,0,0,0,7,4.32,10.08,2.88,1.44,0,"john-salmons-1"
"468",4915,20300241,2437,1610612761,"Lonny","Baxter",13,1,4,0.25,0,0,0,1,2,0.5,0,7,1,5,1,2,1,3,"A","W",2003,1610612755,0,0,0,0,2,0,0,0,13,4,5,0,0,0,7,8.307692308,19.38461538,2.769230769,2.769230769,0,"lonny-baxter-1"
"469",4931,20300242,1921,1610612753,"Gordan","Giricek",45,9,20,0.45,3,7,0.429,4,4,1,0,4,2,5,1,1,1,25,"H","L",2003,1610612740,0,0,0,0,0,2,0,0,44,50,-1,0,3,0,4,20,3.2,1.6,0.8,0,"gordan-giricek-1"
"470",4935,20300242,2400,1610612753,"Drew","Gooden",28,4,13,0.308,0,0,0,3,5,0.6,5,9,1,0,0,0,1,11,"H","L",2003,1610612740,0,0,0,0,4,0,0,1,27,38,-8,0,0,4,14,14.14285714,18,1.285714286,0,0,"drew-gooden-1"
"471",4952,20300243,2409,1610612749,"Marcus","Haislip",24,3,6,0.5,0,0,0,2,4,0.5,0,3,0,5,0,0,2,8,"A","W",2003,1610612737,0,0,0,0,6,0,0,0,23,38,12,0,3,0,3,12,4.5,0,0,0,"marcus-haislip-1"
"472",4953,20300243,2429,1610612749,"Dan","Gadzuric",20,6,6,1,0,0,0,3,3,1,2,4,0,5,0,0,3,15,"A","W",2003,1610612737,0,0,0,0,12,2,0,0,20,1,4,0,2,2,6,27,10.8,0,0,0,"dan-gadzuric-1"
"473",4972,20300244,2407,1610612764,"Jared","Jeffries",22,1,3,0.333,0,1,0,2,3,0.667,1,3,1,3,2,0,0,4,"A","L",2003,1610612742,0,0,0,0,2,0,0,0,22,6,-11,0,0,0,4,6.545454545,6.545454545,1.636363636,3.272727273,0,"jared-jeffries-1"
"474",4973,20300244,2413,1610612764,"Juan","Dixon",22,1,12,0.083,1,8,0.125,3,4,0.75,1,2,1,1,1,1,0,6,"A","L",2003,1610612742,0,0,0,0,0,3,0,0,21,35,-8,1,5,0,3,9.818181818,4.909090909,1.636363636,1.636363636,1.636363636,"juan-dixon-1"
"475",4993,20300245,2403,1610612743,"Nene","Hilario",40,8,15,0.533,0,0,0,5,9,0.556,3,10,1,2,2,4,1,21,"H","W",2003,1610612739,0,0,0,0,14,4,0,1,40,16,9,2,8,4,13,18.9,11.7,0.9,1.8,1.8,"nene-hilario-1"
"476",4994,20300245,2430,1610612739,"Carlos","Boozer",31,6,10,0.6,0,0,0,1,1,1,1,2,1,5,0,1,1,13,"A","L",2003,1610612743,0,0,0,0,8,2,0,0,30,32,-12,2,2,0,3,15.09677419,3.483870968,1.161290323,0,2.322580645,"carlos-boozer-1"
"477",5017,20300246,2412,1610612738,"Jiri","Welsch",26,4,7,0.571,0,1,0,0,0,0,0,3,5,1,0,0,0,8,"A","L",2003,1610612761,0,0,0,0,6,4,0,0,26,18,6,1,2,2,3,11.07692308,4.153846154,6.923076923,0,1.384615385,"jiri-welsch-1"
"478",5018,20300246,2437,1610612761,"Lonny","Baxter",18,2,8,0.25,0,0,0,1,4,0.25,4,5,0,1,2,2,0,5,"H","W",2003,1610612738,0,0,0,0,4,0,0,0,17,42,8,2,0,3,9,10,18,0,4,4,"lonny-baxter-1"
"479",5054,20300248,2246,1610612765,"Mehmet","Okur",28,5,11,0.455,0,0,0,7,8,0.875,6,6,0,0,1,2,5,17,"H","W",2003,1610612748,0,0,0,0,8,0,0,1,28,29,17,1,6,7,12,21.85714286,15.42857143,0,1.285714286,1.285714286,"mehmet-okur-1"
"480",5056,20300248,2419,1610612765,"Tayshaun","Prince",37,4,10,0.4,0,2,0,5,5,1,0,11,3,0,0,0,2,13,"H","W",2003,1610612748,0,0,0,0,6,5,0,1,36,55,19,0,2,0,11,12.64864865,10.7027027,2.918918919,0,0,"tayshaun-prince-1"
"481",5073,20300249,1921,1610612753,"Gordan","Giricek",32,2,13,0.154,1,4,0.25,0,0,0,1,0,8,4,0,2,0,5,"A","L",2003,1610612740,0,0,0,0,0,0,0,0,31,48,-22,2,0,0,1,5.625,1.125,9,0,2.25,"gordan-giricek-1"
"482",5077,20300249,2400,1610612753,"Drew","Gooden",35,8,11,0.727,0,0,0,0,2,0,4,8,1,4,2,3,1,16,"A","L",2003,1610612740,0,1,0,0,8,2,0,1,35,6,-6,0,2,2,12,16.45714286,12.34285714,1.028571429,2.057142857,0,"drew-gooden-1"
"483",5094,20300250,2397,1610612745,"Ming","Yao",48,6,12,0.5,0,0,0,8,10,0.8,3,5,2,5,1,6,0,20,"H","W",2003,1610612762,0,0,0,0,6,3,0,0,48,14,11,4,4,6,8,15,6,1.5,0.75,3,"ming-yao-1"
"484",5095,20300250,2411,1610612745,"Bostjan","Nachbar",16,2,6,0.333,1,3,0.333,0,0,0,1,0,0,5,1,1,1,5,"H","W",2003,1610612762,0,0,0,0,2,0,0,0,15,41,-15,0,0,2,1,11.25,2.25,0,2.25,0,"bostjan-nachbar-1"
"485",5112,20300251,1938,1610612759,"Manu","Ginobili",37,4,11,0.364,2,5,0.4,3,4,0.75,1,4,4,3,1,6,2,13,"H","L",2003,1610612747,0,0,0,0,2,0,0,0,36,35,0,1,0,1,5,12.64864865,4.864864865,3.891891892,0.972972973,0.972972973,"manu-ginobili-1"
"486",5133,20300252,2405,1610612756,"Amar'e","Stoudemire",36,7,16,0.438,0,0,0,0,0,0,1,3,1,4,1,3,1,14,"H","L",2003,1610612750,0,0,0,0,12,4,0,0,36,3,-6,2,4,2,4,14,4,1,1,2,"amar'e-stoudemire-1"
"487",5134,20300252,2418,1610612756,"Casey","Jacobsen",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"H","L",2003,1610612750,0,0,0,0,0,0,0,0,4,41,-2,0,0,0,1,0,7.2,0,0,0,"casey-jacobsen-1"
"488",5152,20300253,2410,1610612754,"Fred","Jones",9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,"A","L",2003,1610612757,0,0,0,0,0,0,0,0,8,42,6,0,0,0,1,0,4,12,0,0,"fred-jones-1"
"489",5153,20300253,2417,1610612757,"Qyntel","Woods",14,2,6,0.333,0,0,0,0,0,0,1,1,1,1,0,1,1,4,"H","W",2003,1610612754,0,0,0,0,2,0,0,0,14,27,-6,0,0,0,2,10.28571429,5.142857143,2.571428571,0,0,"qyntel-woods-1"
"490",5172,20300254,2421,1610612752,"Frank","Williams",4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"A","L",2003,1610612760,0,0,0,0,0,0,0,0,4,13,-9,0,0,0,0,0,0,0,0,0,"frank-williams-1"
"491",5173,20300254,2436,1610612760,"Ronald","Murray",20,2,7,0.286,0,1,0,2,2,1,0,2,2,3,1,2,0,6,"H","W",2003,1610612752,0,0,0,0,4,0,0,0,19,59,4,1,4,2,2,10.8,3.6,3.6,1.8,1.8,"ronald-murray-1"
"492",5188,20300255,2060,1610612746,"Marko","Jaric",22,2,6,0.333,0,1,0,0,0,0,0,3,2,1,3,2,0,4,"H","W",2003,1610612739,0,0,0,0,2,2,0,0,21,36,-11,0,2,0,3,6.545454545,4.909090909,3.272727273,4.909090909,0,"marko-jaric-1"
"493",5190,20300255,2408,1610612746,"Melvin","Ely",21,1,7,0.143,0,0,0,0,0,0,0,3,2,4,0,0,0,2,"H","W",2003,1610612739,0,0,0,0,2,0,0,0,20,50,8,0,0,0,3,3.428571429,5.142857143,3.428571429,0,0,"melvin-ely-1"
"494",5191,20300255,2430,1610612739,"Carlos","Boozer",39,7,12,0.583,0,0,0,0,0,0,5,16,2,4,1,2,0,14,"A","L",2003,1610612746,0,0,0,0,10,0,0,1,38,51,0,0,2,6,21,12.92307692,19.38461538,1.846153846,0.923076923,0,"carlos-boozer-1"
"495",5209,20300256,2253,1610612744,"Sean","Lampley",18,7,9,0.778,0,0,0,0,2,0,1,0,0,0,0,1,0,14,"H","L",2003,1610612743,0,0,0,0,10,0,0,0,17,36,6,1,0,2,1,28,2,0,0,2,"sean-lampley-1"
"496",5211,20300256,2399,1610612744,"Mike","Dunleavy",21,1,6,0.167,0,1,0,0,0,0,3,2,2,4,1,0,0,2,"H","L",2003,1610612743,0,0,0,0,2,2,0,0,20,35,-20,1,2,0,5,3.428571429,8.571428571,3.428571429,1.714285714,1.714285714,"mike-dunleavy-1"
"497",5212,20300256,2403,1610612743,"Nene","Hilario",38,7,9,0.778,0,0,0,4,6,0.667,2,7,2,3,1,3,1,18,"A","W",2003,1610612744,0,0,0,0,14,0,0,0,38,24,7,0,4,0,9,17.05263158,8.526315789,1.894736842,0.947368421,0,"nene-hilario-1"
"498",5229,20300257,2422,1610612755,"John","Salmons",20,2,7,0.286,1,3,0.333,2,2,1,0,1,1,3,0,1,0,7,"H","W",2003,1610612741,0,0,0,0,2,2,0,0,20,15,4,1,2,2,1,12.6,1.8,1.8,0,1.8,"john-salmons-1"
"499",5230,20300257,2423,1610612741,"Chris","Jefferies",5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"A","L",2003,1610612755,0,0,0,0,0,0,0,0,5,5,6,0,0,0,1,0,7.2,7.2,0,0,"chris-jefferies-1"
"500",5251,20300258,2416,1610612747,"Kareem","Rush",3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"A","W",2003,1610612742,0,0,0,0,0,0,0,0,3,17,-1,0,0,0,0,0,0,0,12,0,"kareem-rush-1"
"501",5270,20300259,2437,1610612761,"Lonny","Baxter",15,1,3,0.333,0,0,0,1,2,0.5,0,1,0,2,0,1,2,3,"H","W",2003,1610612737,0,0,0,0,2,0,0,0,15,13,-3,0,2,0,1,7.2,2.4,0,0,0,"lonny-baxter-1"
"502",5289,20300260,2405,1610612756,"Amar'e","Stoudemire",17,1,6,0.167,0,0,0,3,4,0.75,1,5,0,1,0,1,1,5,"A","W",2003,1610612738,0,0,0,0,2,0,0,0,16,59,-24,1,0,2,6,10.58823529,12.70588235,0,0,2.117647059,"amar'e-stoudemire-1"
"503",5290,20300260,2412,1610612738,"Jiri","Welsch",36,4,12,0.333,1,5,0.2,0,0,0,0,6,5,1,3,2,0,9,"H","L",2003,1610612756,0,0,0,0,4,4,0,0,36,7,-5,1,4,2,6,9,6,5,3,1,"jiri-welsch-1"
"504",5291,20300260,2418,1610612756,"Casey","Jacobsen",14,3,5,0.6,2,4,0.5,2,2,1,0,2,1,4,3,0,0,10,"A","W",2003,1610612738,0,0,0,0,2,4,0,0,14,0,13,0,2,0,2,25.71428571,5.142857143,2.571428571,7.714285714,0,"casey-jacobsen-1"
"505",5310,20300261,2409,1610612749,"Marcus","Haislip",19,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,"A","L",2003,1610612751,0,0,0,0,0,0,0,0,19,8,-8,1,0,0,2,0,3.789473684,0,0,1.894736842,"marcus-haislip-1"
"506",5311,20300261,2429,1610612749,"Dan","Gadzuric",21,5,9,0.556,0,0,0,0,0,0,3,3,0,1,0,1,6,10,"A","L",2003,1610612751,0,0,0,0,10,2,0,0,21,5,1,0,0,4,6,17.14285714,10.28571429,0,0,0,"dan-gadzuric-1"
"507",5328,20300262,2422,1610612755,"John","Salmons",16,1,2,0.5,0,0,0,1,2,0.5,0,2,1,2,1,0,0,3,"A","W",2003,1610612748,0,0,0,0,2,2,0,0,16,22,-2,0,2,0,2,6.75,4.5,2.25,2.25,0,"john-salmons-1"
"508",5343,20300263,1921,1610612753,"Gordan","Giricek",43,2,6,0.333,0,2,0,3,5,0.6,0,2,4,4,2,1,0,7,"H","L",2003,1610612759,0,0,0,0,2,0,0,0,42,44,1,1,0,1,2,5.860465116,1.674418605,3.348837209,1.674418605,0.837209302,"gordan-giricek-1"
"509",5344,20300263,1938,1610612759,"Manu","Ginobili",31,0,3,0,0,0,0,2,6,0.333,1,1,3,3,3,2,0,2,"A","W",2003,1610612753,0,0,0,0,0,0,0,0,30,40,1,2,0,0,2,2.322580645,2.322580645,3.483870968,3.483870968,2.322580645,"manu-ginobili-1"
"510",5350,20300263,2400,1610612753,"Drew","Gooden",35,9,15,0.6,0,1,0,5,8,0.625,7,8,1,3,2,0,2,23,"H","L",2003,1610612759,0,0,0,0,10,4,0,1,35,25,-21,0,4,6,15,23.65714286,15.42857143,1.028571429,2.057142857,0,"drew-gooden-1"
"511",5369,20300264,2397,1610612745,"Ming","Yao",33,5,7,0.714,0,0,0,5,6,0.833,2,8,2,1,0,2,1,15,"A","W",2003,1610612740,0,1,0,0,6,0,0,1,33,6,11,1,0,3,10,16.36363636,10.90909091,2.181818182,0,1.090909091,"ming-yao-1"
"512",5387,20300265,2407,1610612764,"Jared","Jeffries",20,1,6,0.167,0,0,0,0,0,0,5,2,1,3,0,1,1,2,"A","L",2003,1610612763,0,0,0,0,2,0,0,0,20,26,-3,2,0,0,7,3.6,12.6,1.8,0,3.6,"jared-jeffries-1"
"513",5388,20300265,2413,1610612764,"Juan","Dixon",21,5,10,0.5,1,3,0.333,0,0,0,0,2,3,2,4,1,0,11,"A","L",2003,1610612763,0,0,0,0,8,4,0,0,20,56,-12,1,5,3,2,18.85714286,3.428571429,5.142857143,6.857142857,1.714285714,"juan-dixon-1"
"514",5406,20300266,2253,1610612744,"Sean","Lampley",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","L",2003,1610612743,0,0,0,0,0,0,0,0,1,46,-4,0,0,0,0,0,0,18,0,0,"sean-lampley-1"
"515",5408,20300266,2399,1610612744,"Mike","Dunleavy",19,7,10,0.7,3,4,0.75,2,4,0.5,4,2,1,3,0,1,0,19,"A","L",2003,1610612743,0,0,0,0,8,2,0,0,18,36,-2,0,0,9,6,36,11.36842105,1.894736842,0,0,"mike-dunleavy-1"
"516",5409,20300266,2401,1610612743,"Nikoloz","Tskitishvili",6,1,4,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,2,"H","W",2003,1610612744,0,0,0,0,0,0,0,0,5,59,-2,1,0,0,1,12,6,0,0,6,"nikoloz-tskitishvili-1"
"517",5410,20300266,2403,1610612743,"Nene","Hilario",38,6,12,0.5,0,0,0,0,0,0,1,6,2,5,2,3,0,12,"H","W",2003,1610612744,0,0,1,0,6,2,0,0,37,34,16,1,0,0,7,11.36842105,6.631578947,1.894736842,1.894736842,0.947368421,"nene-hilario-1"
"518",5425,20300267,2060,1610612746,"Marko","Jaric",29,1,4,0.25,1,4,0.25,0,0,0,0,3,3,2,0,1,2,3,"A","L",2003,1610612762,0,0,0,0,0,0,0,0,29,19,-2,0,0,0,3,3.724137931,3.724137931,3.724137931,0,0,"marko-jaric-1"
"519",5429,20300267,2408,1610612746,"Melvin","Ely",5,0,0,0,0,0,0,2,4,0.5,1,0,0,0,0,0,0,2,"A","L",2003,1610612762,0,0,0,0,0,0,0,0,4,41,4,0,0,1,1,14.4,7.2,0,0,0,"melvin-ely-1"
"520",5450,20300268,2417,1610612757,"Qyntel","Woods",5,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,"H","W",2003,1610612752,0,0,0,0,0,0,0,0,4,46,9,1,0,0,0,0,0,14.4,7.2,7.2,"qyntel-woods-1"
"521",5451,20300268,2421,1610612752,"Frank","Williams",9,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,2,"A","L",2003,1610612757,0,0,0,0,2,0,0,0,8,57,-6,0,0,0,0,8,0,0,0,0,"frank-williams-1"
"522",5484,20300270,2410,1610612754,"Fred","Jones",13,1,3,0.333,0,1,0,0,0,0,0,0,2,0,0,1,0,2,"A","W",2003,1610612760,0,0,0,0,2,0,0,0,13,18,-11,0,0,0,0,5.538461538,0,5.538461538,0,0,"fred-jones-1"
"523",5485,20300270,2436,1610612760,"Ronald","Murray",27,6,16,0.375,1,4,0.25,7,8,0.875,0,0,3,1,3,1,0,20,"H","L",2003,1610612754,0,0,0,0,10,11,0,0,27,19,5,1,5,0,0,26.66666667,0,4,4,1.333333333,"ronald-murray-1"
"524",5505,20300271,2418,1610612756,"Casey","Jacobsen",31,0,4,0,0,2,0,1,2,0.5,1,5,1,1,0,0,0,1,"A","L",2003,1610612751,0,0,0,0,0,0,0,0,31,5,-5,0,0,0,6,1.161290323,6.967741935,1.161290323,0,0,"casey-jacobsen-1"
"525",5519,20300272,1938,1610612759,"Manu","Ginobili",34,3,8,0.375,1,4,0.25,4,4,1,0,3,4,3,1,3,1,11,"A","W",2003,1610612748,0,0,0,0,4,2,0,0,34,21,18,0,4,0,3,11.64705882,3.176470588,4.235294118,1.058823529,0,"manu-ginobili-1"
"526",5541,20300273,2424,1610612737,"Dan","Dickau",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","L",2003,1610612739,0,0,0,0,0,0,0,0,1,48,3,NA,0,0,0,0,0,0,0,0,"dan-dickau-1"
"527",5542,20300273,2430,1610612739,"Carlos","Boozer",36,5,12,0.417,0,0,0,2,2,1,4,6,2,5,2,0,0,12,"H","W",2003,1610612737,0,0,0,0,8,0,0,1,36,11,18,2,0,4,10,12,10,2,2,2,"carlos-boozer-1"
"528",5579,20300275,2407,1610612764,"Jared","Jeffries",7,1,3,0.333,0,0,0,0,0,0,2,1,0,3,0,0,0,2,"A","W",2003,1610612749,0,0,0,0,2,0,0,0,7,7,-1,0,0,2,3,10.28571429,15.42857143,0,0,0,"jared-jeffries-1"
"529",5580,20300275,2409,1610612749,"Marcus","Haislip",1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"H","L",2003,1610612764,0,0,0,0,0,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,"marcus-haislip-1"
"530",5581,20300275,2413,1610612764,"Juan","Dixon",27,4,14,0.286,0,3,0,1,4,0.25,0,5,5,2,2,3,0,9,"A","W",2003,1610612749,0,0,0,0,2,6,0,0,26,31,4,1,4,0,5,12,6.666666667,6.666666667,2.666666667,1.333333333,"juan-dixon-1"
"531",5582,20300275,2429,1610612749,"Dan","Gadzuric",29,2,3,0.667,0,0,0,0,1,0,3,2,1,5,0,0,1,4,"H","L",2003,1610612764,0,0,0,0,4,2,0,0,28,55,-12,0,0,2,5,4.965517241,6.206896552,1.24137931,0,0,"dan-gadzuric-1"
"532",5599,20300276,1921,1610612753,"Gordan","Giricek",34,3,9,0.333,2,2,1,0,0,0,2,3,3,2,0,3,1,8,"A","L",2003,1610612742,0,0,0,0,0,0,0,0,33,32,-3,1,0,0,5,8.470588235,5.294117647,3.176470588,0,1.058823529,"gordan-giricek-1"
"533",5602,20300276,2400,1610612753,"Drew","Gooden",34,2,11,0.182,0,0,0,2,4,0.5,3,2,5,4,3,3,0,6,"A","L",2003,1610612742,0,0,0,0,4,0,0,0,34,23,-9,1,2,4,5,6.352941176,5.294117647,5.294117647,3.176470588,1.058823529,"drew-gooden-1"
"534",5622,20300277,2246,1610612765,"Mehmet","Okur",22,8,14,0.571,1,2,0.5,4,5,0.8,2,2,1,1,1,0,0,21,"A","L",2003,1610612745,0,0,0,0,12,0,0,0,22,29,10,1,2,2,4,34.36363636,6.545454545,1.636363636,1.636363636,1.636363636,"mehmet-okur-1"
"535",5623,20300277,2397,1610612745,"Ming","Yao",40,9,18,0.5,0,0,0,4,6,0.667,6,14,3,4,0,2,4,22,"H","W",2003,1610612765,0,0,0,0,12,2,0,1,40,1,11,0,2,5,20,19.8,18,2.7,0,0,"ming-yao-1"
"536",5624,20300277,2419,1610612765,"Tayshaun","Prince",41,4,10,0.4,0,3,0,2,4,0.5,0,2,2,0,2,1,0,10,"A","L",2003,1610612745,0,0,0,0,4,0,0,0,41,9,-3,0,5,0,2,8.780487805,1.756097561,1.756097561,1.756097561,0,"tayshaun-prince-1"
"537",5641,20300278,2399,1610612744,"Mike","Dunleavy",38,5,7,0.714,0,2,0,1,2,0.5,2,6,4,2,6,1,0,11,"H","W",2003,1610612752,0,0,0,0,4,3,0,0,37,45,5,0,6,2,8,10.42105263,7.578947368,3.789473684,5.684210526,0,"mike-dunleavy-1"
"538",5642,20300278,2421,1610612752,"Frank","Williams",9,0,2,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,"A","L",2003,1610612744,0,0,0,0,0,0,0,0,9,26,-5,0,0,0,0,0,0,12,0,0,"frank-williams-1"
"539",5657,20300279,2060,1610612746,"Marko","Jaric",32,7,13,0.538,2,5,0.4,2,2,1,0,3,2,2,3,3,1,18,"H","L",2003,1610612750,0,0,0,0,10,2,0,0,32,23,-13,1,0,0,3,20.25,3.375,2.25,3.375,1.125,"marko-jaric-1"
"540",5660,20300279,2408,1610612746,"Melvin","Ely",5,1,2,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,2,"H","L",2003,1610612750,0,0,0,0,2,0,0,0,5,9,9,0,2,2,2,14.4,14.4,7.2,0,0,"melvin-ely-1"
"541",5677,20300280,2436,1610612760,"Ronald","Murray",16,0,5,0,0,1,0,0,2,0,0,2,0,1,2,2,0,0,"A","L",2003,1610612761,0,0,0,0,0,0,0,0,15,55,-10,0,0,0,2,0,4.5,0,4.5,0,"ronald-murray-1"
"542",5678,20300280,2437,1610612761,"Lonny","Baxter",14,3,4,0.75,0,0,0,3,6,0.5,4,2,0,5,1,1,1,9,"H","W",2003,1610612760,0,0,0,0,6,6,0,0,14,15,15,0,1,4,6,23.14285714,15.42857143,0,2.571428571,0,"lonny-baxter-1"
"543",5701,20300281,2417,1610612757,"Qyntel","Woods",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A","L",2003,1610612763,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,"qyntel-woods-1"
"544",5721,20300282,2403,1610612743,"Nene","Hilario",34,2,3,0.667,0,0,0,6,6,1,1,4,2,5,2,2,1,10,"H","L",2003,1610612738,0,0,0,0,4,4,0,0,33,45,5,0,2,2,5,10.58823529,5.294117647,2.117647059,2.117647059,0,"nene-hilario-1"
"545",5722,20300282,2412,1610612738,"Jiri","Welsch",35,7,13,0.538,3,3,1,2,2,1,0,2,3,3,4,2,0,19,"A","W",2003,1610612743,0,0,0,0,4,4,0,0,34,39,5,2,4,0,2,19.54285714,2.057142857,3.085714286,4.114285714,2.057142857,"jiri-welsch-1"
"546",5742,20300283,2410,1610612754,"Fred","Jones",16,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,"A","L",2003,1610612758,0,0,0,0,0,0,0,0,16,6,-1,0,0,0,2,0,4.5,2.25,2.25,0,"fred-jones-1"
"547",5761,20300284,2416,1610612747,"Kareem","Rush",5,1,2,0.5,0,0,0,1,1,1,0,0,0,2,0,0,0,3,"H","W",2003,1610612762,0,0,0,0,2,1,0,0,5,13,4,0,1,0,0,21.6,0,0,0,0,"kareem-rush-1"
"548",5776,20300285,1921,1610612753,"Gordan","Giricek",31,6,6,1,3,3,1,4,4,1,1,3,3,0,0,2,1,19,"H","W",2003,1610612756,0,0,0,0,4,4,0,0,31,24,1,0,0,3,4,22.06451613,4.64516129,3.483870968,0,0,"gordan-giricek-1"
"549",5780,20300285,2400,1610612753,"Drew","Gooden",35,9,19,0.474,0,0,0,3,5,0.6,1,7,1,3,2,2,1,21,"H","W",2003,1610612756,0,0,0,0,16,0,0,0,35,15,5,2,0,1,8,21.6,8.228571429,1.028571429,2.057142857,2.057142857,"drew-gooden-1"
"550",5781,20300285,2418,1610612756,"Casey","Jacobsen",11,1,3,0.333,1,3,0.333,0,0,0,0,0,0,1,0,1,1,3,"A","L",2003,1610612753,0,0,0,0,0,0,0,0,11,24,-6,0,0,0,0,9.818181818,0,0,0,0,"casey-jacobsen-1"
"551",5799,20300286,2409,1610612749,"Marcus","Haislip",12,1,6,0.167,0,0,0,1,2,0.5,4,1,0,0,0,0,0,3,"A","L",2003,1610612740,0,0,0,0,2,0,0,0,11,34,-18,1,0,2,5,9,15,0,0,3,"marcus-haislip-1"
"552",5800,20300286,2429,1610612749,"Dan","Gadzuric",24,4,10,0.4,0,0,0,0,0,0,5,4,0,1,0,1,0,8,"A","L",2003,1610612740,0,0,0,0,8,2,0,0,23,44,8,1,0,4,9,12,13.5,0,0,1.5,"dan-gadzuric-1"
"553",5812,20300287,1938,1610612759,"Manu","Ginobili",36,9,13,0.692,5,6,0.833,3,3,1,0,5,3,2,5,1,1,26,"A","W",2003,1610612741,0,0,0,0,6,0,0,0,35,44,13,0,11,0,5,26,5,3,5,0,"manu-ginobili-1"
"554",5819,20300287,2484,1610612759,"Devin","Brown",11,2,4,0.5,0,0,0,6,6,1,0,2,0,2,0,1,0,10,"A","W",2003,1610612741,0,0,0,0,2,2,0,0,11,25,2,0,0,0,2,32.72727273,6.545454545,0,0,0,"devin-brown-1"
"555",5839,20300288,2412,1610612738,"Jiri","Welsch",36,3,8,0.375,0,3,0,3,5,0.6,2,2,3,1,2,1,0,9,"A","W",2003,1610612762,0,0,0,0,4,1,0,0,35,58,18,1,3,2,4,9,4,3,2,1,"jiri-welsch-1"
"556",5856,20300289,2430,1610612739,"Carlos","Boozer",42,5,16,0.313,0,0,0,2,2,1,1,5,3,2,1,2,1,12,"H","L",2003,1610612761,0,0,0,0,6,2,0,0,42,0,-1,1,2,2,6,10.28571429,5.142857143,2.571428571,0.857142857,0.857142857,"carlos-boozer-1"
