year,round,pick,player,position,school
2005,2,50,"Gomes, Ryan",F,Providence
2005,2,51,"Whaley, Robert",C,Walsh
2005,2,52,"Hervelle, Axel",F,Real Madrid
2005,2,53,"Greene, Orien",G,Louisiana-Lafayette
2005,2,54,"Thompson, Dijon",G/F,UCLA
2005,2,55,"Roberts, Lawrence",F,Mississippi State
2005,2,56,"Johnson, Amir",F,Westchester HS
2005,2,57,"Gortat, Marcin",F/C,RheinEnergie K?ln
2005,2,58,"Slokar, Uro?",F,Snaidero Udine
2005,2,59,"Akyol, Cenk",G,Efes Pilsen
2005,2,60,"Acker, Alex",G,Pepperdine
2006,1,1,"Bargnani, Andrea",PF,Benetton Treviso
2006,1,2,"Aldridge, LaMarcus",PF,Texas
2006,1,3,"Morrison, Adam",SF,Gonzaga
2006,1,4,"Thomas, Tyrus",PF,LSU
2006,1,5,"Williams, Shelden",PF,Duke
2006,1,6,"Roy, Brandon",SG,Washington
2006,1,7,"Foye, Randy",SG,Villanova
2006,1,8,"Gay, Rudy",SF,Connecticut
2006,1,9,"O'Bryant, Patrick",C,Bradley
2006,1,10,"Sene, Mouhamed",C,Verviers-Pepinster
2006,1,11,"Redick, J. J.",SG,Duke
2006,1,12,"Armstrong, Hilton",C,Connecticut
2006,1,13,"Sefolosha, Thabo",SG,Angelico Biella
2006,1,14,"Brewer, Ronnie",SG,Arkansas
2006,1,15,"Simmons, Cedric",SF,NC State
2006,1,16,"Carney, Rodney",SF,Memphis
2006,1,17,"Williams, Shawne",PF,Memphis
2006,1,18,"Pecherov, Oleksiy",C,BC Kyiv
2006,1,19,"Douby, Quincy",G,Rutgers
2006,1,20,"Balkman, Renaldo",F,South Carolina
2006,1,21,"Rondo, Rajon",PG,Kentucky
2006,1,22,"Williams, Marcus",G,Connecticut
2006,1,23,"Boone, Josh",F,Connecticut
2006,1,24,"Lowry, Kyle",PG,Villanova
2006,1,25,"Brown, Shannon",G,Michigan State
2006,1,26,"Farmar, Jordan",G,UCLA
2006,1,27,"Rodr¨ªguez, Sergio",G,Adecco Estudiantes
2006,1,28,"Ager, Maurice",G,Michigan State
2006,1,29,"Collins, Mardy",G,Temple
2006,1,30,"Freeland, Joel",F,Gran Canaria
2006,2,31,"White, James",G,Cincinnati
2006,2,32,"Novak, Steve",SF,Marquette
2006,2,33,"Jones, Solomon",F,South Florida
2006,2,34,"Davis, Paul",C,Michigan State
2006,2,35,"Tucker, P.J.",F,Texas
2006,2,36,"Smith, Craig",F,Boston College
2006,2,37,"Jones, Bobby",F,Washington
2006,2,38,"Perovi?, Kosta",C,Partizan Belgrade
2006,2,39,"Noel, David",F,North Carolina
2006,2,40,"Brown, Denham",G,Connecticut
2006,2,41,"Augustine, James",F,Illinois
2006,2,42,"Gibson, Daniel",G,Texas
2006,2,43,"Vinicius, Marcus",F,Objetivo S?o Carlos
2006,2,44,"Eliyahu, Lior",F,Hapoel Galil Elyon
2006,2,45,"Johnson, Alexander",F,Florida State
2006,2,46,"Brown, Dee",G,Illinois
2006,2,47,"Millsap, Paul",PF,Louisiana Tech
2006,2,48,"Veremeenko, Vladimir",F,Dynamo St. Petersburg
2006,2,49,"Powe, Leon",F,California
2006,2,50,"Hollins, Ryan",C,UCLA
2006,2,51,"Samb, Cheikh",C,WTC Cornell¨¤
2006,2,52,"Diaz, Guillermo",G,Miami (FL)
2006,2,53,"Halperin, Yotam",G,Union Olimpija
2006,2,54,"Adams, Hassan",G,Arizona
2006,2,55,"Ugboaja, Ejike",F,Union Bank Lagos
2006,2,56,"Bav?i?, Edin",F,ASA BH Telecom
2006,2,57,"Mavrokefalidis, Loukas",C,PAOK
2006,2,58,"Pinnock, J. R.",G,George Washington
2006,2,59,"Markota, Damir",F,Cibona Zagreb
2006,2,60,"Blalock, Will",G,Iowa State
2007,1,1,"Oden, Greg",C,Ohio State
2007,1,2,"Durant, Kevin",SF,Texas
2007,1,3,"Horford, Al",C,Florida
2007,1,4,"Conley, Mike",PG,Ohio State
2007,1,5,"Green, Jeff",SF,Georgetown
2007,1,6,"Yi, Jianlian",PF,Guangdong Southern Tigers
2007,1,7,"Brewer, Corey",SF,Florida
2007,1,8,"Wright, Brandan",PF,North Carolina
2007,1,9,"Noah, Joakim",C,Florida
2007,1,10,"Hawes, Spencer",C,Washington
2007,1,11,"Law, Acie",PG,Texas A&M
2007,1,12,"Young, Thaddeus",PF,Georgia Tech
2007,1,13,"Wright, Julian",SF,Kansas
2007,1,14,"Thornton, Al",SF,Florida State
2007,1,15,"Stuckey, Rodney",SG,Eastern Washington
2007,1,16,"Young, Nick",SG,USC
2007,1,17,"Williams, Sean",PF,Boston College
2007,1,18,"Belinelli, Marco",SG,Fortitudo Bologna
2007,1,19,"Crittenton, Javaris",PG,Georgia Tech
2007,1,20,"Smith, Jason",PF,Colorado State
2007,1,21,"Cook, Daequan",SG,Ohio State
2007,1,22,"Dudley, Jared",SF,Boston College
2007,1,23,"Chandler, Wilson",SF,DePaul
2007,1,24,"Fern¨¢ndez, Rudy",SG,Joventut Badalona
2007,1,25,"Almond, Morris",SG,Rice
2007,1,26,"Brooks, Aaron",PG,Oregon
2007,1,27,"Afflalo, Arron",SG,UCLA
2007,1,28,"Splitter, Tiago",C,TAU Cer¨¢mica
2007,1,29,"Tucker, Alando",SF,Wisconsin
2007,1,30,"Koponen, Petteri",SG,Tapiolan Honka
2007,2,31,"Landry, Carl",PF,Purdue
2007,2,32,"Pruitt, Gabe",PG,USC
2007,2,33,"Williams, Marcus",SF,Arizona
2007,2,34,"Fazekas, Nick",PF,Nevada
2007,2,35,"Davis, Glen",PF,LSU
2007,2,36,"Davidson, Jermareo",PF,Alabama
2007,2,37,"McRoberts, Josh",PF,Duke
2007,2,38,"Fesenko, Kyrylo",C,SK Cherkassy
2007,2,39,"Bara?, Stanko",C,?iroki Brijeg
2007,2,40,"Sun, Yue",SF,Beijing Olympians
2007,2,41,"Richard, Chris",PF,Florida
2007,2,42,"Byars, Derrick",SG,Vanderbilt
2007,2,43,"Haluska, Adam",SG,Iowa
2007,2,44,"Terry, Reyshawn",SF,North Carolina
2007,2,45,"Jordan, Jared",PG,Marist
2007,2,46,"Lasme, Stephane",PF,Massachusetts
2007,2,47,"McGuire, Dominic",SF,Fresno State
2007,2,48,"Gasol, Marc",C,Akasvayu Girona
2007,2,49,"Gray, Aaron",C,Pittsburgh
2007,2,50,"Seibutis, Renaldas",SG,Maroussi
2007,2,51,"Curry, JamesOn",PG,Oklahoma State
2007,2,52,"Green, Taurean",PG,Florida
2007,2,53,"Nichols, Demetris",SF,Syracuse
2007,2,54,"Newley, Brad",SF,Townsville Crocodiles
2007,2,55,"Hill, Herbert",PF,Providence
2007,2,56,"Sessions, Ramon",PG,Nevada
2007,2,57,"Mejia, Sammy",SG,DePaul
2007,2,58,"Printezis, Giorgos",PF,Olympia Larissa
2007,2,59,"Strawberry, D.J.",PG,Maryland
2007,2,60,"Rakovi?, Milovan",C,Mega Ishrana
2008,1,1,"Rose, Derrick",PG,Memphis
2008,1,2,"Beasley, Michael",PF,Kansas State
2008,1,3,"Mayo, O. J.",SG,USC
2008,1,4,"Westbrook, Russell",PG,UCLA
2008,1,5,"Love, Kevin",PF,UCLA
2008,1,6,"Gallinari, Danilo",SF,Olimpia Milano
2008,1,7,"Gordon, Eric",SG,Indiana
2008,1,8,"Alexander, Joe",SF,West Virginia
2008,1,9,"Augustin, D. J.",PG,Texas
2008,1,10,"Lopez, Brook",C,Stanford
2008,1,11,"Bayless, Jerryd",PG,Arizona
2008,1,12,"Thompson, Jason",PF,Rider
2008,1,13,"Rush, Brandon",SG,Kansas
2008,1,14,"Randolph, Anthony",PF,LSU
2008,1,15,"Lopez, Robin",C,Stanford
2008,1,16,"Speights, Marreese",PF,Florida
2008,1,17,"Hibbert, Roy",C,Georgetown
2008,1,18,"McGee, Javale",C,Nevada
2008,1,19,"Hickson, J. J.",PF,NC State
2008,1,20,"Ajin?a, Alexis",C,Hy¨¨res-Toulon
2008,1,21,"Anderson, Ryan",PF,California
2008,1,22,"Lee, Courtney",SG,Western Kentucky
2008,1,23,"Koufos, Kosta",C,Ohio State
2008,1,24,"Ibaka, Serge",PF,L'Hospitalet
2008,1,25,"Batum, Nicolas",SF,Le Mans
2008,1,26,"Hill, George",PG,IUPUI
2008,1,27,"Arthur, Darrell",PF,Kansas
2008,1,28,"Greene, Dont¨¦",SF,Syracuse
2008,1,29,"White, D. J.",PF,Indiana
2008,1,30,"Giddens, J. R.",SG,New Mexico
2008,2,31,"Pekovi?, Nikola",C,Panathinaikos
2008,2,32,"Sharpe, Walter",PF,UAB
2008,2,33,"Dorsey, Joey",PF,Memphis
2008,2,34,"Chalmers, Mario",PG,Kansas
2008,2,35,"Jordan, DeAndre",C,Texas A&M
2008,2,36,"A??k, ?mer",C,Fenerbah?e ?lker
2008,2,37,"Mbah a Moute, Luc",SF,UCLA
2008,2,38,"Weaver, Kyle",SG,Washington State
2008,2,39,"Weems, Sonny",SG,Arkansas
2008,2,40,"Douglas-Roberts, Chris",SG,Memphis
2008,2,41,"Jawai, Nathan",PF,Cairns Taipans
2008,2,42,"Singletary, Sean",PG,Virginia
2008,2,43,"Ewing, Jr., Patrick",SF,Georgetown
2008,2,44,"Tomi?, Ante",C,KK Zagreb
2008,2,45,"Dragi?, Goran",PG,Union Olimpija
2008,2,46,"Plaisted, Trent",PF,BYU
2008,2,47,"Walker, Bill",SG,Kansas State
2008,2,48,"Hairston, Malik",SG,Oregon
2008,2,49,"Hendrix, Richard",PF,Alabama
2008,2,50,"Hardin, DeVon",C,California
2008,2,51,"Foster, Shan",SG,Vanderbilt
2008,2,52,"Jackson, Darnell",PF,Kansas
2008,2,53,"Dragi?evi?, Tadija",PF,Red Star Belgrade
2008,2,54,"Leunen, Maarty",PF,Oregon
2008,2,55,"Taylor, Mike",PG,Idaho Stampede
2008,2,56,"Kaun, Sasha",C,Kansas
2008,2,57,"Gist, James",PF,Maryland
2008,2,58,"Crawford, Joe",SG,Kentucky
2008,2,59,"Washington, Deron",SF,Virginia Tech
2008,2,60,"Erden, Semih",C,Fenerbah?e ?lker
2009,1,1,"Griffin, Blake",PF,Oklahoma
2009,1,2,"Thabeet, Hasheem",C,Connecticut
2009,1,3,"Harden, James",SG,Arizona State
2009,1,4,"Evans, Tyreke",SG,Memphis
2009,1,5,"Rubio, Ricky",PG,DKV Joventut
2009,1,6,"Flynn, Jonny",PG,Syracuse
2009,1,7,"Curry, Stephen",PG,Davidson
2009,1,8,"Hill, Jordan",PF,Arizona
2009,1,9,"DeRozan, DeMar",SG,USC
2009,1,10,"Jennings, Brandon",PG,Lottomatica Roma
2009,1,11,"Williams, Terrence",SG,Louisville
2009,1,12,"Henderson, Gerald",SG,Duke
2009,1,13,"Hansbrough, Tyler",PF,North Carolina
2009,1,14,"Clark, Earl",SF,Louisville
2009,1,15,"Daye, Austin",SF,Gonzaga
2009,1,16,"Johnson, James",SF,Wake Forest
2009,1,17,"Holiday, Jrue",PG,UCLA
2009,1,18,"Lawson, Ty",PG,North Carolina
2009,1,19,"Teague, Jeff",PG,Wake Forest
2009,1,20,"Maynor, Eric",PG,VCU
2009,1,21,"Collison, Darren",PG,UCLA
2009,1,22,"Claver, V¨ªctor",SF,Pamesa Valencia
2009,1,23,"Casspi, Omri",SF,Maccabi Tel Aviv
2009,1,24,"Mullens, Byron",C,Ohio State
2009,1,25,"Beaubois, Rodrigue",PG,Cholet
2009,1,26,"Gibson, Taj",PF,USC
2009,1,27,"Carroll, DeMarre",SF,Missouri
2009,1,28,"Ellington, Wayne",SG,North Carolina
2009,1,29,"Douglas, Toney",PG,Florida State
2009,1,30,"Eyenga, Christian",SF,CB Prat
2009,2,31,"Pendergraph, Jeff",PF,Arizona State
2009,2,32,"Taylor, Jermaine",SG,Central Florida
2009,2,33,"Cunningham, Dante",PF,Villanova
2009,2,34,"Llull, Sergio",PG,Real Madrid
2009,2,35,"Summers, DaJuan",PF,Georgetown
2009,2,36,"Young, Sam",SF,Pittsburgh
2009,2,37,"Blair, DeJuan",PF,Pittsburgh
2009,2,38,"Brockman, Jon",PF,Washington
2009,2,39,"Jerebko, Jonas",PF,Angelico Biella
2009,2,40,"Brown, Derrick",SF,Xavier
2009,2,41,"Meeks, Jodie",SG,Kentucky
2009,2,42,"Beverley, Patrick",PG,Arkansas
2009,2,43,"Thornton, Marcus",SG,LSU
2009,2,44,"Budinger, Chase",SF,Arizona
2009,2,45,"Calathes, Nick",PG,Florida
2009,2,46,"Green, Danny",SF,North Carolina
2009,2,47,"Norel, Henk",PF,DKV Joventut
2009,2,48,"Griffin, Taylor",SF,Oklahoma
2009,2,49,"Gladyr, Sergiy",SG,MBC Mykolaiv
2009,2,50,"Suton, Goran",C,Michigan State
2009,2,51,"McClinton, Jack",SG,Miami (FL)
2009,2,52,"Price, A. J.",PG,Connecticut
2009,2,53,"de Colo, Nando",PG,Cholet
2009,2,54,"Vaden, Robert",SG,UAB
2009,2,55,"Mills, Patty",PG,Saint Mary's
2009,2,56,"Nivins, Ahmad",PF,Saint Joseph's
2009,2,57,"Preld?i?, Emir",PF,Fenerbah?e ?lker
2009,2,58,"Hudson, Lester",PG,Tennessee-Martin
2009,2,59,"Elonu, Chinemelu",PF,Texas A&M
2009,2,60,"Dozier, Robert",SF,Memphis
2010,1,1,"Wall, John",PG,Kentucky
2010,1,2,"Turner, Evan",SF/SG,Ohio State
2010,1,3,"Favors, Derrick",PF,Georgia Tech
2010,1,4,"Johnson, Wesley",SF,Syracuse
2010,1,5,"Cousins, DeMarcus",C,Kentucky
2010,1,6,"Udoh, Ekpe",C,Baylor
2010,1,7,"Monroe, Greg",PF,Georgetown
2010,1,8,"Aminu, Al-Farouq",SF,Wake Forest
2010,1,9,"Hayward, Gordon",SF,Butler
2010,1,10,"George, Paul",SF,Fresno State
2010,1,11,"Aldrich, Cole",C,Kansas
2010,1,12,"Henry, Xavier",SG,Kansas
2010,1,13,"Davis, Ed",PF,North Carolina
2010,1,14,"Patterson, Patrick",PF,Kentucky
2010,1,15,"Sanders, Larry",C,VCU
2010,1,16,"Babbitt, Luke",SF,Nevada
2010,1,17,"S¨¦raphin, K¨¦vin",PF,Cholet Basket
2010,1,18,"Bledsoe, Eric",PG,Kentucky
2010,1,19,"Bradley, Avery",SG,Texas
2010,1,20,"Anderson, James",SG,Oklahoma State
2010,1,21,"Brackins, Craig",PF,Iowa State
2010,1,22,"Williams, Elliot",SG,Memphis
2010,1,23,"Booker, Trevor",PF,Clemson
2010,1,24,"James, Damion",SF,Texas
2010,1,25,"Jones, Dominique",SG,USF
2010,1,26,"Pondexter, Quincy",SF,Washington
2010,1,27,"Crawford, Jordan",SG,Xavier
2010,1,28,"V¨¢squez, Greivis",PG,Maryland
2010,1,29,"Orton, Daniel",C,Kentucky
2010,1,30,"Hayward, Lazar",SF,Marquette
2010,2,31,"Plei?, Tibor",C,Brose Bamberg
2010,2,32,"Pittman, Dexter",C,Texas
2010,2,33,"Whiteside, Hassan",C,Marshall
2010,2,34,"Johnson, Armon",PG,Nevada
2010,2,35,"Bjelica, Nemanja",SF,Red Star Belgrade
2010,2,36,"White, Terrico",SG,Ole Miss
2010,2,37,"Hobson, Darington",SF,New Mexico
2010,2,38,"Rautins, Andy",SG,Syracuse
2010,2,39,"Fields, Landry",SG,Stanford
2010,2,40,"Stephenson, Lance",SG,Cincinnati
2010,2,41,"Varnado, Jarvis",PF,Mississippi State
2010,2,42,"Butler, Da'Sean",SF,West Virginia
2010,2,43,"Ebanks, Devin",SF,West Virginia
2010,2,44,"Jordan, Jerome",C,Tulsa
2010,2,45,"Prestes, Paul?o",C,CB Murcia
2010,2,46,"Lawal, Gani",PF,Georgia Tech
2010,2,47,"Gallon, Tiny",PF,Oklahoma
2010,2,48,"Williams, Latavious",SF,Tulsa 66ers
2010,2,49,"Richards, Ryan",PF,CB Gran Canaria
2010,2,50,"Alabi, Solomon",C,Florida State
2010,2,51,"Rolle, Magnum",PF,Louisiana Tech
2010,2,52,"Harangody, Luke",PF,Notre Dame
2010,2,53,"Sy, Pape",SF,STB Le Havre
2010,2,54,"Warren, Willie",PG,Oklahoma
2010,2,55,"Evans, Jeremy",PF,WKU
2010,2,56,"Ndiaye, Hamady",C,Rutgers
2010,2,57,"Reid, Ryan",PF,Florida State
2010,2,58,"Caracter, Derrick",PF,UTEP
2010,2,59,"Robinson, Stanley",SF,Connecticut
2010,2,60,"Collins, Dwayne",PF,Miami
2011,1,1,"Irving, Kyrie",PG,Duke
2011,1,2,"Williams, Derrick",SF/PF,Arizona
2011,1,3,"Kanter, Enes",C,Kentucky
2011,1,4,"Thompson, Tristan",C/PF,Texas
2011,1,5,"Valan?i¨±nas, Jonas",C,Lietuvos rytas Vilnius
2011,1,6,"Vesel?, Jan",PF,Partizan Belgrade
2011,1,7,"Biyombo, Bismack",C,Fuenlabrada
2011,1,8,"Knight, Brandon",PG,Kentucky
2011,1,9,"Walker, Kemba",PG,Connecticut
2011,1,10,"Fredette, Jimmer",PG/SG,BYU
2011,1,11,"Thompson, Klay",SG,Washington State
2011,1,12,"Burks, Alec",SG,Colorado
2011,1,13,"Morris, Markieff",PF,Kansas
2011,1,14,"Morris, Marcus",PF/SF,Kansas
2011,1,15,"Leonard, Kawhi",SF,San Diego State
2011,1,16,"Vu?evi?, Nikola",C,USC
2011,1,17,"Shumpert, Iman",SG,Georgia Tech
2011,1,18,"Singleton, Chris",SF,Florida State
2011,1,19,"Harris, Tobias",SF,Tennessee
2011,1,20,"Motiej¨±nas, Donatas",PF,Benetton Treviso
2011,1,21,"Smith, Nolan",PG,Duke
2011,1,22,"Faried, Kenneth",PF,Morehead State
2011,1,23,"Miroti?, Nikola",PF,Real Madrid
2011,1,24,"Jackson, Reggie",PG,Boston College
2011,1,25,"Brooks, MarShon",SG,Providence
2011,1,26,"Hamilton, Jordan",SG,Texas
2011,1,27,"Johnson, JaJuan",PF,Purdue
2011,1,28,"Cole, Norris",PG,Cleveland State
2011,1,29,"Joseph, Cory",PG,Texas
2011,1,30,"Butler, Jimmy",SG,Marquette
2011,2,31,"Bogdanovi?, Bojan",SF/SG,Cibona Zagreb
2011,2,32,"Harper, Justin",PF,Richmond
2011,2,33,"Singler, Kyle",SF,Duke
2011,2,34,"Mack, Shelvin",PG,Butler
2011,2,35,"Honeycutt, Tyler",SF,UCLA
2011,2,36,"Williams, Jordan",PF,Maryland
2011,2,37,"Thompkins, Trey",PF,Georgia
2011,2,38,"Parsons, Chandler",SF,Florida
2011,2,39,"Tyler, Jeremy",PF,Tokyo Apache
2011,2,40,"Leuer, Jon",PF,Wisconsin
2011,2,41,"Morris, Darius",PG,Michigan
2011,2,42,"Bert¨¡ns, D¨¡vis",SF,Union Olimpija
2011,2,43,"Lee, Malcolm",SG,UCLA
2011,2,44,"Jenkins, Charles",PG,Hofstra
2011,2,45,"Harrellson, Josh",C,Kentucky
2011,2,46,"Goudelock, Andrew",PG,College of Charleston
2011,2,47,"Leslie, Travis",SG,Georgia
2011,2,48,"Benson, Keith",C,Oakland
2011,2,49,"Selby, Josh",PG,Kansas
2011,2,50,"Allen, Lavoy",PF,Temple
2011,2,51,"Diebler, Jon",SG,Ohio State
2011,2,52,"Macklin, Vernon",PF,Florida
2011,2,53,"Liggins, DeAndre",SG,Kentucky
2011,2,54,"Macvan, Milan",PF,Maccabi Tel Aviv
2011,2,55,"Moore, Etwaun",SG,Purdue
2011,2,56,"Maduabum, Chukwudiebere",PF,Bakersfield Jam
2011,2,57,"Ngombo, Tanguy",SF,Al Rayyan
2011,2,58,"Majok, Ater",PF,Gold Coast Blaze
2011,2,59,"Hanga, ?d¨¢m",SG,Albacomp
2011,2,60,"Thomas, Isaiah",PG,Washington
2012,1,1,"Davis, Anthony",PF/C,Kentucky
2012,1,2,"Kidd-Gilchrist, Michael",SF,Kentucky
2012,1,3,"Beal, Bradley",SG,Florida
2012,1,4,"Waiters, Dion",SG,Syracuse
2012,1,5,"Robinson, Thomas",PF,Kansas
2012,1,6,"Lillard, Damian",PG,Weber St.
2012,1,7,"Barnes, Harrison",SF,North Carolina
2012,1,8,"Ross, Terrence",SG,Washington
2012,1,9,"Drummond, Andre",C,Connecticut
2012,1,10,"Rivers, Austin",SG,Duke
2012,1,11,"Leonard, Meyers",C,Illinois
2012,1,12,"Lamb, Jeremy",SG,Connecticut
2012,1,13,"Marshall, Kendall",PG,North Carolina
2012,1,14,"Henson, John",PF,North Carolina
2012,1,15,"Harkless, Maurice",SF,St. John's
2012,1,16,"White, Royce",PF,Iowa St.
2012,1,17,"Zeller, Tyler",C,North Carolina
2012,1,18,"Jones, Terrence",PF,Kentucky
2012,1,19,"Nicholson, Andrew",PF,St. Bonaventure
2012,1,20,"Fournier, Evan",SG,Poitiers Basket
2012,1,21,"Sullinger, Jared",PF,Ohio St.
2012,1,22,"Melo, Fab",C,Syracuse
2012,1,23,"Jenkins, John",SG,Vanderbilt
2012,1,24,"Cunningham, Jared",SG,Oregon St.
2012,1,25,"Wroten, Tony",PG,Washington
2012,1,26,"Plumlee, Miles",C,Duke
2012,1,27,"Moultrie, Arnett",PF,Mississippi St.
2012,1,28,"Jones III, Perry",SF,Baylor
2012,1,29,"Teague, Marquis",PG,Kentucky
2012,1,30,"Ezeli, Festus",C,Vanderbilt
2012,2,31,"Taylor, Jeffery",SF,Vanderbilt
2012,2,32,"Satoransk?, Tom¨¢?",SG,Banca C¨ªvica Sevilla
2012,2,33,"James, Bernard",C,Florida St.
2012,2,34,"Crowder, Jae",SF,Marquette
2012,2,35,"Green, Draymond",PF,Michigan St.
2012,2,36,"Johnson, Orlando",SG,UC Santa Barbara
2012,2,37,"Acy, Quincy",PF,Baylor
2012,2,38,"Miller, Quincy",SF,Baylor
2012,2,39,"Middleton, Khris",SF,Texas A&M
2012,2,40,"Barton, Will",SG,Memphis
2012,2,41,"Taylor, Tyshawn",PG,Kansas
2012,2,42,"Lamb, Doron",SG,Kentucky
2012,2,43,"Scott, Mike",PF,Virginia
2012,2,44,"English, Kim",SG,Missouri
2012,2,45,"Hamilton, Justin",C,LSU
2012,2,46,"Miller, Darius",SF,Kentucky
2012,2,47,"Murphy, Kevin",SG,Tennessee Tech
2012,2,48,"Papanikolaou, Kostas",SF,Olympiacos
2012,2,49,"O'Quinn, Kyle",PF,Norfolk St.
2012,2,50,"Turkyilmaz, Izzet",PF,Banvit
2012,2,51,"Joseph, Kris",SF,Syracuse
2012,2,52,"Kuzmi?, Ognjen",C,Clinicas Rinc¨®n
2012,2,53,"Aldemir, Furkan",PF,Galatasaray
2012,2,54,"Shengelia, Tornike",SF,Spirou Charleroi
2012,2,55,"Johnson-Odom, Darius",SG,Marquette
2012,2,56,"Zub?i?, Tomislav",PF,Cibona Zagreb
2012,2,57,"Karaman, ?lkan",PF,P?nar Kar??yaka
2012,2,58,"Hummel, Robbie",SF,Purdue
2012,2,59,"Denmon, Marcus",PG,Missouri
2012,2,60,"Sacre, Robert",C,Gonzaga
2013,1,1,"Bennett, Anthony",PF/SF,UNLV
2013,1,2,"Oladipo, Victor",SG/PG,Indiana
2013,1,3,"Porter, Otto",SF,Georgetown
2013,1,4,"Zeller, Cody",C/PF,Indiana
2013,1,5,"Len, Alex",C,Maryland
2013,1,6,"Noel, Nerlens",C,Kentucky
2013,1,7,"McLemore, Ben",SG,Kansas
2013,1,8,"Caldwell-Pope, Kentavious",SG,Georgia
2013,1,9,"Burke, Trey",PG,Michigan
2013,1,10,"McCollum, C. J.",SG,Lehigh
2013,1,11,"Carter-Williams, Michael",PG,Syracuse
2013,1,12,"Adams, Steven",C,Pittsburgh
2013,1,13,"Olynyk, Kelly",C,Gonzaga
2013,1,14,"Muhammad, Shabazz",SG/SF,UCLA
2013,1,15,"Antetokounmpo, Giannis",SF/PF,Filathlitikos
2013,1,16,"Nogueira, Lucas",C,Estudiantes
2013,1,17,"Schr?der, Dennis",PG,Phantoms Braunschweig
2013,1,18,"Larkin, Shane",PG,Miami (FL)
2013,1,19,"Karasev, Sergey",SG/SF,Triumph Lyubertsy
2013,1,20,"Snell, Tony",SF,New Mexico
2013,1,21,"Dieng, Gorgui",C,Louisville
2013,1,22,"Plumlee, Mason",C,Duke
2013,1,23,"Hill, Solomon",SF,Arizona
2013,1,24,"Hardaway Jr., Tim",SG,Michigan
2013,1,25,"Bullock, Reggie",SF,North Carolina
2013,1,26,"Roberson, Andr¨¦",SG/SF,Colorado
2013,1,27,"Gobert, Rudy",C,Cholet Basket
2013,1,28,"Jean-Charles, Livio",SF,ASVEL Basket
2013,1,29,"Goodwin, Archie",SG,Kentucky
2013,1,30,"Nedovi?, Nemanja",PG,Lietuvos Rytas
2013,2,31,"Crabbe, Allen",SG,California
2013,2,32,"Abrines, ?lex",SG/SF,FC Barcelona
2013,2,33,"Felix, Carrick",SG,Arizona State
2013,2,34,"Canaan, Isaiah",PG,Murray State
2013,2,35,"Rice Jr., Glen",SG,Rio Grande Valley Vipers
2013,2,36,"McCallum Jr., Ray",PG,Detroit
2013,2,37,"Mitchell, Tony",PF,North Texas
2013,2,38,"Wolters, Nate",PG,South Dakota State
2013,2,39,"Withey, Jeff",C,Kansas
2013,2,40,"Jerrett, Grant",PF,Arizona
2013,2,41,"Franklin, Jamaal",SG,San Diego State
2013,2,42,"Jackson, Pierre",PG,Baylor
2013,2,43,"Ledo, Ricky",SG,Providence
2013,2,44,"Muscala, Mike",C,Bucknell
2013,2,45,"Todorovi?, Marko",PF/C,FC Barcelona
2013,2,46,"Green, Erick",PG,Virginia Tech
2013,2,47,"Neto, Raul",PG,Gipuzkoa Basket
2013,2,48,"Kelly, Ryan",PF,Duke
2013,2,49,"Murphy, Erik",PF,Florida
2013,2,50,"Ennis, James",SF,Long Beach State
2013,2,51,"Osby, Romero",PF,Oklahoma
2013,2,52,"Brown, Lorenzo",PG,NC State
2013,2,53,"Iverson, Colton",C,Colorado State
2013,2,54,"Kazemi, Arsalan",PF,Oregon
2013,2,55,"Lauvergne, Joffrey",C,Partizan Belgrade
2013,2,56,"Siva, Peyton",PG,Louisville
2013,2,57,"Oriakhi, Alex",C,Missouri
2013,2,58,"Thomas, Deshaun",SF,Ohio State
2013,2,59,"Dubljevi?, Bojan",PF,Valencia Basket
2013,2,60,"Timma, J¨¡nis",SF,BK Ventspils
2014,1,1,"Wiggins, Andrew",SF/SG,Kansas
2014,1,2,"Parker, Jabari",SF/PF,Duke
2014,1,3,"Embiid, Joel",C,Kansas
2014,1,4,"Gordon, Aaron",PF,Arizona
2014,1,5,"Exum, Dante",PG/SG,Australian Institute of Sport
2014,1,6,"Smart, Marcus",PG,Oklahoma State
2014,1,7,"Randle, Julius",PF,Kentucky
2014,1,8,"Stauskas, Nik",SG,Michigan
2014,1,9,"Vonleh, Noah",PF,Indiana
2014,1,10,"Payton, Elfrid",PG,Louisiana¨CLafayette
2014,1,11,"McDermott, Doug",SF,Creighton
2014,1,12,"Saric, Dario",SF/PF,Cibona Zagreb
2014,1,13,"LaVine, Zach",SG,UCLA
2014,1,14,"Warren, T. J.",SF,North Carolina State
2014,1,15,"Payne, Adreian",PF,Michigan State
2014,1,16,"Nurki?, Jusuf",C,Cedevita Zagreb
2014,1,17,"Young, James",SG/SF,Kentucky
2014,1,18,"Ennis, Tyler",PG,Syracuse
2014,1,19,"Harris, Gary",SG,Michigan State
2014,1,20,"Caboclo, Bruno",SF,EC Pinheiros
2014,1,21,"McGary, Mitch",PF,Michigan
2014,1,22,"Adams, Jordan",SG,UCLA
2014,1,23,"Hood, Rodney",SG,Duke
2014,1,24,"Napier, Shabazz",PG,Connecticut
2014,1,25,"Capela, Clint",C,?lan Chalon
2014,1,26,"Hairston, P. J.",SG,Texas Legends
