year	round	pick	player	position	school
2016	2	48	"Zipser, Paul"	SG/SF	FC Bayern Munich
2016	2	49	"Gbinije, Michael"	SF	Syracuse
2016	2	50	"Niang, Georges"	PF	Iowa State
2016	2	51	"Bentil, Ben"	PF	Providence
2016	2	52	"Bolomboy, Joel"	PF/C	Weber State
2016	2	53	"Cornelie, Petr"	PF	Le Mans Sarthe
2016	2	54	"Felder, Kay"	PG	Oakland
2016	2	55	"Paige, Marcus"	PG	North Carolina
2016	2	56	"Hamilton, Daniel"	SG/SF	Connecticut
2016	2	57	"Wang Zhelin,"	C	Fujian Sturgeons
2016	2	58	"Nader, Abdel"	SF	Iowa State
2016	2	59	"Cousins, Isaiah"	PG/SG	Oklahoma
2016	2	60	"Wallace, Tyrone"	PG	California
2017	1	1	"Fultz, Markelle"	PG/SG	Washington
2017	1	2	"Ball, Lonzo"	PG	UCLA
2017	1	3	"Tatum, Jayson"	SF	Duke
2017	1	4	"Jackson, Josh"	SF	Kansas
2017	1	5	"Fox, De'Aaron"	PG	Kentucky
2017	1	6	"Isaac, Jonathan"	SF/PF	Florida State
2017	1	7	"Markkanen, Lauri"	PF	Arizona
2017	1	8	"Ntilikina, Frank"	PG	SIG Strasbourg
2017	1	9	"Smith Jr., Dennis"	PG	NC State
2017	1	10	"Collins, Zach"	C/PF	Gonzaga
2017	1	11	"Monk, Malik"	SG	Kentucky
2017	1	12	"Kennard, Luke"	SG	Duke
2017	1	13	"Mitchell, Donovan"	SG	Louisville
2017	1	14	"Adebayo, Bam"	PF/C	Kentucky
2017	1	15	"Jackson, Justin"	SF	North Carolina
2017	1	16	"Patton, Justin"	C	Creighton
2017	1	17	"Wilson, D. J."	PF/SF	Michigan
2017	1	18	"Leaf, T. J."	PF	UCLA
2017	1	19	"Collins, John"	PF	Wake Forest
2017	1	20	"Giles, Harry"	PF/C	Duke
2017	1	21	"Ferguson, Terrance"	SG	Adelaide 36ers
2017	1	22	"Allen, Jarrett"	C	Texas
2017	1	23	"Anunoby, OG"	SF	Indiana
2017	1	24	"Lydon, Tyler"	PF	Syracuse
2017	1	25	"Pase??iks, An?ejs"	C	Herbalife Gran Canaria
2017	1	26	"Swanigan, Caleb"	PF	Purdue
2017	1	27	"Kuzma, Kyle"	PF	Utah
2017	1	28	"Bradley, Tony"	PF/C	North Carolina
2017	1	29	"White, Derrick"	PG/SG	Colorado
2017	1	30	"Hart, Josh"	SG	Villanova
2017	2	31	"Jackson, Frank"	PG	Duke
2017	2	32	"Reed, Davon"	SG	Miami
2017	2	33	"Iwundu, Wes"	SF	Kansas State
2017	2	34	"Mason III, Frank"	PG	Kansas
2017	2	35	"Rabb, Ivan"	PF	California
2017	2	36	"Bolden, Jonah"	PF	FMP Beograd
2017	2	37	"Ojeleye, Semi"	SF/PF	SMU
2017	2	38	"Bell, Jordan"	PF	Oregon
2017	2	39	"Evans, Jawun"	PG	Oklahoma State
2017	2	40	"Bacon, Dwayne"	SG	Florida State
2017	2	41	"Dorsey, Tyler"	SG	Oregon
2017	2	42	"Bryant, Thomas"	PF	Indiana
2017	2	43	"Hartenstein, Isaiah"	PF/C	?algiris Kaunas
2017	2	44	"Dotson, Damyean"	SG	Houston
2017	2	45	"Brooks, Dillon"	SF	Oregon
2017	2	46	"Brown, Sterling"	SG	SMU
2017	2	47	"Anigbogu, Ike"	C	UCLA
2017	2	48	"Thornwell, Sindarius"	SG	South Carolina
2017	2	49	"?an?ar, Vlatko"	SF	Mega Leks
2017	2	50	"Lessort, Mathias"	PF/C	Nanterre 92
2017	2	51	"Morris, Mont¨¦"	PG	Iowa State
2017	2	52	"Sumner, Edmond"	PG	Xavier
2017	2	53	"Allen, Kadeem"	SG	Arizona
2017	2	54	"Peters, Alec"	SF	Valparaiso
2017	2	55	"Williams-Goss, Nigel"	PG	Gonzaga
2017	2	56	"Bird, Jabari"	SG	California
2017	2	57	"Vezenkov, Sasha"	PF	FC Barcelona Lassa
2017	2	58	"Jaramaz, Ognjen"	PG	Mega Leks
2017	2	59	"Blossomgame, Jaron"	SF	Clemson
2017	2	60	"Kaba, Alpha"	PF/C	Mega Leks
2018	1	1	DeAndre Ayton	C	Arizona
2018	1	2	Jaren Jackson Jr.	PF	Michigan St.
2018	1	3	Michael Porter	SF	Missouri
2018	1	4	Marvin Bagley	PF	Duke
2018	1	5	Luka Doncic	SG/SF	Slovenia
2018	1	6	Wendell Carter	PF/C	Duke
2018	1	7	Trae Young	PG	Oklahoma
2018	1	8	Mohamed Bamba	C	Texas
2018	1	9	Collin Sexton	PG	Alabama
2018	1	10	Kevin Knox	SF/PF	Kentucky
2018	1	11	Mikal Bridges	SG/SF	Villanova
2018	1	12	Miles Bridges	SF/PF	Michigan St.
2018	1	13	Shai Gilgeous-Al...	PG	Kentucky
2018	1	14	Robert Williams	PF/C	Texas A&M
2018	1	15	Gary Trent Jr.	SG	Duke
2018	1	16	Lonnie Walker	SG	Miami
2018	1	17	Dzanan Musa	SF	Bosnia & Herz
2018	1	18	Hamidou Diallo	SG	Kentucky
2018	1	19	Khyri Thomas	PG/SG	Creighton
2018	1	20	Mitchell Robinson	C	USA
2018	1	21	Trevon Duval	PG	Duke
2018	1	22	Grayson Allen	SG	Duke
2018	1	23	Chimezie Metu	PF/C	USC
2018	1	24	Landry Shamet	PG/SG	Wichita State
2018	1	25	Brandon McCoy	C	UNLV
2018	1	26	Troy Brown	PG/SG	Oregon
2018	1	27	Omer Yurtseven	C	NC State
2018	1	28	Austin Wiley	C	Auburn
2018	1	29	Tony Carr	PG	Penn State
2018	1	30	Moritz Wagner	PF	Michigan
2018	2	31	Rodions Kurucs	SF	Latvia
2018	2	32	Bruce Brown	SG	Miami
2018	2	33	Kerwin Roach	PG/SG	Texas
2018	2	34	Isaac Bonga	SF	Germany
2018	2	35	Robert Franks	SF/PF	Washington State
2018	2	36	Chandler Hutchison	SG/SF	Boise State
2018	2	37	Kenrich Williams	SF	TCU
2018	2	38	Keita Bates-Diop	SF	Ohio State
2018	2	39	Alize Johnson	PF	Missouri State
2018	2	40	Aaron Holiday	PG	UCLA
2018	2	41	Sviatoslav Mykha	SG	Kansas
2018	2	42	Jaylen Adams	PG/SG	St. Bonaventure
2018	2	43	Kevin Hervey	SF	Texas Arlington
2018	2	44	Allonzo Trier	SG	Arizona
2018	2	45	Keenan Evans	PG/SG	Texas Tech
2018	2	46	Shake Milton	PG/SG	SMU
2018	2	47	Goga Bitadze	C	Rep. of Georgia
2018	2	48	Jalen Brunson	PG	Villanova
2018	2	49	Thomas Wilder	PG	Western Michigan
2018	2	50	Rawle Alkins	SG	Arizona
2018	2	51	Jalen Hudson	SG	Florida
2018	2	52	Devonte Graham	PG	Kansas
2018	2	53	Arnoldas Kulboka	SF	Lithuania
2018	2	54	Melvin Frazier	SG/SF	Tulane
2018	2	55	Joel Berry	PG	North Carolina
2018	2	56	Jacob Evans	SF	Cincinnati
2018	2	57	Jevon Carter	PG	West Virginia
2018	2	58	Borisa Simanic	SF/PF	Serbia
2018	2	59	Bonzie Colson	SF/PF	Notre Dame
2018	2	60	Kendall Stephens	SG/SF	Nevada
