"br_url","Month","Minutes","Points","Rebounds","Assists","Steals","Turnovers","Blocks","First","Last","PlayerIndex","CollegeGames","CollegeMinutes","Pts36","Ast36","Reb36","Stl36","TO36","Blk36","CollegeMPG"
"danny-green-1",2,22,7,2,1,0,2,0,"Danny","Green",428,145,2885,11.454545454545455,1.6363636363636365,3.272727272727273,0,3.272727272727273,0,19.896551724137932
"danny-green-1",3,26,7,4,2,1,1,1,"Danny","Green",428,145,2885,9.692307692307692,2.769230769230769,5.538461538461538,1.3846153846153846,1.3846153846153846,1.3846153846153846,19.896551724137932
"danny-green-1",4,21,1,4,0,2,0,0,"Danny","Green",428,145,2885,1.7142857142857142,0,6.857142857142857,3.4285714285714284,0,0,19.896551724137932
"danny-green-1",11,5,2,3,0,0,0,0,"Danny","Green",428,145,2885,14.4,0,21.599999999999998,0,0,0,19.896551724137932
"danny-green-1",12,10,5,1,0,1,0,0,"Danny","Green",428,145,2885,18,0,3.6,3.6,0,0,19.896551724137932
"dante-cunningham-1",1,172,48,38,3,5,3,6,"Dante","Cunningham",414.99999999999994,139,3780,10.046511627906977,0.627906976744186,7.953488372093023,1.0465116279069768,0.627906976744186,1.255813953488372,27.194244604316548
"dante-cunningham-1",2,217,85,41,3,8,3,9,"Dante","Cunningham",414.9999999999999,139,3780,14.101382488479263,0.4976958525345622,6.80184331797235,1.327188940092166,0.4976958525345622,1.4930875576036866,27.194244604316548
"dante-cunningham-1",3,83,27,24,3,4,1,1,"Dante","Cunningham",414.99999999999994,139,3780,11.710843373493976,1.3012048192771084,10.409638554216867,1.7349397590361446,0.43373493975903615,0.43373493975903615,27.194244604316548
"dante-cunningham-1",4,94,42,27,1,7,6,2,"Dante","Cunningham",414.99999999999994,139,3780,16.085106382978722,0.3829787234042553,10.340425531914894,2.6808510638297873,2.2978723404255317,0.7659574468085106,27.194244604316548
"dante-cunningham-1",11,72,28,18,2,2,1,2,"Dante","Cunningham",414.99999999999994,139,3780,14,1,9,1,0.5,1,27.194244604316548
"dante-cunningham-1",12,109,36,25,2,3,4,2,"Dante","Cunningham",414.9999999999999,139,3779.9999999999995,11.889908256880734,0.6605504587155964,8.256880733944955,0.9908256880733946,1.3211009174311927,0.6605504587155964,27.194244604316545
"dante-exum-1",1,349,77,17,37,6,18,0,"Dante","Exum",,,,7.9426934097421205,3.816618911174785,1.7535816618911175,0.6189111747851003,1.856733524355301,0,
"dante-exum-1",2,257,34,22,32,9,15,1,"Dante","Exum",,,,4.762645914396887,4.482490272373541,3.0817120622568095,1.2607003891050583,2.1011673151750974,0.14007782101167315,
"dante-exum-1",3,397,78,34,32,8,23,5,"Dante","Exum",,,,7.073047858942065,2.90176322418136,3.0831234256926954,0.72544080604534,2.0856423173803527,0.45340050377833757,
"dante-exum-1",4,234,51,9,35,4,25,2,"Dante","Exum",,,,7.846153846153847,5.384615384615384,1.3846153846153846,0.6153846153846154,3.846153846153846,0.3076923076923077,
"dante-exum-1",10,29,7,0,1,1,3,0,"Dante","Exum",,,,8.689655172413794,1.2413793103448276,0,1.2413793103448276,3.7241379310344827,0,
"dante-exum-1",11,284,75,27,39,7,14,4,"Dante","Exum",,,,9.507042253521126,4.943661971830986,3.4225352112676055,0.8873239436619718,1.7746478873239435,0.5070422535211268,
"dante-exum-1",12,271,71,22,22,6,20,2,"Dante","Exum",,,,9.431734317343174,2.922509225092251,2.922509225092251,0.7970479704797048,2.6568265682656826,0.2656826568265683,
"danuel-house-1",11,1,0,1,0,0,0,0,"Danuel","House",930,119,3581,0,0,36,0,0,0,30.092436974789916
"darington-hobson-1",1,39,4,3,6,0,2,0,"Darington","Hobson",549,35,1176,3.692307692307692,5.538461538461538,2.769230769230769,0,1.846153846153846,0,33.6
"dario-saric-1",1,343,160,81,25,10,29,6,"Dario","Saric",,,,16.793002915451893,2.623906705539359,8.501457725947523,1.0495626822157433,3.0437317784256557,0.6297376093294461,
"dario-saric-1",2,362,204,95,34,12,29,3,"Dario","Saric",,,,20.287292817679557,3.3812154696132595,9.447513812154696,1.1933701657458564,2.883977900552486,0.2983425414364641,
"dario-saric-1",3,538,312,119,57,13,52,12,"Dario","Saric",,,,20.877323420074347,3.8141263940520442,7.962825278810408,0.8698884758364313,3.479553903345725,0.8029739776951672,
"dario-saric-1",4,114,61,30,11,7,15,2,"Dario","Saric",,,,19.263157894736842,3.4736842105263155,9.473684210526315,2.2105263157894735,4.7368421052631575,0.631578947368421,
"dario-saric-1",10,53,10,11,4,0,3,0,"Dario","Saric",,,,6.7924528301886795,2.7169811320754715,7.471698113207547,0,2.0377358490566038,0,
"dario-saric-1",11,399,154,96,33,8,34,5,"Dario","Saric",,,,13.894736842105262,2.977443609022556,8.661654135338345,0.7218045112781954,3.0676691729323307,0.45112781954887216,
"dario-saric-1",12,319,139,81,18,7,21,2,"Dario","Saric",,,,15.68652037617555,2.031347962382445,9.141065830721002,0.7899686520376176,2.3699059561128526,0.225705329153605,
"darius-johnson-odom-1",11,6,0,4,1,0,0,0,"Darius","Johnson-Odom",633,105,3234,0,6,24,0,0,0,30.8
"darius-miller-1",1,11,5,0,1,0,0,0,"Darius","Miller",649,152,3784,16.363636363636363,3.272727272727273,0,0,0,0,24.894736842105264
"darius-miller-1",2,91,13,9,4,3,2,3,"Darius","Miller",648.9999999999999,152,3784,5.142857142857142,1.5824175824175826,3.5604395604395602,1.1868131868131868,0.7912087912087913,1.1868131868131868,24.894736842105264
"darius-miller-1",3,213,50,23,15,3,8,6,"Darius","Miller",648.9999999999999,152,3783.9999999999995,8.450704225352112,2.535211267605634,3.887323943661972,0.5070422535211268,1.352112676056338,1.0140845070422535,24.89473684210526
"darius-miller-1",4,65,5,7,2,0,2,0,"Darius","Miller",648.9999999999999,152,3784,2.769230769230769,1.1076923076923078,3.8769230769230774,0,1.1076923076923078,0,24.894736842105264
"darius-miller-1",10,14,3,1,2,2,2,0,"Darius","Miller",649,152,3784,7.7142857142857135,5.142857142857142,2.571428571428571,5.142857142857142,5.142857142857142,0,24.894736842105264
"darius-miller-1",11,176,30,22,12,6,3,2,"Darius","Miller",648.9999999999999,151.99999999999997,3783.9999999999995,6.136363636363636,2.454545454545454,4.5,1.227272727272727,0.6136363636363635,0.4090909090909091,24.894736842105264
"darius-miller-1",12,122,12,16,8,3,6,1,"Darius","Miller",648.9999999999999,152,3783.9999999999995,3.540983606557377,2.360655737704918,4.721311475409836,0.8852459016393442,1.7704918032786885,0.29508196721311475,24.89473684210526
"darius-morris-1",1,128,31,12,12,2,11,0,"Darius","Morris",571,67,1995.9999999999998,8.71875,3.375,3.375,0.5625,3.09375,0,29.7910447761194
"darius-morris-1",2,6,4,0,2,0,3,0,"Darius","Morris",571,67,1995.9999999999998,24,12,0,0,18,0,29.7910447761194
"darius-morris-1",3,2,2,0,0,0,0,0,"Darius","Morris",571,67,1996,36,0,0,0,0,0,29.791044776119403
"darius-morris-1",4,34,9,4,7,0,5,0,"Darius","Morris",571,67,1996,9.529411764705882,7.411764705882352,4.235294117647059,0,5.294117647058823,0,29.791044776119403
"darius-morris-1",5,8,10,0,3,0,1,0,"Darius","Morris",571,67,1995.9999999999998,45,13.5,0,0,4.5,0,29.7910447761194
"darius-songaila-1",1,157,60,39,3,11,9,1,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,13.757961783439491,0.6878980891719745,8.94267515923567,2.522292993630573,2.0636942675159236,0.22929936305732485,26.199999999999996
"darius-songaila-1",2,280,100,58,13,8,9,2,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,12.857142857142858,1.6714285714285715,7.457142857142857,1.0285714285714285,1.157142857142857,0.2571428571428571,26.199999999999996
"darius-songaila-1",3,95,24,32,7,4,5,1,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,9.094736842105263,2.6526315789473682,12.126315789473685,1.5157894736842106,1.894736842105263,0.37894736842105264,26.199999999999996
"darius-songaila-1",4,159,61,32,3,3,8,3,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,13.811320754716983,0.6792452830188679,7.245283018867925,0.6792452830188679,1.8113207547169812,0.6792452830188679,26.199999999999996
"darius-songaila-1",5,20,6,1,1,0,1,0,"Darius","Songaila",60,130,3406,10.799999999999999,1.8,1.8,0,1.8,0,26.2
"darius-songaila-1",10,25,10,5,2,3,0,1,"Darius","Songaila",60,130,3406,14.4,2.88,7.2,4.32,0,1.44,26.2
"darius-songaila-1",11,206,76,49,16,9,11,3,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,13.281553398058252,2.7961165048543686,8.563106796116505,1.5728155339805825,1.9223300970873785,0.5242718446601942,26.199999999999996
"darius-songaila-1",12,121,26,22,5,4,5,2,"Darius","Songaila",59.999999999999986,130,3405.9999999999995,7.735537190082645,1.487603305785124,6.545454545454546,1.1900826446280992,1.487603305785124,0.5950413223140496,26.199999999999996
"darius-washington-1",10,23,7,2,4,2,3,0,"Darius","Washington",339,73,2263,10.956521739130435,6.260869565217391,3.1304347826086953,3.1304347826086953,4.695652173913043,0,31
"darius-washington-1",11,89,35,14,9,2,9,0,"Darius","Washington",339.00000000000006,72.99999999999999,2263,14.157303370786517,3.640449438202247,5.662921348314606,0.8089887640449438,3.640449438202247,0,31.000000000000007
"darius-washington-1",12,33,11,4,2,1,2,0,"Darius","Washington",339,73,2263,12,2.1818181818181817,4.363636363636363,1.0909090909090908,2.1818181818181817,0,31
"darko-milicic-1",1,20,9,7,1,1,1,1,"Darko","Milicic",,,,16.2,1.8,12.6,1.8,1.8,1.8,
"darko-milicic-1",2,24,11,4,1,1,3,1,"Darko","Milicic",,,,16.5,1.5,6,1.5,4.5,1.5,
"darko-milicic-1",3,52,12,17,2,2,4,7,"Darko","Milicic",,,,8.307692307692308,1.3846153846153846,11.76923076923077,1.3846153846153846,2.769230769230769,4.846153846153846,
"darko-milicic-1",4,39,12,11,1,1,1,3,"Darko","Milicic",,,,11.076923076923077,0.923076923076923,10.153846153846153,0.923076923076923,0.923076923076923,2.769230769230769,
"darko-milicic-1",5,5,0,1,1,0,1,0,"Darko","Milicic",,,,0,7.2,7.2,0,7.2,0,
"darko-milicic-1",6,5,0,2,0,1,1,0,"Darko","Milicic",,,,0,0,14.4,7.2,7.2,0,
"darko-milicic-1",10,1,0,,0,0,2,0,"Darko","Milicic",,,,0,0,,0,72,0,
"darko-milicic-1",11,16,0,1,0,2,1,2,"Darko","Milicic",,,,0,0,2.25,4.5,2.25,4.5,
"darko-milicic-1",12,11,5,1,2,0,2,1,"Darko","Milicic",,,,16.363636363636363,6.545454545454546,3.272727272727273,0,6.545454545454546,3.272727272727273,
"darnell-jackson-1",1,47,5,4,1,0,0,0,"Darnell","Jackson",373,124.99999999999999,2075,3.8297872340425534,0.7659574468085106,3.0638297872340425,0,0,0,16.6
"darnell-jackson-1",2,55,6,8,1,3,1,2,"Darnell","Jackson",373,124.99999999999999,2075,3.9272727272727272,0.6545454545454545,5.236363636363636,1.9636363636363636,0.6545454545454545,1.309090909090909,16.6
"darnell-jackson-1",3,86,31,27,2,2,3,0,"Darnell","Jackson",372.99999999999994,124.99999999999999,2075,12.97674418604651,0.8372093023255813,11.30232558139535,0.8372093023255813,1.255813953488372,0,16.6
"darnell-jackson-1",4,137,36,23,3,4,2,1,"Darnell","Jackson",373,124.99999999999999,2075,9.459854014598541,0.7883211678832117,6.0437956204379555,1.051094890510949,0.5255474452554745,0.26277372262773724,16.6
"darnell-jackson-1",5,15,2,5,1,0,1,0,"Darnell","Jackson",373,125,2075,4.8,2.4,12,0,2.4,0,16.6
"darnell-jackson-1",11,28,8,10,1,0,1,0,"Darnell","Jackson",373,125,2075,10.285714285714285,1.2857142857142856,12.857142857142858,0,1.2857142857142856,0,16.6
"darnell-jackson-1",12,82,12,15,0,1,7,1,"Darnell","Jackson",373,124.99999999999999,2075,5.268292682926829,0,6.585365853658536,0.43902439024390244,3.073170731707317,0.43902439024390244,16.6
"darrell-arthur-1",1,297,79,65,8,10,14,6,"Darrell","Arthur",350,77.99999999999999,1708,9.575757575757576,0.9696969696969696,7.878787878787879,1.2121212121212122,1.696969696969697,0.7272727272727273,21.8974358974359
"darrell-arthur-1",2,133,59,28,1,3,4,2,"Darrell","Arthur",350,77.99999999999999,1708,15.969924812030074,0.2706766917293233,7.578947368421052,0.8120300751879699,1.0827067669172932,0.5413533834586466,21.8974358974359
"darrell-arthur-1",3,296,79,67,10,13,6,14,"Darrell","Arthur",350,77.99999999999999,1708,9.608108108108109,1.2162162162162162,8.14864864864865,1.5810810810810811,0.7297297297297298,1.7027027027027029,21.8974358974359
"darrell-arthur-1",4,159,36,55,8,4,4,7,"Darrell","Arthur",350,77.99999999999999,1708,8.150943396226415,1.8113207547169812,12.452830188679245,0.9056603773584906,0.9056603773584906,1.5849056603773584,21.8974358974359
"darrell-arthur-1",10,55,11,25,1,3,0,4,"Darrell","Arthur",350,78,1708,7.2,0.6545454545454545,16.363636363636363,1.9636363636363636,0,2.618181818181818,21.897435897435898
"darrell-arthur-1",11,287,87,70,7,15,13,13,"Darrell","Arthur",350,77.99999999999999,1708,10.912891986062718,0.8780487804878049,8.78048780487805,1.8815331010452963,1.6306620209059235,1.6306620209059235,21.8974358974359
"darrell-arthur-1",12,237,71,36,8,4,6,6,"Darrell","Arthur",350,77.99999999999999,1708,10.784810126582279,1.2151898734177213,5.468354430379747,0.6075949367088607,0.9113924050632911,0.9113924050632911,21.8974358974359
"darren-collison-1",1,230,83,25,42,7,19,1,"Darren","Collison",414.00000000000006,142.00000000000003,4146,12.991304347826087,6.573913043478261,3.9130434782608696,1.0956521739130436,2.9739130434782606,0.1565217391304348,29.197183098591545
"darren-collison-1",2,543,281,51,108,23,62,1,"Darren","Collison",414.00000000000006,142.00000000000003,4146,18.629834254143645,7.160220994475138,3.3812154696132595,1.5248618784530388,4.110497237569061,0.06629834254143646,29.197183098591545
"darren-collison-1",3,630,271,46,146,20,57,1,"Darren","Collison",414.00000000000006,142.00000000000003,4146,15.485714285714288,8.342857142857143,2.6285714285714286,1.1428571428571428,3.257142857142857,0.05714285714285714,29.197183098591545
"darren-collison-1",4,225,114,19,46,8,18,0,"Darren","Collison",414.00000000000006,142,4146,18.240000000000002,7.36,3.04,1.28,2.88,0,29.197183098591548
"darren-collison-1",10,3,1,1,0,0,0,0,"Darren","Collison",414,142,4146,12,0,12,0,0,0,29.197183098591548
"darren-collison-1",11,281,137,29,55,11,23,0,"Darren","Collison",414,142,4146,17.551601423487543,7.0462633451957295,3.715302491103203,1.4092526690391458,2.9466192170818504,0,29.197183098591548
"darren-collison-1",12,193,59,21,35,9,23,1,"Darren","Collison",414.00000000000006,142.00000000000003,4146,11.005181347150259,6.528497409326425,3.9170984455958546,1.6787564766839378,4.290155440414508,0.18652849740932642,29.197183098591545
"darrun-hilliard-1",1,44,15,7,4,1,3,0,"Darrun","Hilliard",849,132,3537.0000000000005,12.272727272727272,3.272727272727273,5.7272727272727275,0.8181818181818182,2.454545454545454,0,26.79545454545455
"darrun-hilliard-1",2,169,62,17,13,4,9,0,"Darrun","Hilliard",849,132,3537,13.207100591715976,2.769230769230769,3.621301775147929,0.8520710059171598,1.9171597633136095,0,26.795454545454547
"darrun-hilliard-1",3,77,36,8,6,2,1,0,"Darrun","Hilliard",849,132,3537,16.83116883116883,2.8051948051948052,3.7402597402597406,0.9350649350649352,0.4675324675324676,0,26.795454545454547
"darrun-hilliard-1",4,38,12,7,3,1,3,1,"Darrun","Hilliard",849,132,3537,11.368421052631579,2.8421052631578947,6.63157894736842,0.9473684210526315,2.8421052631578947,0.9473684210526315,26.795454545454547
"darrun-hilliard-1",11,16,7,4,0,0,2,0,"Darrun","Hilliard",849,132,3537,15.75,0,9,0,4.5,0,26.795454545454547
"darrun-hilliard-1",12,41,20,2,1,1,1,0,"Darrun","Hilliard",849,132,3537,17.5609756097561,0.8780487804878049,1.7560975609756098,0.8780487804878049,0.8780487804878049,0,26.795454545454547
"darryl-watkins-1",10,10,2,4,0,0,2,0,"Darryl","Watkins",340,106,2448,7.2,0,14.4,0,7.2,0,23.09433962264151
"darryl-watkins-1",11,61,10,8,0,2,5,2,"Darryl","Watkins",340,105.99999999999999,2448,5.9016393442622945,0,4.721311475409836,1.180327868852459,2.9508196721311473,1.180327868852459,23.094339622641513
"darryl-watkins-1",12,0,0,0,0,0,0,0,"Darryl","Watkins",340,106,2448,,,,,,,23.09433962264151
"daryl-macon-1",1,3,2,0,0,1,0,0,"Daryl","Macon",1145,71,1988,24,0,0,12,0,0,28
"daryl-macon-1",2,4,2,0,0,0,1,0,"Daryl","Macon",1145,71,1988,18,0,0,0,9,0,28
"daryl-macon-1",3,5,0,0,0,0,0,0,"Daryl","Macon",1145,71,1988,0,0,0,0,0,0,28
"daryl-macon-1",4,76,25,12,7,0,5,0,"Daryl","Macon",1145,71,1988,11.842105263157896,3.31578947368421,5.684210526315789,0,2.3684210526315788,0,28
"daryl-macon-1",10,1,0,0,0,0,0,0,"Daryl","Macon",1145,71,1988,0,0,0,0,0,0,28
"david-andersen-1",1,177,69,44,9,2,6,4,"David","Andersen",,,,14.033898305084746,1.8305084745762712,8.949152542372882,0.4067796610169492,1.2203389830508475,0.8135593220338984,
"david-andersen-1",2,163,61,45,6,4,12,3,"David","Andersen",,,,13.47239263803681,1.325153374233129,9.938650306748468,0.8834355828220859,2.650306748466258,0.6625766871165645,
"david-andersen-1",3,66,38,16,3,2,5,1,"David","Andersen",,,,20.72727272727273,1.6363636363636365,8.727272727272727,1.0909090909090908,2.7272727272727275,0.5454545454545454,
"david-andersen-1",10,37,19,8,1,1,1,1,"David","Andersen",,,,18.486486486486484,0.972972972972973,7.783783783783784,0.972972972972973,0.972972972972973,0.972972972972973,
"david-andersen-1",11,201,87,45,11,1,7,2,"David","Andersen",,,,15.582089552238806,1.9701492537313432,8.059701492537314,0.1791044776119403,1.2537313432835822,0.3582089552238806,
"david-andersen-1",12,249,93,50,14,5,6,1,"David","Andersen",,,,13.44578313253012,2.0240963855421685,7.228915662650603,0.7228915662650602,0.8674698795180723,0.14457831325301204,
"david-harrison-1",1,74,36,9,3,2,3,4,"David","Harrison",91,88,2481,17.513513513513516,1.4594594594594597,4.378378378378379,0.972972972972973,1.4594594594594597,1.945945945945946,28.193181818181817
"david-harrison-1",2,100,41,21,0,4,2,4,"David","Harrison",91.00000000000001,88,2481,14.76,0,7.56,1.44,0.72,1.44,28.193181818181817
"david-harrison-1",3,20,1,4,1,0,2,1,"David","Harrison",91,88,2481,1.8,1.8,7.2,0,3.6,1.8,28.193181818181817
"david-harrison-1",11,276,78,46,4,6,24,18,"David","Harrison",90.99999999999999,88.00000000000001,2480.9999999999995,10.17391304347826,0.5217391304347826,6,0.7826086956521738,3.1304347826086953,2.3478260869565215,28.19318181818181
"david-harrison-1",12,291,108,55,5,4,22,28,"David","Harrison",90.99999999999999,88,2480.9999999999995,13.360824742268042,0.6185567010309279,6.804123711340206,0.4948453608247423,2.721649484536082,3.463917525773196,28.193181818181813
"david-lee-1",1,350,101,94,13,5,12,4,"David","Lee",173,126.99999999999999,3174.9999999999995,10.38857142857143,1.3371428571428572,9.668571428571429,0.5142857142857142,1.2342857142857144,0.4114285714285714,25
"david-lee-1",2,133,35,29,5,4,7,1,"David","Lee",173,126.99999999999999,3174.9999999999995,9.473684210526315,1.3533834586466165,7.849624060150376,1.0827067669172932,1.894736842105263,0.2706766917293233,25
"david-lee-1",3,242,79,64,7,3,11,7,"David","Lee",173,126.99999999999999,3174.9999999999995,11.75206611570248,1.0413223140495869,9.520661157024794,0.4462809917355372,1.6363636363636365,1.0413223140495869,25
"david-lee-1",4,201,73,48,7,12,6,2,"David","Lee",173,126.99999999999999,3174.9999999999995,13.074626865671643,1.2537313432835822,8.597014925373134,2.1492537313432836,1.0746268656716418,0.3582089552238806,25
"david-lee-1",11,135,38,50,8,3,12,3,"David","Lee",173,126.99999999999999,3174.9999999999995,10.133333333333335,2.1333333333333333,13.333333333333332,0.8,3.2,0.8,25
"david-lee-1",12,77,19,18,3,3,3,3,"David","Lee",173.00000000000003,127,3175,8.883116883116884,1.4025974025974026,8.415584415584416,1.4025974025974026,1.4025974025974026,1.4025974025974026,25
"david-noel-1",1,148,34,21,11,5,9,1,"David","Noel",263,126.99999999999999,2946,8.27027027027027,2.675675675675676,5.108108108108108,1.2162162162162162,2.1891891891891895,0.24324324324324326,23.19685039370079
"david-noel-1",2,73,7,12,10,2,3,0,"David","Noel",263,126.99999999999999,2945.9999999999995,3.4520547945205475,4.931506849315069,5.917808219178082,0.9863013698630136,1.4794520547945205,0,23.196850393700785
"david-noel-1",3,124,22,20,9,4,10,4,"David","Noel",263,126.99999999999997,2945.9999999999995,6.387096774193549,2.612903225806452,5.806451612903226,1.161290322580645,2.903225806451613,1.161290322580645,23.19685039370079
"david-noel-1",4,246,76,39,17,7,12,1,"David","Noel",263,126.99999999999999,2945.9999999999995,11.121951219512196,2.4878048780487805,5.7073170731707314,1.024390243902439,1.7560975609756098,0.14634146341463417,23.196850393700785
"david-noel-1",11,64,21,10,8,1,2,3,"David","Noel",263,126.99999999999999,2945.9999999999995,11.8125,4.5,5.625,0.5625,1.125,1.6875,23.196850393700785
"david-noel-1",12,137,24,21,10,6,4,0,"David","Noel",263,126.99999999999999,2946,6.306569343065694,2.627737226277372,5.518248175182482,1.5766423357664234,1.051094890510949,0,23.19685039370079
"david-nwaba-1",2,5,0,1,0,0,0,0,"David","Nwaba",949,88,2288,0,0,7.2,0,0,0,26
"david-nwaba-1",3,261,69,45,7,7,5,7,"David","Nwaba",949,88.00000000000001,2288,9.517241379310345,0.9655172413793104,6.206896551724139,0.9655172413793104,0.689655172413793,0.9655172413793104,25.999999999999996
"david-nwaba-1",4,132,51,17,7,6,6,0,"David","Nwaba",949,88,2288,13.909090909090908,1.9090909090909092,4.636363636363637,1.6363636363636365,1.6363636363636365,0,26
"david-stockton-1",2,7,1,2,1,0,2,0,"David","Stockton",821,138,2746,5.142857142857142,5.142857142857142,10.285714285714285,0,10.285714285714285,0,19.89855072463768
"david-stockton-1",4,26,7,0,8,2,2,0,"David","Stockton",821,138,2746,9.692307692307692,11.076923076923077,0,2.769230769230769,2.769230769230769,0,19.89855072463768
"david-wear-1",3,2,0,1,1,0,0,0,"David","Wear",824,130,2834,0,18,18,0,0,0,21.8
"david-wear-1",4,5,0,1,0,0,0,0,"David","Wear",824,130,2834,0,0,7.2,0,0,0,21.8
"david-west-1",1,81,26,22,6,0,2,0,"David","West",64,126,4208,11.555555555555555,2.6666666666666665,9.777777777777777,0,0.8888888888888888,0,33.3968253968254
"david-west-1",2,189,57,70,8,6,4,7,"David","West",64,126,4208,10.857142857142856,1.5238095238095237,13.333333333333332,1.1428571428571428,0.7619047619047619,1.3333333333333333,33.3968253968254
"david-west-1",3,233,66,62,20,10,12,11,"David","West",64,126.00000000000001,4208,10.197424892703863,3.0901287553648067,9.579399141630901,1.5450643776824033,1.854077253218884,1.699570815450644,33.39682539682539
"david-west-1",4,175,59,50,12,4,16,5,"David","West",64,126,4208,12.137142857142857,2.468571428571429,10.285714285714285,0.8228571428571428,3.2914285714285714,1.0285714285714285,33.3968253968254
"david-west-1",5,23,11,6,3,1,0,2,"David","West",64,126,4208,17.217391304347828,4.695652173913043,9.391304347826086,1.5652173913043477,0,3.1304347826086953,33.3968253968254
"david-west-1",10,14,12,7,0,0,1,0,"David","West",64,126,4208,30.857142857142854,0,18,0,2.571428571428571,0,33.3968253968254
"david-west-1",11,138,28,42,10,3,13,2,"David","West",64,126.00000000000001,4208,7.304347826086957,2.608695652173913,10.956521739130435,0.7826086956521738,3.391304347826087,0.5217391304347826,33.39682539682539
"david-west-1",12,183,55,68,9,5,7,5,"David","West",64,126.00000000000001,4208,10.819672131147541,1.7704918032786885,13.37704918032787,0.9836065573770492,1.3770491803278688,0.9836065573770492,33.39682539682539
"davis-bertans-1",1,170,94,20,15,4,5,7,"Davis","Bertans",,,,19.905882352941177,3.1764705882352944,4.235294117647059,0.8470588235294118,1.0588235294117647,1.4823529411764707,
"davis-bertans-1",2,128,44,17,8,5,7,2,"Davis","Bertans",,,,12.375,2.25,4.78125,1.40625,1.96875,0.5625,
"davis-bertans-1",3,119,43,19,6,2,7,5,"Davis","Bertans",,,,13.008403361344538,1.815126050420168,5.747899159663865,0.6050420168067226,2.1176470588235294,1.512605042016807,
"davis-bertans-1",4,170,69,18,5,4,6,5,"Davis","Bertans",,,,14.611764705882353,1.0588235294117647,3.8117647058823527,0.8470588235294118,1.2705882352941176,1.0588235294117647,
"davis-bertans-1",5,65,20,14,2,3,4,2,"Davis","Bertans",,,,11.076923076923077,1.1076923076923078,7.753846153846155,1.6615384615384616,2.2153846153846155,1.1076923076923078,
"davis-bertans-1",10,33,14,5,0,0,2,3,"Davis","Bertans",,,,15.272727272727273,0,5.454545454545455,0,2.1818181818181817,3.272727272727273,
"davis-bertans-1",11,152,46,14,5,1,3,6,"Davis","Bertans",,,,10.894736842105264,1.1842105263157894,3.31578947368421,0.23684210526315788,0.7105263157894737,1.4210526315789473,
"davis-bertans-1",12,78,9,11,8,4,4,2,"Davis","Bertans",,,,4.153846153846154,3.692307692307692,5.076923076923077,1.846153846153846,1.846153846153846,0.923076923076923,
"davon-reed-1",1,13,0,1,1,0,1,0,"Davon","Reed",1069,131,3681,0,2.769230769230769,2.769230769230769,0,2.769230769230769,0,28.099236641221374
"davon-reed-1",2,43,9,5,3,2,1,1,"Davon","Reed",1069,131,3681,7.534883720930233,2.511627906976744,4.186046511627907,1.6744186046511627,0.8372093023255813,0.8372093023255813,28.099236641221374
"davon-reed-1",3,129,39,25,5,7,5,1,"Davon","Reed",1069,131,3680.9999999999995,10.883720930232558,1.3953488372093024,6.976744186046512,1.9534883720930232,1.3953488372093024,0.27906976744186046,28.09923664122137
"davon-reed-1",4,57,15,8,4,1,3,0,"Davon","Reed",1069,131,3681,9.473684210526315,2.526315789473684,5.052631578947368,0.631578947368421,1.894736842105263,0,28.099236641221374
"de'aaron-fox-1",1,421,198,31,73,15,35,4,"De'Aaron","Fox",,,,16.931116389548695,6.242280285035629,2.65083135391924,1.2826603325415677,2.992874109263658,0.3420427553444181,
"de'aaron-fox-1",2,299,131,26,52,13,26,1,"De'Aaron","Fox",,,,15.77257525083612,6.260869565217391,3.1304347826086953,1.5652173913043477,3.1304347826086953,0.12040133779264214,
"de'aaron-fox-1",3,406,169,36,61,13,33,7,"De'Aaron","Fox",,,,14.985221674876847,5.408866995073892,3.1921182266009853,1.1527093596059115,2.926108374384236,0.6206896551724138,
"de'aaron-fox-1",4,168,73,30,26,4,14,1,"De'Aaron","Fox",,,,15.642857142857142,5.571428571428571,6.428571428571429,0.8571428571428571,3,0.21428571428571427,
"de'aaron-fox-1",10,188,94,30,35,5,13,0,"De'Aaron","Fox",,,,18,6.702127659574468,5.74468085106383,0.9574468085106383,2.4893617021276597,0,
"de'aaron-fox-1",11,365,120,34,57,14,33,2,"De'Aaron","Fox",,,,11.835616438356164,5.621917808219178,3.353424657534247,1.3808219178082193,3.254794520547945,0.19726027397260273,
"de'aaron-fox-1",12,176,59,17,16,6,19,5,"De'Aaron","Fox",,,,12.068181818181817,3.272727272727273,3.477272727272727,1.227272727272727,3.8863636363636362,1.0227272727272727,
"de'anthony-melton-1",1,251,56,33,51,19,22,11,"De'Anthony","Melton",,,,8.03187250996016,7.314741035856574,4.733067729083665,2.7250996015936257,3.155378486055777,1.5776892430278886,
"de'anthony-melton-1",2,19,4,3,4,1,0,0,"De'Anthony","Melton",,,,7.578947368421052,7.578947368421052,5.684210526315789,1.894736842105263,0,0,
"de'anthony-melton-1",3,204,34,31,31,12,12,5,"De'Anthony","Melton",,,,6,5.470588235294117,5.470588235294117,2.1176470588235294,2.1176470588235294,0.8823529411764706,
