"","pre_nba_group","pre_nba_group_str","MonthStr","MonthSegment","MonthBin","round","cbb_minutes","cbb_games","intl_game","intl_minutes","mean_gs","mean_gs_per_36","size","bin_date","draft_round","text"
"362",1,"1 (NCAA)","4 (Jan)",10,1,3,903,30,0,0,0.9,3.6,1,"1st-10th","Undrafted","Time: 4 (Jan)	1st-10th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 1
Avg. Game Score: 3.6"
"363",1,"1 (NCAA)","4 (Jan)",10,1,3,980,28,0,0,6.3,7.6704545455,2,"1st-10th","Undrafted","Time: 4 (Jan)	1st-10th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 2
Avg. Game Score: 7.67"
"364",1,"1 (NCAA)","4 (Jan)",11,2,1,0,27,0,0,2.03333333333333,6.95,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 6.95"
"365",1,"1 (NCAA)","4 (Jan)",11,2,1,7,6,0,0,2.6,6.15,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 6.15"
"366",1,"1 (NCAA)","4 (Jan)",11,2,1,30,4,0,0,8,8.8138519925,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.81"
"367",1,"1 (NCAA)","4 (Jan)",11,2,1,742,23,0,0,2.9,6.525,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 6.53"
"368",1,"1 (NCAA)","4 (Jan)",11,2,1,748,32,0,0,2.96666666666667,6.799480521,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 6.8"
"369",1,"1 (NCAA)","4 (Jan)",11,2,1,765,24,0,0,4.2,5.791935484,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 5.79"
"370",1,"1 (NCAA)","4 (Jan)",11,2,1,846,34,0,0,4.4,8.7272727275,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.73"
"371",1,"1 (NCAA)","4 (Jan)",11,2,1,889,31,0,0,4.8,6.646153846,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 6.65"
"372",1,"1 (NCAA)","4 (Jan)",11,2,1,890,31,0,0,6.3,8.1,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 8.1"
"373",1,"1 (NCAA)","4 (Jan)",11,2,1,895,31,0,0,1.2,8.64,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 8.64"
"374",1,"1 (NCAA)","4 (Jan)",11,2,1,906,30,0,0,5.5,11,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 11"
"375",1,"1 (NCAA)","4 (Jan)",11,2,1,917,31,0,0,4.75,8.057368421,4,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 8.06"
"376",1,"1 (NCAA)","4 (Jan)",11,2,1,924,32,0,0,1.2,3.323076923,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 3.32"
"377",1,"1 (NCAA)","4 (Jan)",11,2,1,948,35,0,0,2.525,5.8045454545,4,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 5.8"
"378",1,"1 (NCAA)","4 (Jan)",11,2,1,961,31,0,0,2.8,3.36,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 3.36"
"379",1,"1 (NCAA)","4 (Jan)",11,2,1,965,29,0,0,6.35,7.4756756755,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.48"
"380",1,"1 (NCAA)","4 (Jan)",11,2,1,986,33,0,0,6.375,7.19181818175,4,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 7.19"
"381",1,"1 (NCAA)","4 (Jan)",11,2,1,988,29,0,0,0.5,4.5,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 4.5"
"382",1,"1 (NCAA)","4 (Jan)",11,2,1,992,34,0,0,1.2,5.4,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 5.4"
"383",1,"1 (NCAA)","4 (Jan)",11,2,1,1039,33,0,0,3.96666666666667,7.14,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 7.14"
"384",1,"1 (NCAA)","4 (Jan)",11,2,1,1046,35,0,0,2.96666666666667,6.90289855066667,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 6.9"
"385",1,"1 (NCAA)","4 (Jan)",11,2,1,1049,33,0,0,0.7,3.15,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 3.15"
"386",1,"1 (NCAA)","4 (Jan)",11,2,1,1062,33,0,0,3.13333333333333,7.63589743666667,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 7.64"
"387",1,"1 (NCAA)","4 (Jan)",11,2,1,1071,30,0,0,5.8,8.3330357145,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.33"
"388",1,"1 (NCAA)","4 (Jan)",11,2,1,1110,32,0,0,6.15,5.439512195,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 5.44"
"389",1,"1 (NCAA)","4 (Jan)",11,2,1,1128,34,0,0,3.7,7.451552795,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.45"
"390",1,"1 (NCAA)","4 (Jan)",11,2,1,1132,32,0,0,5.5,5.823529412,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 5.82"
"391",1,"1 (NCAA)","4 (Jan)",11,2,1,1148,35,0,0,4.2,4.725,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 4.72"
"392",1,"1 (NCAA)","4 (Jan)",11,2,1,1151,33,0,0,5.25,6.203921569,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 6.2"
"393",1,"1 (NCAA)","4 (Jan)",11,2,1,1155,32,0,0,1.3,4.7272727275,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 4.73"
"394",1,"1 (NCAA)","4 (Jan)",11,2,1,1169,35,0,0,2.85,4.62,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 4.62"
"395",1,"1 (NCAA)","4 (Jan)",11,2,1,1172,35,0,0,7.9,9.806896552,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 9.81"
"396",1,"1 (NCAA)","4 (Jan)",11,2,1,1188,35,0,0,6.85,8.868,4,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 8.87"
"397",1,"1 (NCAA)","4 (Jan)",11,2,1,1216,33,0,0,6.2,6.032432432,1,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 6.03"
"398",1,"1 (NCAA)","4 (Jan)",11,2,1,1256,35,0,0,8.15,8.1051649935,2,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.11"
"399",1,"1 (NCAA)","4 (Jan)",11,2,1,1274,35,0,0,7.03333333333333,7.10781070366667,3,"11th-20th","1st round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 7.11"
"400",1,"1 (NCAA)","4 (Jan)",11,2,2,7,6,0,0,2.6,6.15,2,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 6.15"
"401",1,"1 (NCAA)","4 (Jan)",11,2,2,156,32,0,0,4.2,7.5393356645,4,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 4
Avg. Game Score: 7.54"
"402",1,"1 (NCAA)","4 (Jan)",11,2,2,202,27,0,0,3.2,11.52,1,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 1
Avg. Game Score: 11.52"
"403",1,"1 (NCAA)","4 (Jan)",11,2,2,286,22,0,0,3.2,6.7914473685,2,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 6.79"
"404",1,"1 (NCAA)","4 (Jan)",11,2,2,530,26,0,0,2.55,11.58,2,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 11.58"
"405",1,"1 (NCAA)","4 (Jan)",11,2,2,672,31,0,0,3.9,10.006153846,2,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 10.01"
"406",1,"1 (NCAA)","4 (Jan)",11,2,2,703,35,0,0,5.55,7.40117647,2,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 7.4"
"407",1,"1 (NCAA)","4 (Jan)",11,2,2,790,25,0,0,4,4.8,1,"11th-20th","2nd round","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 1
Avg. Game Score: 4.8"
"408",1,"1 (NCAA)","4 (Jan)",11,2,3,0,5,0,0,5.15,8.1535714285,2,"11th-20th","Undrafted","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 2
Avg. Game Score: 8.15"
"409",1,"1 (NCAA)","4 (Jan)",11,2,3,9,9,0,0,0.7,8.4,1,"11th-20th","Undrafted","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 1
Avg. Game Score: 8.4"
"410",1,"1 (NCAA)","4 (Jan)",11,2,3,450,28,0,0,1.775,5.487371452,4,"11th-20th","Undrafted","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 4
Avg. Game Score: 5.49"
"411",1,"1 (NCAA)","4 (Jan)",11,2,3,903,30,0,0,1.35,4.9636363635,2,"11th-20th","Undrafted","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 2
Avg. Game Score: 4.96"
"412",1,"1 (NCAA)","4 (Jan)",11,2,3,980,28,0,0,8.025,7.64415181125,4,"11th-20th","Undrafted","Time: 4 (Jan)	11th-20th
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 4
Avg. Game Score: 7.64"
"413",1,"1 (NCAA)","4 (Jan)",12,3,1,0,27,0,0,6.3,11.93684211,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 11.94"
"414",1,"1 (NCAA)","4 (Jan)",12,3,1,7,6,0,0,4.45,8.06,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.06"
"415",1,"1 (NCAA)","4 (Jan)",12,3,1,30,4,0,0,7.1,9.406189398,6,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 6
Avg. Game Score: 9.41"
"416",1,"1 (NCAA)","4 (Jan)",12,3,1,302,11,0,0,6.7,8.54,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.54"
"417",1,"1 (NCAA)","4 (Jan)",12,3,1,671,33,0,0,1.5,10.8,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 10.8"
"418",1,"1 (NCAA)","4 (Jan)",12,3,1,748,32,0,0,2.7,9.39,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 9.39"
"419",1,"1 (NCAA)","4 (Jan)",12,3,1,754,34,0,0,6.95,7.1325,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.13"
"420",1,"1 (NCAA)","4 (Jan)",12,3,1,765,24,0,0,8.86666666666667,11.0923197466667,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 11.09"
"421",1,"1 (NCAA)","4 (Jan)",12,3,1,828,32,0,0,3.2,7.525791855,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.53"
"422",1,"1 (NCAA)","4 (Jan)",12,3,1,846,34,0,0,2.4,5.9647058825,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 5.96"
"423",1,"1 (NCAA)","4 (Jan)",12,3,1,890,31,0,0,3.7,7.915909091,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.92"
"424",1,"1 (NCAA)","4 (Jan)",12,3,1,895,31,0,0,1.55,7.3,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.3"
"425",1,"1 (NCAA)","4 (Jan)",12,3,1,906,30,0,0,1.9,5.261538462,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 5.26"
"426",1,"1 (NCAA)","4 (Jan)",12,3,1,917,31,0,0,4.6,8.84,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 8.84"
"427",1,"1 (NCAA)","4 (Jan)",12,3,1,938,34,0,0,4.075,6.49697802275,4,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 6.5"
"428",1,"1 (NCAA)","4 (Jan)",12,3,1,948,35,0,0,2.875,6.34629488175,4,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 6.35"
"429",1,"1 (NCAA)","4 (Jan)",12,3,1,961,31,0,0,10.65,11.127272725,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 11.13"
"430",1,"1 (NCAA)","4 (Jan)",12,3,1,965,29,0,0,7.8,9.0580645155,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 9.06"
"431",1,"1 (NCAA)","4 (Jan)",12,3,1,965,34,0,0,7.25,10.677,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 10.68"
"432",1,"1 (NCAA)","4 (Jan)",12,3,1,986,33,0,0,5.7,7.18579818025,4,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 7.19"
"433",1,"1 (NCAA)","4 (Jan)",12,3,1,988,29,0,0,1.2,8.64,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 8.64"
"434",1,"1 (NCAA)","4 (Jan)",12,3,1,992,34,0,0,0.6,7.2,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 7.2"
"435",1,"1 (NCAA)","4 (Jan)",12,3,1,1016,31,0,0,0.95,3.96,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 3.96"
"436",1,"1 (NCAA)","4 (Jan)",12,3,1,1039,33,0,0,9.4,10.7961824,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 10.8"
"437",1,"1 (NCAA)","4 (Jan)",12,3,1,1046,35,0,0,0.9,6.48,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 6.48"
"438",1,"1 (NCAA)","4 (Jan)",12,3,1,1060,35,0,0,6.7,10.48695652,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 10.49"
"439",1,"1 (NCAA)","4 (Jan)",12,3,1,1071,30,0,0,5.5,8.440909091,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 8.44"
"440",1,"1 (NCAA)","4 (Jan)",12,3,1,1110,32,0,0,8.63333333333333,7.58048780466667,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 7.58"
"441",1,"1 (NCAA)","4 (Jan)",12,3,1,1128,34,0,0,3.6,7.5,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.5"
"442",1,"1 (NCAA)","4 (Jan)",12,3,1,1132,32,0,0,5.5,6,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 6"
"443",1,"1 (NCAA)","4 (Jan)",12,3,1,1139,34,0,0,5.7,8.92173913,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 8.92"
"444",1,"1 (NCAA)","4 (Jan)",12,3,1,1148,35,0,0,9.4,8.718621014,4,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 8.72"
"445",1,"1 (NCAA)","4 (Jan)",12,3,1,1155,32,0,0,3.23333333333333,8.06576923066667,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 8.07"
"446",1,"1 (NCAA)","4 (Jan)",12,3,1,1169,35,0,0,2.9,4.35,1,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 1
Avg. Game Score: 4.35"
"447",1,"1 (NCAA)","4 (Jan)",12,3,1,1188,35,0,0,4.26666666666667,5.8,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 5.8"
"448",1,"1 (NCAA)","4 (Jan)",12,3,1,1216,33,0,0,7.6,7.08201688666667,3,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 3
Avg. Game Score: 7.08"
"449",1,"1 (NCAA)","4 (Jan)",12,3,1,1256,35,0,0,5.95,5.9985714285,2,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 6"
"450",1,"1 (NCAA)","4 (Jan)",12,3,1,1274,35,0,0,7.45,6.58878919875,4,"21st-end of month","1st round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 6.59"
"451",1,"1 (NCAA)","4 (Jan)",12,3,2,0,28,0,0,4.4,4.8,1,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 1
Avg. Game Score: 4.8"
"452",1,"1 (NCAA)","4 (Jan)",12,3,2,7,6,0,0,4.45,8.06,2,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 8.06"
"453",1,"1 (NCAA)","4 (Jan)",12,3,2,156,32,0,0,2.6,3.4666666665,2,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 3.47"
"454",1,"1 (NCAA)","4 (Jan)",12,3,2,530,26,0,0,4.15,9.6050420165,2,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 9.61"
"455",1,"1 (NCAA)","4 (Jan)",12,3,2,651,35,0,0,0.6,7.2,1,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 1
Avg. Game Score: 7.2"
"456",1,"1 (NCAA)","4 (Jan)",12,3,2,672,31,0,0,2.45,7.4863636365,2,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 2
Avg. Game Score: 7.49"
"457",1,"1 (NCAA)","4 (Jan)",12,3,2,703,35,0,0,6.86666666666667,7.96917638766667,3,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 3
Avg. Game Score: 7.97"
"458",1,"1 (NCAA)","4 (Jan)",12,3,2,790,25,0,0,4.55,7.9981730775,4,"21st-end of month","2nd round","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: 2nd round
Size: 4
Avg. Game Score: 8"
"459",1,"1 (NCAA)","4 (Jan)",12,3,3,0,5,0,0,7.6,10.4276551733333,3,"21st-end of month","Undrafted","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 3
Avg. Game Score: 10.43"
"460",1,"1 (NCAA)","4 (Jan)",12,3,3,40,5,0,0,1,9,1,"21st-end of month","Undrafted","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 1
Avg. Game Score: 9"
"461",1,"1 (NCAA)","4 (Jan)",12,3,3,450,28,0,0,3.53333333333333,7.35844155933333,3,"21st-end of month","Undrafted","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 3
Avg. Game Score: 7.36"
"462",1,"1 (NCAA)","4 (Jan)",12,3,3,903,30,0,0,3.56666666666667,6.35557894733333,3,"21st-end of month","Undrafted","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 3
Avg. Game Score: 6.36"
"463",1,"1 (NCAA)","4 (Jan)",12,3,3,980,28,0,0,7.93333333333333,8.13808049533333,3,"21st-end of month","Undrafted","Time: 4 (Jan)	21st-end of month
Pre-NBA Group: 1 (NCAA)
Draft Pos: Undrafted
Size: 3
Avg. Game Score: 8.14"
"464",1,"1 (NCAA)","5 (Feb)",13,1,1,0,27,0,0,4.325,7.7858241765,4,"1st-10th","1st round","Time: 5 (Feb)	1st-10th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 4
Avg. Game Score: 7.79"
"465",1,"1 (NCAA)","5 (Feb)",13,1,1,7,6,0,0,5.6,7.7916666665,2,"1st-10th","1st round","Time: 5 (Feb)	1st-10th
Pre-NBA Group: 1 (NCAA)
Draft Pos: 1st round
Size: 2
Avg. Game Score: 7.79"
