year,round,pick,First,Last,Unnamed: 5
2010,2,35,Nemanja,Bjelica,
2010,2,36,Terrico,White,
2010,2,37,Darington,Hobson,
2010,2,38,Andy,Rautins,
2010,2,39,Landry,Fields,
2010,2,40,Lance,Stephenson,
2010,2,41,Jarvis,Varnado,
2010,2,42,DaSean,Butler,
2010,2,43,Devin,Ebanks,
2010,2,44,Jerome,Jordan,
2010,2,45,Paulao,Prestes,
2010,2,46,Gani,Lawal,
2010,2,47,Tiny,Gallon,
2010,2,48,Latavious,Williams,
2010,2,49,Ryan,Richards,
2010,2,50,Solomon,Alabi,
2010,2,51,Magnum,Rolle,
2010,2,52,Luke,Harangody,
2010,2,53,Pape,Sy,
2010,2,54,Willie,Warren,
2010,2,55,Jeremy,Evans,
2010,2,56,Hamady,Ndiaye,
2010,2,57,Ryan,Reid,
2010,2,58,Derrick,Caracter,
2010,2,59,Stanley,Robinson,
2010,2,60,Dwayne,Collins,
1997,1,1,Tim,Duncan,
1997,1,2,Keith,VanHorn,
1997,1,3,Chauncey,Billups,
2011,1,1,Kyrie,Irving,
2011,1,2,Derrick,Williams,
2011,1,3,Enes,Kanter,
2011,1,4,Tristan,Thompson,
2011,1,5,Jonas,Valanciunas,
2011,1,6,Jan,Vesely,
2011,1,7,Bismack,Biyombo,
2011,1,8,Brandon,Knight,
2011,1,9,Kemba,Walker,
2011,1,10,Jimmer,Fredette,
2011,1,11,Klay,Thompson,
2011,1,12,Alec,Burks,
2011,1,13,Markieff,Morris,
2011,1,14,Marcus,Morris,
2011,1,15,Kawhi,Leonard,
2011,1,16,Nikola,Vucevic,
2011,1,17,Iman,Shumpert,
2011,1,18,Chris,Singleton,
2011,1,19,Tobias,Harris,
2011,1,20,Donatas,Motiejunas,
2011,1,21,Nolan,Smith,
2011,1,22,Kenneth,Faried,
2011,1,23,Nikola,Mirotic,
2011,1,24,Reggie,Jackson,
2011,1,25,MarShon,Brooks,
2011,1,26,Jordan,Hamilton,
2011,1,27,JaJuan,Johnson,
2011,1,28,Norris,Cole,
2011,1,29,Cory,Joseph,
2011,1,30,Jimmy,Butler,
2011,2,31,Bojan,Bogdanovic,
2011,2,32,Justin,Harper,
2011,2,33,Kyle,Singler,
2011,2,34,Shelvin,Mack,
2011,2,35,Tyler,Honeycutt,
2011,2,36,Jordan,Williams,
2011,2,37,Trey,Thompkins,
2011,2,38,Chandler,Parsons,
2011,2,39,Jeremy,Tyler,
2011,2,40,Jon,Leuer,
2011,2,41,Darius,Morris,
2011,2,42,Davis,Bertans,
2011,2,43,Malcolm,Lee,
2011,2,44,Charles,Jenkins,
2011,2,45,Josh,Harrellson,
2011,2,46,Andrew,Goudelock,
2011,2,47,Travis,Leslie,
2011,2,48,Keith,Benson,
2011,2,49,Josh,Selby,
2011,2,50,Lavoy,Allen,
2011,2,51,Jon,Diebler,
2011,2,52,Vernon,Macklin,
2011,2,53,DeAndre,Liggins,
2011,2,54,Milan,Macvan,
2011,2,55,Etwaun,Moore,
2011,2,56,Chukwudiebere,Maduabum,
2011,2,57,Tanguy,Ngombo,
2011,2,58,Ater,Majok,
2011,2,59,Adam,Hanga,
2011,2,60,Isaiah,Thomas,
2012,1,1,Anthony,Davis,
2012,1,2,Michael,Kidd-Gilchrist,
2012,1,3,Bradley,Beal,
2012,1,4,Dion,Waiters,
2012,1,5,Thomas,Robinson,
2012,1,6,Damian,Lillard,
2012,1,7,Harrison,Barnes,
2012,1,8,Terrence,Ross,
2012,1,9,Andre,Drummond,
2012,1,10,Austin,Rivers,
2012,1,11,Meyers,Leonard,
2012,1,12,Jeremy,Lamb,
2012,1,13,Kendall,Marshall,
2012,1,14,John,Henson,
2012,1,15,Maurice,Harkless,
2012,1,16,Royce,White,
2012,1,17,Tyler,Zeller,
2012,1,18,Terrence,Jones,
2012,1,19,Andrew,Nicholson,
2012,1,20,Evan,Fournier,
2012,1,21,Jared,Sullinger,
2012,1,22,Fab,Melo,
2012,1,23,John,Jenkins,
2012,1,24,Jared,Cunningham,
2012,1,25,Tony,Wroten,
2012,1,26,Miles,Plumlee,
2012,1,27,Arnett,Moultrie,
2012,1,28,Perry,JonesIII,
2012,1,29,Marquis,Teague,
2012,1,30,Festus,Ezeli,
2012,2,31,Jeffery,Taylor,
2012,2,32,Tomas,Satoransky,
2012,2,33,Bernard,James,
2012,2,34,Jae,Crowder,
2012,2,35,Draymond,Green,
2012,2,36,Orlando,Johnson,
2012,2,37,Quincy,Acy,
2012,2,38,Quincy,Miller,
2012,2,39,Khris,Middleton,
2012,2,40,Will,Barton,
2012,2,41,Tyshawn,Taylor,
2012,2,42,Doron,Lamb,
2012,2,43,Mike,Scott,
2012,2,44,Kim,English,
2012,2,45,Justin,Hamilton,
2012,2,46,Darius,Miller,
2012,2,47,Kevin,Murphy,
2012,2,48,Kostas,Papanikolaou,
2012,2,49,Kyle,O'Quinn,
2012,2,50,Izzet,Turkyilmaz,
2012,2,51,Kris,Joseph,
2012,2,52,Ognjen,Kuzmic,
2012,2,53,Furkan,Aldemir,
2012,2,54,Tornike,Shengelia,
2012,2,55,Darius,Johnson-Odom,
2012,2,56,Tomislav,Zubcic,
2012,2,57,?lkan,Karaman,
2012,2,58,Robbie,Hummel,
2012,2,59,Marcus,Denmon,
2012,2,60,Robert,Sacre,
2013,1,1,Anthony,Bennett,
2013,1,2,Victor,Oladipo,
2013,1,3,Otto,Porter,
2013,1,4,Cody,Zeller,
2013,1,5,Alex,Len,
2013,1,6,Nerlens,Noel,
2013,1,7,Ben,McLemore,
2013,1,8,Kentavious,Caldwell-Pope,
2013,1,9,Trey,Burke,
2013,1,10,CJ,McCollum,
2013,1,11,Michael,Carter-Williams,
2013,1,12,Steven,Adams,
2013,1,13,Kelly,Olynyk,
2013,1,14,Shabazz,Muhammad,
2013,1,15,Giannis,Antetokounmpo,
2013,1,16,Lucas,Nogueira,
2013,1,17,Dennis,Schroder,
2013,1,18,Shane,Larkin,
2013,1,19,Sergey,Karasev,
2013,1,20,Tony,Snell,
2013,1,21,Gorgui,Dieng,
2013,1,22,Mason,Plumlee,
2013,1,23,Solomon,Hill,
2013,1,24,Tim,HardawayJr,
2013,1,25,Reggie,Bullock,
2013,1,26,Andre,Roberson,
2013,1,27,Rudy,Gobert,
2013,1,28,Livio,Jean-Charles,
2013,1,29,Archie,Goodwin,
2013,1,30,Nemanja,Nedovic,
2013,2,31,Allen,Crabbe,
2013,2,32,?lex,Abrines,
2013,2,33,Carrick,Felix,
2013,2,34,Isaiah,Canaan,
2013,2,35,Glen,RiceJr,
2013,2,36,Ray,McCallumJr,
2013,2,37,Tony,Mitchell,
2013,2,38,Nate,Wolters,
2013,2,39,Jeff,Withey,
2013,2,40,Grant,Jerrett,
2013,2,41,Jamaal,Franklin,
2013,2,42,Pierre,Jackson,
2013,2,43,Ricky,Ledo,
2013,2,44,Mike,Muscala,
2013,2,45,Marko,Todorovic,
2013,2,46,Erick,Green,
2013,2,47,Raul,Neto,
2013,2,48,Ryan,Kelly,
2013,2,49,Erik,Murphy,
2013,2,50,James,Ennis,
2013,2,51,Romero,Osby,
2013,2,52,Lorenzo,Brown,
2013,2,53,Colton,Iverson,
2013,2,54,Arsalan,Kazemi,
2013,2,55,Joffrey,Lauvergne,
2013,2,56,Peyton,Siva,
2013,2,57,Alex,Oriakhi,
2013,2,58,Deshaun,Thomas,
2013,2,59,Bojan,Dubljevic,
2013,2,60,Janis,Timma,
2014,1,1,Andrew,Wiggins,
2014,1,2,Jabari,Parker,
2014,1,3,Joel,Embiid,
2014,1,4,Aaron,Gordon,
2014,1,5,Dante,Exum,
2014,1,6,Marcus,Smart,
2014,1,7,Julius,Randle,
2014,1,8,Nik,Stauskas,
2014,1,9,Noah,Vonleh,
2014,1,10,Elfrid,Payton,
2014,1,11,Doug,McDermott,
2014,1,12,Dario,Saric,
2014,1,13,Zach,LaVine,
2014,1,14,TJ,Warren,
2014,1,15,Adreian,Payne,
2014,1,16,Jusuf,Nurkic,
2014,1,17,James,Young,
2014,1,18,Tyler,Ennis,
2014,1,19,Gary,Harris,
2014,1,20,Bruno,Caboclo,
2014,1,21,Mitch,McGary,
2014,1,22,Jordan,Adams,
2014,1,23,Rodney,Hood,
2014,1,24,Shabazz,Napier,
2014,1,25,Clint,Capela,
2014,1,26,PJ,Hairston,
2014,1,27,Bogdan,Bogdanovic,
2014,1,28,CJ,Wilcox,
2014,1,29,Josh,Huestis,
2014,1,30,Kyle,Anderson,
2014,2,31,Damien,Inglis,
2014,2,32,KJ,McDaniels,
2014,2,33,Joe,Harris,
2014,2,34,Cleanthony,Early,
2014,2,35,Jarnell,Stokes,
2014,2,36,Johnny,O'BryantIII,
2014,2,37,DeAndre,Daniels,
2014,2,38,Spencer,Dinwiddie,
2014,2,39,Jerami,Grant,
2014,2,40,Glenn,RobinsonIII,
2014,2,41,Nikola,Jokic,
2014,2,42,Nick,Johnson,
2014,2,43,Walter,Tavares,
2014,2,44,Markel,Brown,
2014,2,45,Dwight,Powell,
2014,2,46,Jordan,Clarkson,
2014,2,47,Russ,Smith,
2014,2,48,Lamar,Patterson,
2014,2,49,Cameron,Bairstow,
2014,2,50,Alec,Brown,
2014,2,51,Thanasis,Antetokounmpo,
2014,2,52,Vasilije,Micic,
2014,2,53,Alessandro,Gentile,
2014,2,54,Nemanja,Dangubic,
2014,2,55,Semaj,Christon,
2014,2,56,Devyn,Marble,
2014,2,57,Louis,Labeyrie,
2014,2,58,Jordan,McRae,
2014,2,59,Xavier,Thames,
2014,2,60,Cory,Jefferson,
2015,1,1,Karl-Anthony,Towns,
2015,1,2,DAngelo,Russell,
2015,1,3,Jahlil,Okafor,
2015,1,4,Kristaps,Porzingis,
2015,1,5,Mario,Hezonja,
2015,1,6,Willie,Cauley-Stein,
2015,1,7,Emmanuel,Mudiay,
2015,1,8,Stanley,Johnson,
2015,1,9,Frank,Kaminsky,
2015,1,10,Justise,Winslow,
2015,1,11,Myles,Turner,
2015,1,12,Trey,Lyles,
2015,1,13,Devin,Booker,
2015,1,14,Cameron,Payne,
2015,1,15,Kelly,OubreJr.,
2015,1,16,Terry,Rozier,
2015,1,17,Rashad,Vaughn,
2015,1,18,Sam,Dekker,
2015,1,19,Jerian,Grant,
2015,1,20,Delon,Wright,
2015,1,21,Justin,Anderson,
2015,1,22,Bobby,Portis,
2015,1,23,Rondae,Hollis-Jefferson,
2015,1,24,Tyus,Jones,
2015,1,25,Jarell,Martin,
2015,1,26,Nikola,Milutinov,
2015,1,27,Larry,NanceJr.,
2015,1,28,RJ,Hunter,
2015,1,29,Chris,McCullough,
2015,1,30,Kevon,Looney,
2015,2,31,Cedi,Osman,
2015,2,32,Montrezl,Harrell,
2015,2,33,Jordan,Mickey,
2015,2,34,Anthony,Brown,
2015,2,35,Willy,Hernangomez,
2015,2,36,Rakeem,Christmas,
2015,2,37,Richaun,Holmes,
2015,2,38,Darrun,Hilliard,
2015,2,39,JuanPablo,Vaulet,
2015,2,40,Josh,Richardson,
2015,2,41,Pat,Connaughton,
2015,2,42,Olivier,Hanlan,
2015,2,43,Joseph,Young,
2015,2,44,Andrew,Harrison,
2015,2,45,Marcus,Thornton,
2015,2,46,Norman,Powell,
2015,2,47,Arturas,Gudaitis,
2015,2,48,Dakari,Johnson,
2015,2,49,Aaron,White,
2015,2,50,Marcus,Eriksson,
2015,2,51,Tyler,Harvey,
2015,2,52,SatnamSingh,Bhamara,
2015,2,53,SirDominic,Pointer,
2015,2,54,Dani,Diez,
2015,2,55,Cady,Lalanne,
2015,2,56,Branden,Dawson,
2015,2,57,Nikola,Radicevic,
2015,2,58,JP,Tokoto,
2015,2,59,Dimitrios,Agravanis,
2015,2,60,Luka,Mitrovic,
2016,1,1,Ben,Simmons,
2016,1,2,Brandon,Ingram,
2016,1,3,Jaylen,Brown,
2016,1,4,Dragan,Bender,
2016,1,5,Kris,Dunn,
2016,1,6,Buddy,Hield,
2016,1,7,Jamal,Murray,
2016,1,8,Marquese,Chriss,
2016,1,9,Jakob,Poltl,
2016,1,10,Thon,Maker,
2016,1,11,Domantas,Sabonis,
2016,1,12,Taurean,Prince,
2016,1,13,Georgios,Papagiannis,
2016,1,14,Denzel,Valentine,
2016,1,15,Juan,Hernangomez,
2016,1,16,Guerschon,Yabusele,
2016,1,17,Wade,BaldwinIV,
2016,1,18,Henry,Ellenson,
2016,1,19,Malik,Beasley,
2016,1,20,Caris,LeVert,
2016,1,21,DeAndre,Bembry,
2016,1,22,Malachi,Richardson,
2016,1,23,Ante,Zizic,
2016,1,24,Timothe,Luwawu-Cabarrot,
2016,1,25,Brice,Johnson,
2016,1,26,Furkan,Korkmaz,
2016,1,27,Pascal,Siakam,
2016,1,28,Skal,Labissiere,
2016,1,29,Dejounte,Murray,
2016,1,30,Damian,Jones,
2016,2,31,Deyonta,Davis,
2016,2,32,Ivica,Zubac,
2016,2,33,Cheick,Diallo,
2016,2,34,Tyler,Ulis,
2016,2,35,Rade,Zagorac,
2016,2,36,Malcolm,Brogdon,
2016,2,37,Chinanu,Onuaku,
2016,2,38,Patrick,McCaw,
2016,2,39,David,Michineau,
2016,2,40,Diamond,Stone,
2016,2,41,Stephen,Zimmerman,
2016,2,42,Isaiah,Whitehead,
2016,2,43,Qi,Zhou,
2016,2,44,Isaia,Cordinier,
2016,2,45,Demetrius,Jackson,
2016,2,46,AJ,Hammons,
2016,2,47,Jake,Layman,
2016,2,48,Paul,Zipser,
2016,2,49,Michael,Gbinije,
2016,2,50,Georges,Niang,
2016,2,51,Ben,Bentil,
2016,2,52,Joel,Bolomboy,
2016,2,53,Petr,Cornelie,
2016,2,54,Kay,Felder,
2016,2,55,Marcus,Paige,
2016,2,56,Daniel,Hamilton,
2016,2,57,Zhelin,Wang,
2016,2,58,Abdel,Nader,
2016,2,59,Isaiah,Cousins,
2016,2,60,Tyrone,Wallace,
2017,1,1,Markelle,Fultz,
2017,1,2,Lonzo,Ball,
2017,1,3,Jayson,Tatum,
2017,1,4,Josh,Jackson,
2017,1,5,DeAaron,Fox,
2017,1,6,Jonathan,Isaac,
2017,1,7,Lauri,Markkanen,
2017,1,8,Frank,Ntilikina,
2017,1,9,Dennis,SmithJr.,
2017,1,10,Zach,Collins,
2017,1,11,Malik,Monk,
2017,1,12,Luke,Kennard,
2017,1,13,Donovan,Mitchell,
2017,1,14,Bam,Adebayo,
2017,1,15,Justin,Jackson,
2017,1,16,Justin,Patton,
2017,1,17,DJ,Wilson,
2017,1,18,TJ,Leaf,
2017,1,19,John,Collins,
2017,1,20,Harry,Giles,
2017,1,21,Terrance,Ferguson,
2017,1,22,Jarrett,Allen,
2017,1,23,OG,Anunoby,
2017,1,24,Tyler,Lydon,
2017,1,25,Anzejs,Pasecniks,
2017,1,26,Caleb,Swanigan,
2017,1,27,Kyle,Kuzma,
2017,1,28,Tony,Bradley,
2017,1,29,Derrick,White,
2017,1,30,Josh,Hart,
2017,2,31,Frank,Jackson,
2017,2,32,Davon,Reed,
2017,2,33,Wes,Iwundu,
2017,2,34,Frank,MasonIII,
2017,2,35,Ivan,Rabb,
2017,2,36,Jonah,Bolden,
2017,2,37,Semi,Ojeleye,
2017,2,38,Jordan,Bell,
2017,2,39,Jawun,Evans,
2017,2,40,Dwayne,Bacon,
2017,2,41,Tyler,Dorsey,
2017,2,42,Thomas,Bryant,
2017,2,43,Isaiah,Hartenstein,
2017,2,44,Damyean,Dotson,
2017,2,45,Dillon,Brooks,
2017,2,46,Sterling,Brown,
2017,2,47,Ike,Anigbogu,
2017,2,48,Sindarius,Thornwell,
2017,2,49,Vlatko,Cancar,
2017,2,50,Mathias,Lessort,
2017,2,51,Monte,Morris,
2017,2,52,Edmond,Sumner,
2017,2,53,Kadeem,Allen,
2017,2,54,Alec,Peters,
2017,2,55,Nigel,Williams-Goss,
2017,2,56,Jabari,Bird,
2017,2,57,Sasha,Vezenkov,
2017,2,58,Ognjen,Jaramaz,
2017,2,59,Jaron,Blossomgame,
2017,2,60,Alpha,Kaba,
2018,1,1,Deandre,Ayton,
2018,1,2,Marvin,Bagley,
2018,1,3,Luka,Doncic,
2018,1,4,Jaren,Jackson,
2018,1,5,Trae,Young,
2018,1,6,Mohamed,Bamba,
2018,1,7,Wendell,Carter,
2018,1,8,Collin,Sexton,
2018,1,9,Kevin,Knox,
2018,1,10,Mikal,Bridges,
2018,1,11,Shai,Gilgeous-Alexander,
2018,1,12,Miles,Bridges,
2018,1,13,Jerome,Robinson,
2018,1,14,Michael,Porter,
2018,1,15,Troy,Brown,
2018,1,16,Zhaire,Smith,
2018,1,17,Donte,DiVincenzo,
2018,1,18,Lonnie,Walker,
2018,1,19,Kevin,Huerter,
2018,1,20,Josh,Okogie,
2018,1,21,Grayson,Allen,
2018,1,22,Chandler,Hutchison,
2018,1,23,Aaron,Holiday,
2018,1,24,Anfernee,Simons,
2018,1,25,Moritz,Wagner,
2018,1,26,Landry,Shamet,
2018,1,27,Robert,Williams,
2018,1,28,Jacob,Evans,
2018,1,29,Musa,Dzanan,
2018,1,30,Omari,Spellman,
2018,2,31,Elie,Okobo,
2018,2,32,Jevon,Carter,
2018,2,33,Jalen,Brunson,
2018,2,34,Devonte,Graham,
2018,2,35,Melvin,Frazier,
2018,2,36,Mitchell,Robinson,
2018,2,37,Gary,Trent,
2018,2,38,Khyri,Thomas,
2018,2,39,Isaac,Bonga,
2018,2,40,Rodions,Kurucs,
2018,2,41,Jarred,Vanderbilt,
2018,2,42,Bruce,Brown,
2018,2,43,Justin,Jackson,
2018,2,44,Issuf,Sanon,
2018,2,45,Hamidou,Diallo,
2018,2,46,DeAnthony,Melton,
2018,2,47,Sviatoslav,Mykhailiuk,
2018,2,48,Keita,Bates-Diop,
2018,2,49,Chimezie,Metu,
2018,2,50,Alize,Johnson,
2018,2,51,Tony,Carr,
2018,2,52,Vince,Edwards,
2018,2,53,Devon,Hall,
2018,2,54,Shake,Milton,
2018,2,55,Arnoldas,Kulboka,
2018,2,56,Ray,Spalding,
2018,2,57,Kevin,Hervey,
2018,2,58,Thomas,Welsh,
2018,2,59,George,King,
2018,2,60,Kostas,Antetokounmpo,
